Time,NormalisedFlux
0.0,1.0693171173393032
1.0,1.0452881147958302
2.0,1.072103212280364
3.0,1.0503537481945968
4.0,1.0327736409584358
5.0,0.966493719665757
6.0,1.01830813105013
7.0,0.9954259381615271
8.0,0.966748441317207
9.0,0.9408219074114038
10.0,0.9397999366320652
11.0,0.9395267363750027
12.0,0.9040295706295377
13.0,0.8706445698876266
14.0,0.9193856527477096
15.0,1.0158561141979296
16.0,1.0797784307967475
17.0,1.0998570943755075
18.0,1.0695664985752706
19.0,1.0445978331430317
20.0,1.05891710754599
21.0,1.032803689483421
22.0,1.016128873852343
23.0,1.0214055953062626
24.0,1.0063184977478723
25.0,0.9925544768985033
26.0,0.9702514911276524
27.0,0.9498079756146197
28.0,0.9734420931747093
29.0,0.9360888965524234
30.0,0.9482521411620183
31.0,0.9360172991994725
32.0,0.9589102352165265
33.0,1.0108807150960593
34.0,1.1229684606988757
35.0,1.0805347280115112
36.0,1.0387144158115498
37.0,1.0473830610621868
38.0,1.0133921407550845
39.0,1.0147896290911527
40.0,0.9998131310511689
41.0,1.0140414683931007
42.0,0.9993316086290466
43.0,0.9868497244682263
44.0,0.9534608652404758
45.0,0.9636405752857188
46.0,0.9546304481197063
47.0,0.9688075983386557
48.0,0.9103177470053498
49.0,0.9072476155318917
50.0,0.9525547693994326
51.0,1.0250035849537553
52.0,1.0705362606994973
53.0,1.1117195066215895
54.0,1.0348975409174563
55.0,1.0371182470225302
56.0,1.0673142247854763
57.0,1.011860225053821
58.0,1.02660505887771
59.0,1.0117219128329953
60.0,1.0156888124309975
61.0,0.9848354951098743
62.0,0.954916684161066
63.0,0.9515339182762345
64.0,0.9714632031699972
65.0,0.9865956361936936
66.0,0.9184309889544531
67.0,0.9351063641054042
68.0,0.9489466334701223
69.0,1.0408828064072857
70.0,1.0775681741290943
71.0,1.0897620142136348
72.0,1.0571004950057465
73.0,1.0399380837089789
74.0,1.0704271480566585
75.0,1.0391823705415417
76.0,1.0217946687219333
77.0,1.0024582774852224
78.0,1.0113775476273552
79.0,1.0055145920457311
80.0,0.9679297346387243
81.0,0.9580159237828901
82.0,0.9566540961315956
83.0,0.9176698997427675
84.0,0.915957677482842
85.0,0.8923183109053654
86.0,1.0401102053266202
87.0,1.0689909147168026
88.0,1.0750665233167358
89.0,1.0509802703901274
90.0,1.0297270135740266
91.0,1.037938272028965
92.0,1.0198703060547625
93.0,1.0279692073231672
94.0,1.0046358335699366
95.0,1.017382011820531
96.0,0.997258417869838
97.0,0.9817253387836586
98.0,0.9592228716212094
99.0,0.9526653047766327
100.0,0.952995248480004
101.0,0.9438531853087532
102.0,0.880098758196807
103.0,0.9230274035822568
104.0,1.0070370710859469
105.0,1.083737281949619
106.0,1.086570997622719
107.0,1.1029507458809298
108.0,1.0514055808793707
109.0,1.0929774161481542
110.0,1.0364745951726095
111.0,1.0480503065697975
112.0,0.98946149177901
113.0,0.9699168208833674
114.0,0.9989010329278145
115.0,1.003185954372498
116.0,0.9577194914922716
117.0,0.955900268760732
118.0,0.9407812010787527
119.0,0.9172653471486722
120.0,0.9160166993472454
