Time,NormalisedFlux
0.0,0.9801989045713569
1.0,0.9734539254790896
2.0,1.0168824894443529
3.0,1.0068014823198188
4.0,1.01077632011801
5.0,1.026107673588012
6.0,1.0040314127668104
7.0,1.0276640032212163
8.0,1.0577541277899702
9.0,1.10382288981309
10.0,1.067312165234351
11.0,1.1272984581524017
12.0,1.0865041785652674
13.0,1.1243055309452776
14.0,1.1287506378195231
15.0,1.1978196279358817
16.0,1.1498738500740027
17.0,1.1514572605514004
18.0,1.1480664369880895
19.0,1.1186655208531078
20.0,1.1363939277854826
21.0,1.093024785384361
22.0,1.0344056352952873
23.0,1.0760650690815399
24.0,1.044557355793799
25.0,1.003560125355005
26.0,0.9806566364976053
27.0,0.9990128733110429
28.0,1.0134900400194837
29.0,0.9712713226879848
30.0,1.0039192955842235
31.0,0.9411189552119568
32.0,1.0013000997161552
33.0,0.9211152573021701
34.0,0.9107705803564625
35.0,0.9451971572478985
36.0,0.9223066162338566
37.0,0.8485761420941271
38.0,0.8936296371599759
39.0,0.8683883743205005
40.0,0.840413937128781
41.0,0.8691908253461598
42.0,0.8387736941401349
43.0,0.9343452403933031
44.0,0.9255291139846978
45.0,0.9274573601521506
46.0,0.9042169223305625
47.0,0.9150031728497188
48.0,0.9368700168183387
49.0,0.9354288508174714
50.0,0.9761820884530393
51.0,0.9429166714600259
52.0,1.0157230089203313
53.0,1.034943569436735
54.0,0.9993455130851899
55.0,1.0249133912377137
56.0,1.0422116126004277
57.0,1.046109583448516
58.0,1.1243485714400683
59.0,1.0919077145300862
60.0,1.0558942303225163
61.0,1.099059368230345
62.0,1.092933154621604
63.0,1.135196826524163
64.0,1.1259988353812171
65.0,1.113946016624564
66.0,1.141290728962896
67.0,1.1296554741382554
68.0,1.1211677592827818
69.0,1.1239914496525463
70.0,1.0921444380895766
71.0,1.1107732181551697
72.0,1.0831335925015184
73.0,1.0591261804512422
74.0,1.054226135556339
75.0,1.028588235379235
76.0,1.0060377079964051
77.0,1.0257246551259518
78.0,0.9938246467915176
79.0,1.009932576859539
80.0,0.9867307190954088
81.0,0.953000116250512
82.0,0.9530580403597042
83.0,0.9525897730010142
84.0,0.9352038274760532
85.0,0.9281932229756354
86.0,0.8779519258974597
87.0,0.8722210451832484
88.0,0.8734934188167875
89.0,0.8862713856558987
90.0,0.8955896874159546
91.0,0.8658947686602627
92.0,0.878748471798395
93.0,0.9252002498429425
94.0,0.9191282852693233
95.0,0.8902938058800283
96.0,0.9029274028661772
97.0,0.909223228578029
98.0,0.9618135750561496
99.0,0.9433030694759864
100.0,0.9693078591780062
101.0,0.9814761059120396
102.0,0.9508202692226753
103.0,0.9936541696195234
104.0,1.0058522233532816
105.0,0.9938553088612612
106.0,1.0715173243089249
107.0,1.0620190818377322
108.0,1.0603933766714853
109.0,1.0730444907928567
110.0,1.1429341927183307
111.0,1.1477979366115407
112.0,1.1274568896618633
113.0,1.154231947435845
114.0,1.1478413460192876
115.0,1.1776062070601834
116.0,1.1246540397803828
117.0,1.1508541797351741
118.0,1.1909155503428588
119.0,1.08471605807236
120.0,1.1106998388870404
