Time,NormalisedFlux
0.0,1.0500128355089122
1.0,1.0739361113592063
2.0,1.009538842372174
3.0,1.0257677313786069
4.0,1.0120886514566518
5.0,1.0202063949389257
6.0,0.9987092611937196
7.0,0.9725542469870105
8.0,0.9631199286435373
9.0,0.9462610941411967
10.0,0.9346702626481928
11.0,0.9413500647726519
12.0,0.9232529930374407
13.0,0.8835099104284923
14.0,0.8938268552854213
15.0,0.9947891672103951
16.0,1.1024904386213705
17.0,1.1197637476439715
18.0,1.0863556446169729
19.0,1.0580546501336798
20.0,1.074071427827795
21.0,1.056074936697041
22.0,1.0441045952405785
23.0,1.0131586682732399
24.0,0.9781915692055433
25.0,0.9794141381639074
26.0,0.9922918899440811
27.0,1.0039321371582222
28.0,0.9548120486200168
29.0,0.9578330215420268
30.0,0.9756086011213677
31.0,0.9774003262641202
32.0,0.9341412858786626
33.0,0.9087110920148467
34.0,0.8903687933931185
35.0,0.9609748437341534
36.0,1.0445473875518276
37.0,1.0859146192576503
38.0,1.083281753848678
39.0,1.086078848166907
40.0,1.0349768354833633
41.0,1.0633738049477774
42.0,1.0163930271781931
43.0,1.049901333705272
44.0,1.0241740598678857
45.0,1.0139458231129148
46.0,1.014206944163955
47.0,0.9681609037899089
48.0,0.994593700633767
49.0,0.9415078503426595
50.0,0.9376616853430692
51.0,0.9879376625074132
52.0,0.9422765907218299
53.0,0.9109449670580987
54.0,0.8817671903520872
55.0,0.88941852934597
56.0,0.9947989268701078
57.0,1.048093262300199
58.0,1.1388151786973737
59.0,1.0636287708515701
60.0,1.0419034364810091
61.0,1.038409430519237
62.0,1.0527185570880315
63.0,1.017105081787473
64.0,1.0398377597178485
65.0,0.9996571795329684
66.0,1.0037923629468206
67.0,1.0527459624523385
68.0,0.9950844619117359
69.0,0.9463875294636611
70.0,0.9333337518642235
71.0,0.9553517710363
72.0,0.9427459511009539
73.0,0.9301358586460707
74.0,0.9177538379834005
75.0,0.9185436312707201
76.0,0.9590311172200388
77.0,1.0053213699850774
78.0,1.1203610290530637
79.0,1.0967248023945948
80.0,1.0497419355697788
81.0,1.0618435774975215
82.0,1.021140414510229
83.0,1.026828373570414
84.0,1.0458632236906475
85.0,1.0138871109603396
86.0,0.982357504529256
87.0,0.9900000820161414
88.0,0.998201076793401
89.0,1.0153559807702963
90.0,0.963192295218667
91.0,0.9641646509127917
92.0,0.956298718774227
93.0,0.9502137183977443
94.0,0.9240043151841469
95.0,0.9440944679944947
96.0,0.9536547097117195
97.0,0.9620251029018834
98.0,1.0580867583843174
99.0,1.0843307917180829
100.0,1.0805075389527616
101.0,1.085483988413834
102.0,1.069855112411623
103.0,1.0089768472527254
104.0,1.0371719883066617
105.0,1.0412370250973122
106.0,0.993867911030523
107.0,1.0262561438102846
108.0,1.0119886470361465
109.0,0.9741428962868605
110.0,0.9905762753234211
111.0,0.9661391582042818
112.0,0.9438071838463368
113.0,0.9372100976617402
114.0,0.9225680869939965
115.0,0.8892392168523332
116.0,0.93508865370932
117.0,0.939539978827946
118.0,1.0412262684133853
119.0,1.067071600844353
120.0,1.0708709909687415
