Time,NormalisedFlux
0.0,0.9887365734907564
1.0,0.9577117819388684
2.0,0.9729052256154387
3.0,0.8934291433312569
4.0,0.8995691545581036
5.0,0.9063448353189373
6.0,0.9043711994199571
7.0,1.0061938436827944
8.0,1.0610628649333005
9.0,1.08296792367992
10.0,1.0981239560553502
11.0,1.0773249729729761
12.0,1.0614621209471207
13.0,1.0570815216537668
14.0,1.053032289217275
15.0,1.0223025620799644
16.0,1.0166773842559267
17.0,1.007989345764017
18.0,0.9901574661510668
19.0,0.982153848093366
20.0,0.9981826735529871
21.0,0.9689553650041284
22.0,0.9558100906106533
23.0,0.9555858464705301
24.0,0.9329086715667219
25.0,0.911341321150255
26.0,0.8774283239004083
27.0,0.9085315426087798
28.0,0.9588137409704119
29.0,1.028489144442693
30.0,1.0893620256527201
31.0,1.0949007866774314
32.0,1.107258324542149
33.0,1.0279771879047184
34.0,1.0571378784591572
35.0,1.077474178154944
36.0,1.0339149700236574
37.0,1.0273492729264482
38.0,1.0013524857624245
39.0,0.9807502138840697
40.0,0.9924151162063879
41.0,0.9783754545395539
42.0,0.9475959133461914
43.0,0.9695105888661876
44.0,0.9496863506908388
45.0,0.9629283844947243
46.0,0.9529253075194812
47.0,0.8859721350849057
48.0,0.9014692950614248
49.0,0.9372644312934099
50.0,0.9679088854440514
51.0,1.0613102813437958
52.0,1.088901669306044
53.0,1.1008262178752932
54.0,1.0859288503665165
55.0,1.0482096531264824
56.0,1.0315837761454907
57.0,1.0583913413562782
58.0,1.0045592193892832
59.0,1.015756186870241
60.0,1.0087132430566879
61.0,0.9702294256888013
62.0,1.01127423797942
63.0,0.9920783969600221
64.0,0.9767325860870759
65.0,0.9571779320003704
66.0,0.9717234009585253
67.0,0.9612805343811237
68.0,0.9427229946727641
69.0,0.9067699312468139
70.0,0.9000075198629881
71.0,0.9444166222174969
72.0,1.0390525662293106
73.0,1.0763330683137793
74.0,1.0920722196097026
75.0,1.0771125952015175
76.0,1.102078664510814
77.0,1.01034741037544
78.0,1.051760991846059
79.0,1.0535105113120418
80.0,1.0180969456679463
81.0,1.0218012509046726
82.0,1.0090458611866613
83.0,0.9998714418165696
84.0,1.0234314241931484
85.0,0.9870724142763028
86.0,0.9622038305188885
87.0,0.9513369791513241
88.0,0.9703356530729115
89.0,0.9628741670450993
90.0,0.9231352251716828
91.0,0.939230074110911
92.0,0.9144589066419941
93.0,0.9907689413659884
94.0,1.0614036359283874
95.0,1.1097245860028784
96.0,1.076119214925124
97.0,1.0635477503617214
98.0,1.0406102618590605
99.0,1.0325357762245326
100.0,1.0485904009923972
101.0,1.0748761560015025
102.0,1.0042716461069587
103.0,1.0084112427967409
104.0,0.9820819268829858
105.0,1.0068296097243319
106.0,0.9900309803972815
107.0,0.9387118122525742
108.0,0.9962427847589155
109.0,0.9684476514337585
110.0,0.9512646147422849
111.0,0.9502287715009405
112.0,0.9309424438090217
113.0,0.8920215265574052
114.0,0.9414874343953284
115.0,1.0135239433912042
116.0,1.0567532987018218
117.0,1.076885732247233
118.0,1.0901723980560132
119.0,1.0599619557999977
120.0,1.0152752150919027
