"Unnamed: 0" Name X Y BlueF GreenF RedF Size RadialVelocity Radius
252 RightDG1070 -0.7144 27.0937 2.235e-17 1.797e-17 8.063e-18 87.1457 -1127.15 4.882035845053046
253 RightDG1071 -0.6897 27.3279 2.247e-17 1.829e-17 8.588e-18 77.1937 -1127.18 4.882035845053046
254 RightDG1072 -1.1286 27.6009 2.106e-17 1.725e-17 7.024e-18 55.3663 -1126.89 4.882035845053046
257 RightDG1075 -0.9714 27.6911 1.875e-17 1.569e-17 7.165e-18 57.9059 -1126.83 4.882035845053046
258 RightDG1076 -0.739 26.9887 2.164e-17 1.763e-17 7.624e-18 84.4262 -1127.16 4.882035845053046
259 RightDG1077 -0.9848 27.4802 1.392e-17 1.101e-17 5.554e-18 101.4039 -1126.99 4.882035845053046
260 RightDG1078 -1.0109 27.2515 3.147e-17 2.304e-17 9.771e-18 76.405 -1126.85 4.882035845053046
261 RightDG1079 -0.6902 26.7871 1.334e-17 1.103e-17 4.832e-18 89.6334 -1126.98 4.882035845053046
262 RightDG1080 -0.6798 27.1113 2.2e-17 1.931e-17 7.923e-18 71.9222 -1127.25 4.882035845053046
264 RightDG1082 -0.5082 27.0965 2.105e-17 1.637e-17 8.047e-18 78.0859 -1127.14 4.882035845053046
265 RightDG1083 -0.5482 27.3596 2.893e-17 2.492e-17 9.436e-18 58.0521 -1127.2 4.882035845053046
266 RightDG1084 -0.8152 27.4311 2.034e-17 1.623e-17 7.172e-18 72.7643 -1127.1 4.882035845053046
267 RightDG1085 -0.8665 27.3464 1.47e-17 1.186e-17 5.797e-18 72.1599 -1127.21 4.882035845053046
269 RightDG1087 -0.7088 27.058 2.16e-17 1.635e-17 8.407e-18 75.7704 -1127.18 4.882035845053046
270 RightDG1088 -0.7213 27.6221 3.022e-17 2.37e-17 9.425e-18 67.5822 -1127.21 4.882035845053046
271 RightDG1089 -0.8036 27.3176 2.919e-17 2.078e-17 9.163e-18 63.8506 -1127.19 4.882035845053046
