"Unnamed: 0" Name X Y BlueF GreenF RedF Size RadialVelocity Radius
188 RightDG0871 -0.1015 21.892 2.948e-17 2.146e-17 6.922e-18 160.6402 -1681.21 6.876843292575627
189 RightDG0872 -0.0556 21.6881 9.039e-18 8.083e-18 3.316e-18 36.7411 -1681.1 6.876843292575627
190 RightDG0873 0.0423 22.0351 1.082e-17 8.362e-18 3.781e-18 46.0265 -1680.9 6.876843292575627
191 RightDG0874 0.0112 21.6873 9.646e-18 8.134e-18 3.418e-18 35.6753 -1681.09 6.876843292575627
192 RightDG0875 -0.1509 21.8894 7.795e-18 6.072e-18 3.149e-18 84.525 -1680.93 6.876843292575627
193 RightDG0876 0.0224 22.2693 9.495e-18 8.302e-18 3.841e-18 38.2969 -1680.95 6.876843292575627
195 RightDG0878 0.2435 21.9359 9.821e-18 7.716e-18 3.369e-18 46.9041 -1681.08 6.876843292575627
196 RightDG0879 -0.2299 21.6312 9.628e-18 8.736e-18 3.852e-18 45.8754 -1681.29 6.876843292575627
197 RightDG0880 -0.1172 21.5438 9.413e-18 8.146e-18 3.721e-18 42.9335 -1680.88 6.876843292575627
198 RightDG0881 -0.3573 22.2414 8.988e-18 7.449e-18 3.703e-18 44.3928 -1681.27 6.876843292575627
199 RightDG0882 -0.329 21.9956 9.343e-18 7.559e-18 3.856e-18 41.7299 -1680.96 6.876843292575627
200 RightDG0883 -0.0313 22.1447 6.526e-18 5.308e-18 2.503e-18 65.2896 -1681.14 6.876843292575627
201 RightDG0884 -0.451 21.9878 9.963e-18 8.958e-18 4.213e-18 45.7193 -1681.04 6.876843292575627
202 RightDG0885 0.0962 21.8349 6.606e-18 5.45e-18 2.417e-18 40.1304 -1681.09 6.876843292575627
203 RightDG0886 -0.0344 21.8464 6.958e-18 6.035e-18 2.675e-18 96.4189 -1681.39 6.876843292575627
204 RightDG0887 -0.1438 21.9824 9.611e-18 9.513e-18 3.91e-18 42.1649 -1681.27 6.876843292575627
205 RightDG0888 -0.2182 21.6484 9.017e-18 7.818e-18 3.516e-18 42.6643 -1680.95 6.876843292575627
206 RightDG0889 -0.1638 21.7331 1.373e-17 1.11e-17 5.239e-18 44.6714 -1681.13 6.876843292575627
207 RightDG0890 -0.2504 22.0687 9.706e-18 7.379e-18 3.72e-18 38.9787 -1681.21 6.876843292575627
208 RightDG0891 -0.0493 22.096 9.892e-18 8.531e-18 3.953e-18 47.8102 -1681.2 6.876843292575627
209 RightDG0892 -0.3068 21.738 9.983e-18 8.884e-18 4.304e-18 44.0157 -1680.82 6.876843292575627
210 RightDG0893 -0.0221 21.5895 7.102e-18 5.771e-18 2.486e-18 57.2912 -1680.91 6.876843292575627
211 RightDG0894 0.1036 22.1541 1.069e-17 9.101e-18 3.909e-18 38.4648 -1681.14 6.876843292575627
212 RightDG0895 -0.0321 21.9206 6.768e-18 5.486e-18 2.292e-18 51.4437 -1680.83 6.876843292575627
