"Unnamed: 0" Name X Y BlueF GreenF RedF Size RadialVelocity Radius
93 RightDG0493 -6.1038 11.2858 3.364e-17 2.215e-17 8.22e-18 115.1072 -1567.47 34.53758472651923
95 RightDG0495 -5.9944 11.5868 1.071e-17 8.834e-18 4.057e-18 45.4558 -1567.25 34.53758472651923
96 RightDG0496 -5.8369 11.3922 6.41e-18 5.712e-18 2.651e-18 61.3003 -1567.05 34.53758472651923
97 RightDG0497 -6.0102 10.8978 1.035e-17 9.149e-18 3.85e-18 44.4892 -1567.26 34.53758472651923
98 RightDG0498 -6.3841 11.4624 1.125e-17 9.46e-18 4.32e-18 51.3114 -1567.08 34.53758472651923
99 RightDG0499 -6.1472 11.3529 6.883e-18 5.805e-18 3.035e-18 65.2869 -1567.13 34.53758472651923
100 RightDG0500 -6.2286 11.0618 1.083e-17 9.035e-18 3.784e-18 38.5144 -1567.22 34.53758472651923
101 RightDG0501 -6.3028 11.3289 9.105e-18 6.692e-18 3.091e-18 78.592 -1567.33 34.53758472651923
102 RightDG0502 -6.0975 11.6034 1.31e-17 9.055e-18 4.945e-18 40.1039 -1567.08 34.53758472651923
103 RightDG0503 -6.0128 11.2077 6.873e-18 6.314e-18 2.438e-18 83.3695 -1567.1 34.53758472651923
104 RightDG0504 -5.9164 11.0327 1.103e-17 8.729e-18 4.043e-18 45.1394 -1567.13 34.53758472651923
105 RightDG0505 -6.1156 11.1769 6.793e-18 5.973e-18 2.739e-18 83.3753 -1567.43 34.53758472651923
106 RightDG0506 -6.0169 10.9485 1.108e-17 9.069e-18 4.027e-18 54.1212 -1566.95 34.53758472651923
107 RightDG0507 -6.2969 11.2498 1.339e-17 1.275e-17 4.95e-18 52.297 -1566.84 34.53758472651923
108 RightDG0508 -6.1185 11.3301 7.543e-18 6.369e-18 3.07e-18 67.451 -1567.23 34.53758472651923
109 RightDG0509 -5.8294 11.3129 1.167e-17 9.079e-18 4.194e-18 43.2058 -1567.29 34.53758472651923
110 RightDG0510 -6.4191 11.4243 9.91e-18 8.512e-18 3.638e-18 43.0817 -1567.03 34.53758472651923
111 RightDG0511 -5.948 11.2249 1.47e-17 1.227e-17 5.373e-18 44.8579 -1566.8 34.53758472651923
112 RightDG0512 -5.9503 11.1912 1.187e-17 9.473e-18 4.306e-18 47.7879 -1567.19 34.53758472651923
113 RightDG0513 -6.2903 11.2197 8.335e-18 6.635e-18 3.045e-18 79.5304 -1566.71 34.53758472651923
114 RightDG0514 -5.941 10.9646 6.628e-18 5.526e-18 2.65e-18 56.8371 -1567.01 34.53758472651923
115 RightDG0515 -6.0659 11.5742 9.937e-18 8.56e-18 3.926e-18 42.0843 -1567.32 34.53758472651923
116 RightDG0516 -6.2803 11.4517 1.169e-17 9.155e-18 4.496e-18 55.336 -1566.8 34.53758472651923
117 RightDG0517 -5.7084 11.4048 1.103e-17 9.784e-18 4.542e-18 44.4355 -1566.86 34.53758472651923
118 RightDG0518 -5.9268 11.1752 1.146e-17 9.118e-18 3.814e-18 52.6025 -1567.07 34.53758472651923
119 RightDG0519 -5.9208 11.1464 1.132e-17 9.216e-18 4.536e-18 46.1381 -1567.16 34.53758472651923
