"Unnamed: 0" Name X Y BlueF GreenF RedF Size RadialVelocity Radius
77 FrontDG0520 -19.7317 26.3678 2.922e-17 2.474e-17 8.21e-18 167.6285 -1625.31 90.81037557877293
78 FrontDG0521 -19.8627 26.3918 7.725e-18 5.651e-18 2.93e-18 53.2166 -1625.2 90.81037557877293
79 FrontDG0522 -19.8018 26.2507 1.011e-17 8.45e-18 3.934e-18 37.6627 -1625.06 90.81037557877293
80 FrontDG0523 -19.5272 26.3295 1.029e-17 8.45e-18 3.808e-18 40.4369 -1625.31 90.81037557877293
81 FrontDG0524 -19.5598 26.4385 9.278e-18 8.519e-18 3.796e-18 44.6493 -1625.15 90.81037557877293
82 FrontDG0525 -19.6174 26.1321 9.332e-18 7.977e-18 3.854e-18 38.1662 -1625.39 90.81037557877293
83 FrontDG0526 -19.8465 26.5372 9.963e-18 8.023e-18 3.499e-18 39.2621 -1625.46 90.81037557877293
84 FrontDG0527 -19.6284 26.2364 1.18e-17 8.21e-18 3.998e-18 49.3131 -1625.22 90.81037557877293
85 FrontDG0528 -19.7806 26.2784 1.015e-17 8.594e-18 4.653e-18 50.4235 -1624.99 90.81037557877293
86 FrontDG0529 -19.6122 26.1833 1.084e-17 9.108e-18 4.359e-18 48.0301 -1625.34 90.81037557877293
