"Unnamed: 0" Name X Y BlueF GreenF RedF Size RadialVelocity Radius
103 TopDG1094 -24.6192 4.9859 2.831e-17 2.107e-17 7.323e-18 105.1086 -1633.72 49.84433920845692
104 TopDG1095 -24.5264 5.2014 1.015e-17 8.305e-18 3.331e-18 44.0087 -1633.56 49.84433920845692
105 TopDG1096 -24.8404 4.9967 1.092e-17 9.061e-18 4.046e-18 51.0105 -1633.82 49.84433920845692
106 TopDG1097 -24.4173 4.9915 1.058e-17 8.273e-18 3.533e-18 33.4978 -1633.41 49.84433920845692
107 TopDG1098 -24.6922 5.2015 1.043e-17 8.239e-18 3.963e-18 42.6062 -1633.66 49.84433920845692
109 TopDG1100 -24.4505 4.7328 1.025e-17 8.541e-18 4.069e-18 44.0142 -1633.64 49.84433920845692
110 TopDG1101 -24.2579 4.8611 6.682e-18 5.945e-18 2.741e-18 52.18 -1633.66 49.84433920845692
111 TopDG1102 -24.6369 5.1174 9.646e-18 7.993e-18 3.843e-18 44.3375 -1633.9 49.84433920845692
112 TopDG1103 -24.5919 4.9153 6.563e-18 6.108e-18 2.729e-18 70.1995 -1633.75 49.84433920845692
113 TopDG1104 -24.5768 4.8895 7.783e-18 6.549e-18 3.088e-18 78.0432 -1633.88 49.84433920845692
114 TopDG1105 -24.636 4.7865 7.079e-18 6.1e-18 2.99e-18 46.37 -1633.79 49.84433920845692
115 TopDG1106 -24.5598 4.9084 6.624e-18 5.874e-18 2.624e-18 61.6029 -1634.06 49.84433920845692
116 TopDG1107 -24.8569 5.1923 9.713e-18 8.706e-18 4.05e-18 43.319 -1633.48 49.84433920845692
117 TopDG1108 -24.5671 5.0122 1.072e-17 9.454e-18 4.235e-18 45.0683 -1633.75 49.84433920845692
118 TopDG1109 -24.4809 4.8522 1.031e-17 9.339e-18 3.602e-18 49.2476 -1633.66 49.84433920845692
119 TopDG1110 -24.5791 4.7294 1.028e-17 9.217e-18 4.378e-18 47.6726 -1633.61 49.84433920845692
120 TopDG1111 -24.8941 4.9346 1.467e-17 1.242e-17 5.156e-18 40.7987 -1633.85 49.84433920845692
121 TopDG1112 -24.5503 5.2822 1.457e-17 1.184e-17 4.75e-18 44.7442 -1633.92 49.84433920845692
