"Unnamed: 0" Name X Y BlueF GreenF RedF Size RadialVelocity Radius
278 RightDG1157 -7.9443 -40.362 4.998e-17 4.019e-17 1.457e-17 163.3609 -1189.62 68.79721359102635
280 RightDG1159 -7.7402 -40.2443 2.018e-17 1.352e-17 6.958e-18 65.398 -1190.0 68.79721359102635
281 RightDG1160 -7.9767 -40.3565 1.908e-17 1.636e-17 6.494e-18 57.2832 -1189.86 68.79721359102635
282 RightDG1161 -8.1767 -40.3888 1.803e-17 1.629e-17 7.123e-18 65.1817 -1190.05 68.79721359102635
283 RightDG1162 -7.7575 -40.374 1.757e-17 1.583e-17 6.251e-18 57.7133 -1190.09 68.79721359102635
284 RightDG1163 -8.0975 -40.2599 1.988e-17 1.606e-17 7.701e-18 74.5603 -1190.04 68.79721359102635
285 RightDG1164 -7.8069 -40.1437 1.91e-17 1.496e-17 7.417e-18 56.1965 -1189.85 68.79721359102635
286 RightDG1165 -7.7851 -40.2282 1.677e-17 1.498e-17 7.294e-18 58.189 -1190.07 68.79721359102635
287 RightDG1166 -7.7911 -40.5922 2.094e-17 1.579e-17 8.565e-18 71.9558 -1189.69 68.79721359102635
288 RightDG1167 -7.8403 -40.3436 1.93e-17 1.54e-17 6.707e-18 55.2755 -1189.69 68.79721359102635
