"Unnamed: 0" Name X Y BlueF GreenF RedF Size RadialVelocity Radius
80 TopDG0848 13.2558 -13.5737 5.549e-17 3.939e-17 1.528e-17 194.4051 -1084.57 18.77442201640306
81 TopDG0849 13.1795 -13.8208 2.187e-17 1.687e-17 7.938e-18 79.082 -1084.88 18.77442201640306
82 TopDG0850 13.196 -13.6669 2.047e-17 1.721e-17 7.567e-18 80.592 -1084.58 18.77442201640306
84 TopDG0852 13.2258 -13.6414 1.387e-17 1.192e-17 5.047e-18 155.5919 -1084.49 18.77442201640306
87 TopDG0855 12.8937 -13.5736 1.462e-17 1.211e-17 5.599e-18 75.7985 -1084.74 18.77442201640306
88 TopDG0856 13.0615 -13.9098 1.351e-17 1.083e-17 4.788e-18 69.5379 -1084.78 18.77442201640306
89 TopDG0857 13.0565 -13.8244 1.994e-17 1.488e-17 7.673e-18 62.7022 -1084.8 18.77442201640306
90 TopDG0858 13.58 -13.8147 2.059e-17 1.779e-17 7.488e-18 77.5785 -1084.96 18.77442201640306
91 TopDG0859 13.3224 -13.7545 1.469e-17 1.123e-17 5.502e-18 69.5676 -1084.9 18.77442201640306
92 TopDG0860 12.8751 -13.4618 2.06e-17 1.616e-17 6.738e-18 52.3101 -1084.93 18.77442201640306
94 TopDG0862 13.0673 -13.6794 1.219e-17 1.105e-17 5.01e-18 138.0639 -1084.96 18.77442201640306
97 TopDG0865 13.1918 -13.6555 1.791e-17 1.671e-17 7.2e-18 62.9239 -1084.5 18.77442201640306
100 TopDG0868 12.9182 -13.7968 1.957e-17 1.683e-17 8.46e-18 76.6402 -1085.05 18.77442201640306
102 TopDG0870 13.0804 -13.5889 1.842e-17 1.58e-17 7.516e-18 60.7443 -1084.8 18.77442201640306
