"Unnamed: 0" Name X Y BlueF GreenF RedF Size RadialVelocity Radius
152 TopDG1377 -40.9614 1.5772 4.123e-17 3.273e-17 1.298e-17 240.12 -1221.02 66.229978780959
153 TopDG1378 -41.0214 1.2551 1.72e-17 1.373e-17 6.267e-18 50.8812 -1221.28 66.229978780959
154 TopDG1379 -41.1753 1.8492 1.847e-17 1.274e-17 6.02e-18 47.9942 -1221.27 66.229978780959
155 TopDG1380 -40.9874 1.4903 1.755e-17 1.553e-17 6.472e-18 52.3794 -1221.5 66.229978780959
156 TopDG1381 -41.0251 1.7787 1.763e-17 1.465e-17 7.073e-18 58.2825 -1221.35 66.229978780959
158 TopDG1383 -41.0474 1.8697 1.511e-17 1.255e-17 5.436e-18 53.2988 -1221.25 66.229978780959
159 TopDG1384 -40.9616 1.4428 1.504e-17 1.419e-17 6.471e-18 70.8896 -1221.15 66.229978780959
160 TopDG1385 -40.8028 1.708 1.632e-17 1.525e-17 6.705e-18 66.5274 -1221.47 66.229978780959
162 TopDG1387 -41.0499 1.6828 1.493e-17 1.244e-17 5.31e-18 55.2078 -1221.2 66.229978780959
163 TopDG1388 -41.1643 1.5505 1.661e-17 1.381e-17 6.534e-18 43.9144 -1221.34 66.229978780959
164 TopDG1389 -40.883 2.0011 1.22e-17 1.022e-17 4.558e-18 53.5027 -1221.28 66.229978780959
