"Unnamed: 0" Name X Y BlueF GreenF RedF Size RadialVelocity Radius
13 BottomDG0096 -23.9493 2.0357 3.837e-17 3.026e-17 1.039e-17 158.4167 -1365.99 53.197325605870105
14 BottomDG0097 -23.6748 2.1824 1.417e-17 1.182e-17 4.591e-18 62.309 -1365.81 53.197325605870105
15 BottomDG0098 -23.805 1.6949 1.357e-17 1.099e-17 5.369e-18 52.722 -1366.2 53.197325605870105
16 BottomDG0099 -23.5974 2.0638 9.984e-18 8.443e-18 3.724e-18 84.9134 -1365.87 53.197325605870105
18 BottomDG0101 -23.5712 2.2616 9.215e-18 7.403e-18 3.818e-18 57.1675 -1366.07 53.197325605870105
19 BottomDG0102 -24.1899 1.8371 1.414e-17 1.068e-17 5.3e-18 50.3363 -1365.87 53.197325605870105
20 BottomDG0103 -23.8242 2.0049 1.357e-17 1.139e-17 4.611e-18 49.5005 -1366.14 53.197325605870105
21 BottomDG0104 -23.6528 2.0085 1.952e-17 1.533e-17 6.231e-18 46.7042 -1365.81 53.197325605870105
22 BottomDG0105 -23.9967 2.3108 9.633e-18 8.78e-18 3.844e-18 55.151 -1366.3 53.197325605870105
23 BottomDG0106 -24.191 2.0963 1.379e-17 1.066e-17 5.233e-18 44.1428 -1366.23 53.197325605870105
25 BottomDG0108 -23.6095 2.3915 1.427e-17 1.294e-17 5.198e-18 55.4264 -1365.7 53.197325605870105
26 BottomDG0109 -23.6875 2.0843 1.398e-17 1.12e-17 5.479e-18 57.518 -1365.83 53.197325605870105
28 BottomDG0111 -24.1795 2.0841 9.358e-18 8.374e-18 3.477e-18 86.276 -1366.21 53.197325605870105
29 BottomDG0112 -24.1437 1.9666 1.169e-17 8.963e-18 4.13e-18 69.5355 -1365.94 53.197325605870105
30 BottomDG0113 -23.6923 1.7839 1.464e-17 1.216e-17 4.836e-18 54.1309 -1366.03 53.197325605870105
31 BottomDG0114 -23.8238 1.8371 1.089e-17 9.08e-18 4.318e-18 90.2846 -1365.91 53.197325605870105
32 BottomDG0115 -23.5689 2.1036 1.362e-17 1.063e-17 5.013e-18 52.0136 -1366.19 53.197325605870105
33 BottomDG0116 -23.9246 2.2569 1.424e-17 1.011e-17 5.604e-18 52.7463 -1365.96 53.197325605870105
34 BottomDG0117 -24.0357 2.0992 1.088e-17 8.113e-18 4.1e-18 88.6363 -1366.12 53.197325605870105
35 BottomDG0118 -23.8155 1.9993 1.558e-17 1.192e-17 5.68e-18 65.9423 -1365.89 53.197325605870105
36 BottomDG0119 -23.7679 1.7177 1.397e-17 1.196e-17 5.561e-18 52.1762 -1365.76 53.197325605870105
37 BottomDG0120 -23.999 2.3189 1.642e-17 1.178e-17 4.986e-18 55.1384 -1365.75 53.197325605870105
