"Unnamed: 0" Name X Y BlueF GreenF RedF Size RadialVelocity Radius
70 BottomDG0457 -20.6762 -11.3463 3.592e-17 2.144e-17 8.709e-18 112.8609 -1568.55 41.21525916268418
71 BottomDG0458 -20.6422 -11.4357 1.221e-17 9.081e-18 4.682e-18 50.245 -1568.46 41.21525916268418
72 BottomDG0459 -20.7807 -11.2541 1.055e-17 9.686e-18 4.652e-18 54.0882 -1569.06 41.21525916268418
73 BottomDG0460 -20.509 -11.3985 1.151e-17 9.335e-18 4.605e-18 56.6302 -1568.51 41.21525916268418
74 BottomDG0461 -20.6517 -11.3352 1.024e-17 9.047e-18 3.745e-18 43.4406 -1568.47 41.21525916268418
75 BottomDG0462 -20.5498 -11.2683 1.097e-17 8.881e-18 4.272e-18 40.871 -1568.84 41.21525916268418
76 BottomDG0463 -20.7036 -11.3456 1.115e-17 9.513e-18 4.223e-18 48.1829 -1568.47 41.21525916268418
77 BottomDG0464 -20.6735 -11.4204 1.131e-17 8.635e-18 4.071e-18 51.9188 -1568.82 41.21525916268418
78 BottomDG0465 -20.5547 -11.4688 9.963e-18 8.907e-18 3.701e-18 44.0874 -1568.65 41.21525916268418
79 BottomDG0466 -20.6639 -11.2667 1.132e-17 8.386e-18 4.25e-18 47.5999 -1568.59 41.21525916268418
80 BottomDG0467 -20.699 -11.2365 1.189e-17 1.032e-17 4.858e-18 44.2251 -1568.79 41.21525916268418
81 BottomDG0468 -20.6551 -11.4297 1.146e-17 9.744e-18 4.769e-18 48.4165 -1569.06 41.21525916268418
