"Unnamed: 0" Name X Y BlueF GreenF RedF Size RadialVelocity Radius
49 FrontDG0421 -29.9106 -29.3411 4.627e-17 3.662e-17 1.394e-17 175.6749 -1261.35 72.01510044883207
52 FrontDG0424 -29.5881 -29.6527 1.722e-17 1.398e-17 6.152e-18 50.8399 -1261.3 72.01510044883207
53 FrontDG0425 -29.87 -29.3997 1.17e-17 9.962e-18 4.272e-18 112.1817 -1261.27 72.01510044883207
54 FrontDG0426 -29.7065 -29.745 1.689e-17 1.356e-17 5.698e-18 53.7111 -1261.44 72.01510044883207
56 FrontDG0428 -29.9105 -29.917 1.661e-17 1.137e-17 5.408e-18 55.0233 -1261.55 72.01510044883207
58 FrontDG0430 -29.8756 -29.2059 1.219e-17 9.073e-18 4.133e-18 126.9507 -1261.24 72.01510044883207
61 FrontDG0433 -29.9965 -30.0051 1.588e-17 1.321e-17 5.318e-18 52.2749 -1261.5 72.01510044883207
63 FrontDG0435 -29.7742 -29.6409 1.752e-17 1.487e-17 6.414e-18 69.9929 -1261.24 72.01510044883207
65 FrontDG0437 -29.8901 -29.7661 1.768e-17 1.429e-17 6.385e-18 61.1282 -1261.35 72.01510044883207
67 FrontDG0439 -29.7556 -29.6273 1.641e-17 1.377e-17 6.71e-18 61.2314 -1261.3 72.01510044883207
69 FrontDG0441 -30.1835 -29.8814 1.819e-17 1.448e-17 7.28e-18 55.2394 -1261.54 72.01510044883207
