"Unnamed: 0" Name X Y BlueF GreenF RedF Size RadialVelocity Radius
220 BackDG0946 -16.0029 10.7163 3.155e-17 2.491e-17 8.675e-18 142.8208 -1610.5 55.97185824841043
221 BackDG0947 -15.9985 10.8248 7.641e-18 6.481e-18 2.649e-18 114.7595 -1610.49 55.97185824841043
224 BackDG0950 -15.8521 10.686 6.592e-18 5.745e-18 2.628e-18 55.5113 -1610.63 55.97185824841043
225 BackDG0951 -15.8196 10.4065 1.191e-17 9.692e-18 4.39e-18 48.9194 -1610.56 55.97185824841043
226 BackDG0952 -16.0407 10.459 1.158e-17 8.69e-18 4.278e-18 42.3076 -1610.6 55.97185824841043
227 BackDG0953 -15.6155 10.3959 1.153e-17 9.548e-18 4.311e-18 51.2536 -1610.41 55.97185824841043
228 BackDG0954 -15.8214 10.9502 1.193e-17 9.714e-18 4.153e-18 54.9686 -1610.52 55.97185824841043
229 BackDG0955 -15.7436 10.4649 6.757e-18 5.545e-18 2.831e-18 63.3219 -1610.66 55.97185824841043
230 BackDG0956 -15.5386 10.6374 1.052e-17 8.515e-18 3.676e-18 36.1183 -1610.46 55.97185824841043
232 BackDG0958 -15.8173 10.8233 1.532e-17 1.143e-17 5.317e-18 46.7474 -1610.85 55.97185824841043
233 BackDG0959 -15.8847 10.6815 7.137e-18 5.744e-18 2.516e-18 56.6862 -1610.58 55.97185824841043
235 BackDG0961 -15.9566 10.8343 1.035e-17 8.663e-18 3.956e-18 45.3529 -1610.7 55.97185824841043
236 BackDG0962 -15.9466 10.5123 1.189e-17 1.004e-17 4.392e-18 56.0314 -1610.6 55.97185824841043
237 BackDG0963 -16.1506 10.9729 9.557e-18 7.658e-18 4.132e-18 41.6164 -1610.8 55.97185824841043
238 BackDG0964 -15.6969 10.6131 1.048e-17 8.501e-18 4.04e-18 40.4567 -1610.61 55.97185824841043
239 BackDG0965 -15.8225 10.9483 1.125e-17 1.026e-17 4.812e-18 41.5927 -1610.2 55.97185824841043
240 BackDG0966 -16.037 10.8441 1.11e-17 8.771e-18 4.15e-18 48.0263 -1610.36 55.97185824841043
242 BackDG0968 -16.3019 10.5152 1.194e-17 9.332e-18 4.294e-18 46.4631 -1610.48 55.97185824841043
243 BackDG0969 -15.9801 10.6676 7.321e-18 6.075e-18 2.777e-18 71.8322 -1610.46 55.97185824841043
244 BackDG0970 -15.9522 10.5742 1.131e-17 8.937e-18 3.964e-18 46.4145 -1610.38 55.97185824841043
245 BackDG0971 -15.9616 11.0137 1.129e-17 9.161e-18 4.056e-18 54.8423 -1610.87 55.97185824841043
248 BackDG0974 -15.8526 10.5765 7.359e-18 6.582e-18 3.022e-18 75.1722 -1610.81 55.97185824841043
249 BackDG0975 -16.0343 10.407 1.143e-17 8.055e-18 4.003e-18 47.058 -1610.7 55.97185824841043
