"Unnamed: 0" Name X Y BlueF GreenF RedF Size RadialVelocity Radius
17 TopDG0131 6.0177 -30.1276 5.851e-17 4.742e-17 1.628e-17 154.4269 -1083.88 36.37159671337726
18 TopDG0132 5.9424 -29.8589 2.125e-17 1.755e-17 8.293e-18 69.635 -1083.96 36.37159671337726
19 TopDG0133 5.8808 -30.2956 2.244e-17 1.92e-17 8.991e-18 63.7184 -1084.01 36.37159671337726
20 TopDG0134 5.7948 -30.3881 2.316e-17 1.713e-17 7.912e-18 63.1176 -1084.08 36.37159671337726
21 TopDG0135 5.9886 -30.3362 2.248e-17 2.041e-17 8.415e-18 80.2364 -1083.93 36.37159671337726
22 TopDG0136 6.2166 -30.2134 2.157e-17 1.877e-17 8.318e-18 64.5408 -1083.79 36.37159671337726
24 TopDG0138 6.035 -30.5557 2.193e-17 1.904e-17 7.696e-18 58.3175 -1084.08 36.37159671337726
25 TopDG0139 6.0178 -29.8039 2.554e-17 2.128e-17 9.517e-18 71.1596 -1083.85 36.37159671337726
26 TopDG0140 6.1931 -30.0578 2.307e-17 2.057e-17 8.766e-18 82.3084 -1083.9 36.37159671337726
27 TopDG0141 5.7103 -29.9666 2.511e-17 1.92e-17 8.966e-18 69.9406 -1084.11 36.37159671337726
28 TopDG0142 5.7418 -29.907 2.24e-17 1.751e-17 8.499e-18 63.0246 -1083.99 36.37159671337726
30 TopDG0144 5.9761 -29.7118 2.098e-17 1.786e-17 8.592e-18 73.3011 -1083.89 36.37159671337726
