Time,NormalisedFlux
0.0,1.0628498012771355
1.0,1.0715048146874124
2.0,1.052870476174159
3.0,1.0513974569371745
4.0,1.0315717831482454
5.0,1.0554026448731675
6.0,0.9950950866381908
7.0,0.9697648101406877
8.0,0.9690321012838146
9.0,0.9600854057321847
10.0,0.9552722031748493
11.0,0.9541529610666357
12.0,0.9687159866680767
13.0,0.914691445526356
14.0,0.9080709227039413
15.0,0.9160335586245282
16.0,0.9785415297417621
17.0,1.048759742210827
18.0,1.0756819496602317
19.0,1.0894325364941326
20.0,1.0160546301809716
21.0,1.0455457388960145
22.0,1.0476482153254083
23.0,1.02478460751627
24.0,1.0074739144102383
25.0,0.998095642586883
26.0,1.0051665866927117
27.0,0.9879815792642724
28.0,0.9678941107885671
29.0,0.9836130069813762
30.0,0.9074201452001338
31.0,0.9271152463680998
32.0,0.8947259853106306
33.0,0.9261361639439298
34.0,0.9774901647472071
35.0,1.073862899707779
36.0,1.0995616650198083
37.0,1.0900765993741892
38.0,1.0431083828654837
39.0,1.044843007148069
40.0,1.0641142999283637
41.0,1.0350282499175887
42.0,1.0116664298971287
43.0,0.9908038228810986
44.0,1.0226963985164994
45.0,0.9887771679925512
46.0,0.9472236435993321
47.0,0.9672766994036579
48.0,0.9577317636752622
49.0,0.9448838669345356
50.0,0.9251383602049884
51.0,0.9115758918684131
52.0,0.9839797222316163
53.0,1.0421602571197508
54.0,1.0927166445747767
55.0,1.0777974712939185
56.0,1.0550259717371566
57.0,1.046026798618742
58.0,1.048913279180682
59.0,1.0702969526206165
60.0,0.9973777786596797
61.0,1.005553519295133
62.0,0.9957259004449046
63.0,0.9284261968013399
64.0,0.9425064194624702
65.0,0.9569810384345712
66.0,0.9687930708193974
67.0,0.9623296331849731
68.0,0.8891063487961635
69.0,0.9112104826749942
70.0,0.9462702734298022
71.0,1.0092685278801028
72.0,1.1129446248842993
73.0,1.0804936622246668
74.0,1.035059278090266
75.0,1.0337636419984593
76.0,1.031814888436714
77.0,1.0376364483620981
78.0,0.9802446210841516
79.0,0.9978747435346121
80.0,1.0126898080025943
81.0,1.0099899598909323
82.0,0.9838690307535592
83.0,0.9699364002840601
84.0,0.9707506502278631
85.0,0.953873930739454
86.0,0.9095311349251255
87.0,0.8865070980961505
88.0,0.9753248072816604
89.0,1.0119636404447163
90.0,1.098773637617865
91.0,1.0834568346459992
92.0,1.0468368662949437
93.0,1.0378973728872185
94.0,1.0275846739147159
95.0,1.0313099992439643
96.0,1.0150857871152719
97.0,1.002976230453404
98.0,1.0093817647198549
99.0,0.998521091641546
100.0,0.9459004739251067
101.0,0.967435522871337
102.0,0.9508761061473259
103.0,0.9493456525269532
104.0,0.934779974462554
105.0,0.8936222229563092
106.0,0.9485717510348958
107.0,1.011613615358177
108.0,1.0718335872019793
109.0,1.0977681695052424
110.0,1.0343443579005394
111.0,1.0613568607320174
112.0,1.0405917331603902
113.0,1.0446687752096002
114.0,0.9954491826365223
115.0,0.9932501708105957
116.0,0.9877689766338469
117.0,1.0003604046275512
118.0,0.9727438603821577
119.0,0.9685160921683554
120.0,0.9770134084067025
