Time,NormalisedFlux
0.0,1.054786302562003
1.0,1.0301731058893193
2.0,0.9961444323801834
3.0,1.0073076253886504
4.0,0.9867296244347044
5.0,1.010948496763045
6.0,0.9872547320583606
7.0,0.9548904366076171
8.0,0.9378519669909415
9.0,0.9490187030618062
10.0,0.9541662170868327
11.0,0.9164967551015678
12.0,0.8873881534057079
13.0,0.9324022604772072
14.0,0.9834314209783389
15.0,1.0540489520675917
16.0,1.0959122091105618
17.0,1.0857103352602768
18.0,1.0852499794704802
19.0,1.0387826812949992
20.0,1.025913583501374
21.0,1.057784204264185
22.0,1.0248865826405205
23.0,0.9839966862349455
24.0,1.0194606201480219
25.0,0.9939897663850349
26.0,0.9845627019305179
27.0,0.9764509404329254
28.0,0.9719152445327967
29.0,0.9482961229477649
30.0,0.9317492507010021
31.0,0.9544845219641077
32.0,0.9062074587519124
33.0,0.89311298384527
34.0,0.9623920633899168
35.0,1.0123359394859137
36.0,1.0893814505999802
37.0,1.1099297951226834
38.0,1.0787551902751547
39.0,1.039884454473166
40.0,1.0770262270610476
41.0,1.0609771892462754
42.0,1.024108257642475
43.0,1.0199089579226597
44.0,1.0048990149099795
45.0,0.9922565039105238
46.0,0.9815670296994721
47.0,0.9601644737962601
48.0,0.9357437564611709
49.0,0.9599241730312471
50.0,0.9861274986430425
51.0,0.9552905963830262
52.0,0.8969975198703913
53.0,0.927244732965176
54.0,0.9281927323428338
55.0,1.0228451702047832
56.0,1.0832948952858703
57.0,1.105078865910764
58.0,1.0825832740772054
59.0,1.0377571908119305
60.0,1.05442130430781
61.0,1.0358104193175444
62.0,1.036717432436028
63.0,1.0312111383486382
64.0,0.9902502279101024
65.0,1.018915991882011
66.0,0.9879343977705013
67.0,0.997464909911214
68.0,0.9656695182235652
69.0,0.9323874829898805
70.0,0.9919583914343617
71.0,0.9699720275565638
72.0,0.9398887394180022
73.0,0.9431398397619485
74.0,0.9338015839545821
75.0,1.0204159761275866
76.0,1.0611126126783261
77.0,1.10030718133999
78.0,1.0576569470413115
79.0,1.0575525676275004
80.0,1.055514541262425
81.0,1.045889254065126
82.0,1.0293451638973425
83.0,1.017582085349091
84.0,1.022981412419046
85.0,0.9997511290567703
86.0,1.0155863722837792
87.0,0.9908264978210695
88.0,0.9575731215425761
89.0,0.9674084884732933
90.0,0.9449558974253753
91.0,0.9393190244654264
92.0,0.9221888494428598
93.0,0.9097872993387112
94.0,0.8871296041205287
95.0,0.9518448318536198
96.0,0.9876847382814641
97.0,1.0810277296002604
98.0,1.0961359243749382
99.0,1.0696230719734139
100.0,1.063792432667108
101.0,1.0344548425270623
102.0,1.0216720952348894
103.0,1.0535962384530788
104.0,1.0128264643059341
105.0,0.975397246488341
106.0,0.9972229500472837
107.0,0.9989325232492106
108.0,0.9675555901702189
109.0,0.9742950881071301
110.0,0.9575422875441977
111.0,0.9293914352084834
112.0,0.9389010557958237
113.0,0.9126006251967311
114.0,0.926305141028238
115.0,0.9500389581864673
116.0,1.0113702259174027
117.0,1.0640975147631864
118.0,1.1105442357407018
119.0,1.0955341829660106
120.0,1.0610524240684431
