Name Equat Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
RightS070948 261.8705 49.6105 2.966e-19 2.929e-19 2.154e-19 0.001 -90.99 0
RightS070951 261.8603 49.3393 1.549e-19 1.621e-19 1.306e-19 0.0 -91.28 0
RightS070955 261.8192 49.2675 2.931e-18 7.511e-18 3.887e-17 -0.0 -90.98 0
RightS070956 261.6374 49.5482 1.021e-18 9.304e-19 5.554e-19 0.0 -90.78 0
RightS070957 261.7029 49.3708 3.173e-18 4.941e-18 9.045e-18 -0.0 -91.63 0
RightS070958 261.6919 49.4847 9.857000000000001e-20 1.127e-19 1.044e-19 0.001 -91.43 0
RightS070961 261.9526 49.489 1.4e-19 1.472e-19 1.184e-19 -0.001 -91.27 0
RightS070964 261.8448 49.3578 2.6e-20 3.299e-20 3.872e-20 0.0 -91.35 0
RightS070966 261.7126 49.468 5.146e-19 4.912e-19 3.299e-19 -0.0 -90.81 0
RightS070976 261.9219 49.3347 2.194e-18 1.955e-18 1.109e-18 -0.0 -91.39 0
RightS070978 261.5415 49.4589 3.458e-19 5.683e-19 1.168e-18 0.001 -91.3 0
RightS070979 262.1264 49.2566 3.386e-15 1.308e-14 1.558e-13 -0.001 -91.28 0
RightS070988 261.8392 49.5712 5.883e-14 5.245e-14 2.905e-14 0.0 -90.54 1
RightS070989 261.6916 49.3608 4.8390000000000007e-20 5.686e-20 5.752e-20 -0.0 -91.4 0
RightS070991 261.6747 49.3976 1.153e-20 1.521e-20 2.026e-20 0.0 -91.26 0
RightS070992 261.839 49.2998 5.619e-19 9.786e-19 2.257e-18 0.001 -90.56 0
RightS070998 261.7303 49.5331 2.96e-20 3.582e-20 3.821e-20 -0.0 -91.74 0
RightS071003 261.8933 49.1926 1.169e-19 1.231e-19 9.874e-20 -0.001 -91.63 0
RightS071005 261.7361 49.4012 6.526e-19 6.341e-19 4.38e-19 -0.001 -90.35 0
RightS071006 261.8287 49.0882 1.06e-19 1.105e-19 9.006000000000001e-20 0.0 -91.27 0
RightS071007 261.6724 49.3008 1.468e-19 1.476e-19 1.046e-19 -0.0 -91.21 0
RightS071008 261.7425 49.4599 1.072e-19 1.212e-19 1.115e-19 -0.0 -91.05 0
RightS071013 261.9174 49.5313 3.6390000000000006e-20 4.4400000000000005e-20 4.912e-20 0.0 -90.38 0
RightS071016 261.7734 49.2581 6.975e-20 7.914000000000001e-20 7.462000000000001e-20 -0.001 -91.64 0
RightS071017 261.686 49.2677 4.797e-20 5.817e-20 6.086e-20 -0.001 -91.67 0
RightS071028 261.6111 49.5946 3.283e-20 3.9160000000000005e-20 4.125e-20 0.0 -91.38 0
RightS071030 261.8546 49.4909 3.305e-20 3.876e-20 3.813e-20 -0.0 -90.43 0
RightS071031 261.8363 49.4863 9.646e-20 1.064e-19 9.429000000000001e-20 -0.001 -91.42 0
RightS071036 261.7537 49.6058 1.226e-19 1.345e-19 1.158e-19 -0.001 -90.93 0
RightS071037 261.8052 49.5573 2.588e-20 3.175e-20 3.459e-20 0.0 -91.28 0
RightS071044 261.8222 49.3885 9.483e-19 1.846e-18 5.287e-18 -0.001 -91.32 0
RightS071049 261.9049 49.1468 9.258e-19 1.698e-18 4.337e-18 0.0 -91.48 0
RightS071051 261.9249 49.5272 8.017000000000001e-20 9.166e-20 8.722e-20 0.001 -90.83 0
RightS071053 262.1872 49.2636 1.132e-18 1.995e-18 4.689e-18 0.001 -90.52 0
RightS071056 261.7125 49.3515 8.664000000000002e-20 9.781e-20 9.078000000000001e-20 -0.0 -90.52 0
RightS071057 261.8712 49.5028 3.236e-20 4.084e-20 4.67e-20 -0.001 -91.09 0
RightS071058 261.7551 49.4649 7.403e-19 6.818e-19 4.208e-19 0.0 -90.88 0
RightS071063 261.5791 49.2603 9.004e-19 8.542e-19 5.306e-19 0.0 -91.54 0
RightS071069 261.7254 49.2693 2.661e-18 4.464e-18 9.422e-18 0.001 -90.44 0
RightS071072 261.6468 49.4922 1.5020000000000003e-20 1.907e-20 2.2610000000000003e-20 -0.0 -91.7 0
RightS071074 262.0215 49.4086 4.278e-19 4.208e-19 2.885e-19 -0.0 -90.68 0
RightS071076 261.7875 49.398 1.179e-20 1.5680000000000002e-20 2.1230000000000003e-20 -0.0 -91.28 0
RightS071077 261.5918 49.4337 3.906e-20 4.635e-20 4.5920000000000005e-20 0.0 -91.49 0
RightS071081 261.8463 49.6061 1.7920000000000003e-20 2.381e-20 3.0960000000000003e-20 -0.0 -91.23 0
RightS071087 261.9044 49.6139 2.019e-18 4.822e-18 2.117e-17 -0.0 -90.42 0
RightS071088 261.8213 49.1117 1.396e-18 2.913e-18 9.637e-18 -0.0 -90.49 0
RightS071114 261.7248 49.1559 3.842e-20 4.651e-20 4.856e-20 -0.0 -91.46 0
RightS071117 261.9188 49.5376 4.759e-20 5.415e-20 5.1990000000000006e-20 0.0 -90.82 0
