Name X Y BlueF GreenF RedF Parallax RadialVelocity Variable?
RightS099260 -14.9167 -13.3113 2.717e-19 4.11e-19 6.859e-19 0.0 3.25 0
RightS099261 -15.6858 -14.1169 8.025e-19 1.175e-18 1.892e-18 0.0 4.2 0
RightS099263 -15.572 -13.0137 9.847e-19 1.355e-18 1.956e-18 -0.001 3.77 0
RightS099265 -15.4313 -13.0828 5.624000000000001e-20 9.667e-20 2.116e-19 -0.0 3.87 0
RightS099267 -15.4338 -13.0995 8.175e-20 1.425e-19 3.29e-19 -0.0 4.32 0
RightS099271 -15.9636 -13.5778 8.698000000000001e-20 1.544e-19 3.694e-19 0.001 3.89 0
RightS099272 -15.3242 -12.8528 2.768e-20 5.424e-20 1.591e-19 0.0 2.09 0
RightS099273 -15.4129 -13.0765 1.564e-18 2.101e-18 2.815e-18 0.0 3.98 0
RightS099274 -15.2588 -12.9964 2.445e-17 2.565e-17 2.004e-17 0.001 3.12 0
RightS099275 -15.2229 -12.8084 1.216e-20 2.311e-20 6.192000000000001e-20 -0.0 2.16 0
RightS099279 -15.4771 -12.6634 2.114e-19 3.322e-19 5.892e-19 0.0 2.98 0
RightS099280 -15.2897 -12.7141 1.959e-19 3.417e-19 7.819e-19 -0.0 2.15 0
RightS099283 -15.316 -12.9083 2.018e-19 3.106e-19 5.676e-19 0.001 2.93 0
RightS099286 -13.9018 -10.559 1.21e-16 2.996e-16 1.399e-15 -0.0 2.41 0
RightS099289 -16.2565 -15.5041 2.408e-19 3.975e-19 7.96e-19 0.0 3.9 0
RightS099291 -15.3263 -12.8831 2.6200000000000003e-20 5.312e-20 1.679e-19 0.0 2.03 0
RightS099294 -15.5693 -13.2174 2.458e-18 2.99e-18 3.272e-18 -0.001 4.26 0
RightS099295 -15.4222 -12.9288 9.236e-17 8.515e-17 5.204e-17 -0.001 2.12 0
RightS099297 -15.2068 -13.4464 3.28e-19 5.082e-19 9.046e-19 0.0 3.43 0
RightS099298 -15.3894 -12.9199 4.921e-18 5.813e-18 6.021e-18 0.001 2.93 0
RightS099299 -15.3248 -12.7272 5.816e-16 4.905e-16 2.413e-16 0.001 2.55 0
RightS099300 -15.2899 -12.7084 4.442e-16 6.944e-16 1.242e-15 0.001 2.27 0
RightS099301 -15.3929 -12.9543 3.159e-18 4.113e-18 5.158e-18 0.001 2.99 0
RightS099302 -15.2942 -12.7571 6.834e-19 1.023e-18 1.725e-18 0.0 2.11 0
RightS099307 -15.7715 -13.5705 7.152e-19 1.028e-18 1.508e-18 0.001 4.43 0
RightS099309 -15.3664 -12.9721 2.573e-20 5.056e-20 1.486e-19 0.001 4.66 0
RightS099310 -15.712 -12.9789 4.454e-19 6.609e-19 1.081e-18 -0.0 3.32 0
RightS099311 -15.4051 -13.0701 1.522e-17 1.78e-17 1.757e-17 0.001 4.29 0
RightS099312 -15.3678 -12.9297 1.82e-19 2.836e-19 5.065e-19 0.001 2.32 0
RightS099313 -15.8907 -13.7346 9.128e-17 8.465e-17 5.359e-17 0.001 4.33 0
RightS099314 -15.4823 -12.9384 2.134e-19 3.525e-19 7.084e-19 -0.0 3.22 0
RightS099316 -15.3362 -12.9817 6.727e-19 9.821e-19 1.507e-18 0.0 3.22 0
RightS099319 -15.2837 -12.5035 7.51e-20 1.265e-19 2.752e-19 0.001 2.3 0
RightS099320 -15.3112 -13.0959 3.92e-20 7.200000000000001e-20 1.828e-19 0.0 3.45 0
RightS099323 -15.4824 -13.0909 4.479e-19 7.135e-19 1.292e-18 0.0 3.72 0
RightS099324 -15.4224 -12.8398 1.262e-17 1.406e-17 1.259e-17 -0.0 2.69 0
RightS099325 -15.5094 -13.1525 2.368e-16 3.741e-16 6.766e-16 0.001 4.08 0
RightS099326 -15.6715 -12.6414 6.546e-12 4.64e-12 1.621e-12 -0.0 1.9 0
RightS099327 -15.2552 -13.0203 6.142e-18 6.898e-18 6.638e-18 0.0 3.2 0
RightS099328 -15.2754 -12.7491 2.571e-20 4.873e-20 1.315e-19 -0.0 2.16 0
RightS099330 -15.3355 -12.6581 4.503e-18 5.412e-18 5.839e-18 0.001 2.08 0
RightS099333 -15.3956 -12.9449 1.188e-18 1.666e-18 2.439e-18 -0.0 2.6 0
