Name Equat Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
RightS048990 252.0577 69.9447 1.175e-18 1.225e-18 9.39e-19 0.0 -80.48 0
RightS048991 252.0935 70.293 2.805e-19 3.224e-19 3.077e-19 0.001 -80.03 0
RightS048994 252.2596 70.4165 7.768e-18 1.508e-17 4.273e-17 -0.0 -79.97 0
RightS048995 252.4864 70.598 1.526e-20 2.194e-20 3.38e-20 -0.001 -80.22 0
RightS048997 252.4873 69.592 1.131e-18 1.228e-18 1.041e-18 -0.0 -80.16 0
RightS048998 252.9869 70.788 6.914e-20 8.446e-20 9.25e-20 0.0 -80.72 0
RightS049004 252.4186 70.5461 4.94e-14 3.369e-14 1.104e-14 -0.001 -79.82 0
RightS049005 251.8947 70.4583 7.936e-19 8.162e-19 6.45e-19 -0.0 -79.7 0
RightS049016 252.4033 70.8115 1.96e-19 2.384e-19 2.457e-19 0.0 -79.61 0
RightS049022 252.6756 69.8406 5.608e-18 8.356e-18 1.373e-17 0.0 -80.5 0
RightS049025 252.0987 69.5469 2.09e-17 3.74e-17 8.934e-17 -0.0 -79.76 0
RightS049026 252.4165 70.2277 6.705e-19 7.047e-19 5.668e-19 0.0 -80.65 0
RightS049027 252.5228 70.5382 2.541e-13 1.926e-13 8.423e-14 -0.0 -80.88 1
RightS049028 252.6537 70.3988 7.609e-20 1.043e-19 1.475e-19 0.0 -80.32 0
RightS049038 252.8937 70.7492 3.268e-19 3.498e-19 3.043e-19 0.001 -79.99 0
RightS049045 252.733 70.3818 1.262e-17 2.422e-17 6.64e-17 0.0 -80.86 0
RightS049047 252.4296 70.6651 3.782e-20 5.242e-20 7.539000000000002e-20 0.0 -80.88 0
RightS049048 252.3752 70.7526 2.408e-18 2.207e-18 1.409e-18 0.0 -80.76 0
RightS049052 252.3189 71.0819 3e-13 2.213e-13 8.478e-14 -0.0 -80.87 0
RightS049053 252.0 69.6307 2.81e-20 3.686e-20 4.535e-20 0.0 -80.23 0
RightS049054 252.0023 70.7346 3.614e-20 4.92e-20 6.772000000000001e-20 -0.0 -80.11 0
RightS049057 251.928 70.5918 8.941e-18 2.037e-17 8.327e-17 0.0 -79.79 0
RightS049059 251.9132 70.0561 1.731e-13 1.229e-13 4.472e-14 -0.0 -80.83 0
RightS049060 252.605 69.7238 1.388e-18 1.34e-18 9.03e-19 0.001 -80.64 0
RightS049061 253.0106 70.2706 9.284e-19 9.845e-19 7.642e-19 0.0 -80.8 0
RightS049066 252.3034 69.8628 5.857e-19 6.158e-19 4.892e-19 -0.0 -80.33 0
RightS049068 251.8714 70.2064 1.2840000000000002e-20 1.842e-20 2.9230000000000004e-20 0.001 -80.53 0
RightS049074 251.7618 70.0194 9.156e-14 6.097e-14 2.024e-14 0.001 -80.29 0
