Name X Y BlueF GreenF RedF Parallax RadialVelocity Variable?
BottomS063378 8.3897 -36.4552 8.811e-17 6.677e-17 2.745e-17 0.001 -97.39 1
BottomS063381 8.1423 -36.1685 4.736e-18 4.173e-18 2.319e-18 0.001 -97.57 0
BottomS063382 8.3766 -36.4851 5.598000000000001e-20 7.647000000000001e-20 1.054e-19 -0.0 -97.58 0
BottomS063383 8.3778 -36.4945 1.342e-19 1.564e-19 1.526e-19 0.0 -97.51 0
BottomS063384 8.1522 -36.1548 7.036e-18 1.272e-17 3.172e-17 -0.001 -97.61 0
BottomS063385 8.1515 -36.1307 9.121e-14 6.679e-14 2.655e-14 -0.0 -97.38 0
BottomS063387 8.1698 -36.105 2.499e-17 2.121e-17 1.105e-17 -0.001 -97.3 0
BottomS063388 8.1758 -36.1559 1.085e-16 8.049e-17 3.281e-17 -0.0 -97.41 0
BottomS063389 8.343 -36.5077 1.876e-17 1.499e-17 6.859e-18 0.0 -97.64 0
BottomS063390 8.1752 -36.1189 9.39e-17 7.188e-17 3.09e-17 -0.001 -97.33 1
BottomS063392 8.3306 -36.5313 2.863e-18 4.42e-18 8.032e-18 0.002 -97.82 0
BottomS063393 8.3217 -36.5408 7.755e-17 5.543e-17 2.021e-17 0.0 -97.82 0
BottomS063394 8.214 -36.0759 2.427e-13 1.776e-13 6.846e-14 0.0 -97.16 0
BottomS063397 8.2303 -36.1086 6.514e-18 1.61e-17 7.63e-17 0.001 -97.12 0
BottomS063398 8.2356 -36.0452 6.802e-18 5.958e-18 3.294e-18 -0.0 -97.12 0
BottomS063399 8.2745 -36.5484 5.812e-19 5.902e-19 4.394e-19 0.0 -97.99 0
BottomS063400 8.2549 -36.0297 1.346e-18 2.93e-18 1.067e-17 0.001 -97.04 0
BottomS063401 8.2574 -36.5773 5.616e-18 5.045e-18 2.976e-18 0.0 -98.03 0
BottomS063402 8.25 -36.5589 7.571e-19 7.624e-19 5.752e-19 -0.0 -98.12 0
BottomS063403 8.2426 -36.5856 1.961e-16 1.469e-16 5.933e-17 -0.0 -98.12 0
BottomS063406 8.3049 -36.0156 9.7e-18 1.911e-17 5.592e-17 -0.0 -96.86 0
BottomS063407 8.206 -36.5786 1.898e-18 1.881e-18 1.355e-18 -0.0 -98.32 0
BottomS063408 8.3262 -36.0615 2.248e-18 3.684e-18 7.379e-18 0.001 -96.76 0
BottomS063410 8.3392 -36.0846 3.523e-17 2.808e-17 1.322e-17 -0.001 -96.62 0
BottomS063412 8.1784 -36.5841 1.542e-17 1.26e-17 6.094e-18 0.0 -98.28 0
BottomS063413 8.3595 -36.015 1.753e-16 1.262e-16 4.794e-17 0.001 -96.71 0
BottomS063414 8.364 -36.0528 2.6160000000000004e-20 3.512e-20 4.5650000000000005e-20 -0.001 -96.65 0
BottomS063416 8.383 -36.0499 9.389e-18 7.888e-18 4.19e-18 -0.001 -96.67 0
BottomS063417 8.129 -36.5974 1.468e-16 1.058e-16 4.108e-17 -0.0 -98.47 0
BottomS063420 8.1015 -36.5707 3.188e-17 2.316e-17 8.855e-18 -0.0 -98.52 0
BottomS063421 8.4304 -36.0716 7.766000000000001e-20 8.952000000000001e-20 8.28e-20 0.001 -96.5 0
BottomS063422 8.1075 -36.5375 2.724e-18 4.115e-18 6.974e-18 0.001 -98.49 0
BottomS063423 8.0844 -36.5541 3.318e-18 3.213e-18 2.185e-18 -0.0 -98.52 0
BottomS063424 8.0833 -36.5359 1.597e-19 1.919e-19 1.938e-19 0.0 -98.49 0
BottomS063426 8.0436 -36.5395 2.213e-17 1.829e-17 9.19e-18 0.001 -98.53 0
BottomS063427 8.0962 -36.5162 2.415e-18 2.185e-18 1.245e-18 0.0 -98.48 0
BottomS063428 8.0303 -36.5311 2.677e-18 2.545e-18 1.628e-18 -0.0 -98.48 0
BottomS063429 8.0356 -36.5086 2.285e-16 1.667e-16 6.508e-17 -0.0 -98.51 0
