Name X Y BlueF GreenF RedF Parallax RadialVelocity Variable?
RightS053469 -18.2048 16.3383 3.094e-17 2.589e-17 1.341e-17 0.0 -79.82 0
RightS053470 -18.1948 16.3235 3.72e-17 3.027e-17 1.452e-17 0.0 -79.74 0
RightS053471 -18.1975 16.315 7.699e-14 5.187e-14 1.715e-14 0.0 -79.7 0
RightS053472 -18.7029 16.2472 1.398e-16 1.024e-16 4.045e-17 0.001 -80.02 0
RightS053473 -18.5333 16.4348 4.068e-19 4.401e-19 3.807e-19 -0.0 -79.57 0
RightS053474 -18.3604 16.1144 3.159e-18 6.423e-18 2.012e-17 0.0 -80.35 0
RightS053475 -18.533 16.4498 1.527e-18 1.534e-18 1.064e-18 0.0 -79.39 0
RightS053476 -18.3586 16.104 3.811e-19 4.112e-19 3.503e-19 0.0 -80.36 0
RightS053477 -18.5208 16.4292 4.044e-18 8.154e-18 2.386e-17 -0.0 -79.52 0
RightS053478 -18.361 16.0942 9.202e-18 1.866e-17 5.978e-17 0.0 -80.37 0
RightS053480 -18.5307 16.4701 3.488e-17 2.743e-17 1.283e-17 -0.0 -79.46 0
RightS053481 -18.508 16.4472 9.172e-18 8.256e-18 4.701e-18 0.0 -79.44 0
RightS053482 -18.5125 16.4514 5.882e-17 4.55e-17 1.928e-17 -0.0 -79.42 1
RightS053483 -18.5114 16.4501 2.79e-13 2.169e-13 9.639e-14 0.0 -79.47 1
RightS053484 -18.3854 16.1059 1.373e-17 1.154e-17 5.791e-18 0.001 -80.43 0
RightS053485 -18.5187 16.4586 1.434e-17 1.22e-17 6.378e-18 0.0 -79.54 0
RightS053486 -18.5003 16.455 5.892e-19 6.54e-19 5.885e-19 -0.0 -79.48 0
RightS053487 -18.4929 16.4351 3.635e-16 2.64e-16 1.027e-16 0.0 -79.37 0
RightS053488 -18.4913 16.4537 7.137e-17 5.396e-17 2.167e-17 0.001 -79.43 0
RightS053489 -18.3857 16.0793 7.779e-19 7.974e-19 5.961e-19 -0.0 -80.34 0
RightS053490 -18.5086 16.4595 2.099e-17 1.755e-17 8.88e-18 0.0 -79.41 0
RightS053491 -18.4896 16.4745 4.136e-18 6.431e-18 1.176e-17 -0.0 -79.43 0
RightS053492 -18.4166 16.0927 4.309e-17 3.448e-17 1.528e-17 0.0 -80.53 1
RightS053493 -18.4788 16.4718 9.943e-20 1.29e-19 1.572e-19 0.0 -79.43 0
RightS053494 -18.4025 16.0752 2.83e-18 2.689e-18 1.82e-18 -0.0 -80.42 0
RightS053495 -18.4001 16.0648 3.405e-18 3.162e-18 2.014e-18 0.0 -80.39 0
RightS053496 -18.4802 16.4647 1.743e-13 1.202e-13 4.172e-14 -0.001 -79.4 0
RightS053497 -18.4243 16.0655 1.419e-17 1.206e-17 6.197e-18 -0.001 -80.39 0
RightS053498 -18.4077 16.0594 2.836e-18 5.105e-18 1.237e-17 0.0 -80.44 0
RightS053501 -18.4231 16.0554 3.427e-18 3.454e-18 2.476e-18 0.001 -80.55 0
RightS053502 -18.441 16.055 2.74e-19 3.144e-19 3.076e-19 -0.0 -80.43 0
RightS053504 -18.4318 16.4789 3.297e-19 3.693e-19 3.489e-19 -0.0 -79.41 0
RightS053506 -18.4297 16.0639 1.332e-16 1.003e-16 4.121e-17 0.0 -80.41 1
RightS053509 -18.4411 16.477 3.007e-19 3.37e-19 3.023e-19 -0.0 -79.41 0
RightS053510 -18.4833 16.0651 4.955e-18 4.749e-18 3.067e-18 -0.0 -80.48 0
RightS053511 -18.3918 16.4825 1.706e-16 1.265e-16 4.998e-17 -0.0 -79.45 0
RightS053512 -18.4796 16.0668 6.02e-19 6.159e-19 4.585e-19 -0.0 -80.45 0
RightS053513 -18.4871 16.0512 8.727e-20 1.091e-19 1.241e-19 0.001 -80.44 0
RightS053514 -18.391 16.496 5.998000000000001e-20 7.232e-20 7.812e-20 0.0 -79.44 0
RightS053515 -18.3899 16.4679 3.457e-17 2.775e-17 1.283e-17 0.0 -79.5 0
RightS053517 -18.4999 16.0682 4.023e-18 3.63e-18 2.122e-18 -0.0 -80.37 0
RightS053518 -18.3852 16.4701 2.597e-19 3.081e-19 3.169e-19 -0.0 -79.46 0
RightS053519 -18.5082 16.0657 5.635e-16 4.101e-16 1.564e-16 -0.001 -80.28 0
RightS053521 -18.3685 16.4648 1.643e-17 1.428e-17 8.01e-18 0.0 -79.55 0
RightS053522 -18.5601 16.0636 5.106e-18 4.506e-18 2.523e-18 -0.001 -80.42 0
RightS053523 -18.5278 16.0678 3.158e-17 5.242e-17 1.099e-16 0.001 -80.4 0
RightS053524 -18.5522 16.066 3.275e-17 2.686e-17 1.302e-17 -0.0 -80.34 0
RightS053527 -18.3627 16.4222 8.161e-18 7.244e-18 3.987e-18 0.001 -79.45 0
RightS053528 -18.3481 16.4394 2.258e-16 1.616e-16 6.139e-17 -0.0 -79.38 0
RightS053530 -18.5693 16.091 2.483e-18 2.346e-18 1.449e-18 0.0 -80.42 0
RightS053532 -18.2781 16.4622 4.614e-18 9.83e-18 3.418e-17 0.0 -79.6 0
RightS053533 -18.2876 16.4413 2.329e-17 1.991e-17 1.023e-17 -0.001 -79.55 0
RightS053534 -18.6218 16.0898 1.714e-16 1.262e-16 4.731e-17 0.0 -80.34 0
RightS053535 -18.5713 16.1348 7.865e-18 7.201e-18 4.413e-18 0.001 -80.25 0
RightS053536 -18.5991 16.1263 4.976e-18 4.546e-18 2.683e-18 0.0 -80.29 0
RightS053537 -18.6306 16.1147 8.761e-18 7.391e-18 3.665e-18 0.001 -80.21 0
RightS053538 -18.6038 16.1383 8.458e-19 8.719e-19 6.604e-19 0.0 -80.23 0
RightS053539 -18.2731 16.4001 7.415e-19 7.64e-19 5.705e-19 -0.0 -79.62 0
RightS053540 -18.6235 16.1444 4.607e-18 4.163e-18 2.531e-18 -0.001 -80.38 0
RightS053541 -18.2152 16.4223 1.645e-17 2.942e-17 6.829e-17 -0.001 -79.63 0
RightS053542 -18.2379 16.4065 1.515e-18 1.567e-18 1.177e-18 -0.0 -79.6 0
RightS053543 -18.6765 16.144 1.045e-17 9.482e-18 5.59e-18 0.0 -80.24 0
RightS053545 -18.2384 16.3598 2.459e-18 2.488e-18 1.764e-18 -0.0 -79.68 0
RightS053546 -18.2551 16.3526 8.444e-19 8.623e-19 6.303e-19 0.001 -79.69 0
RightS053549 -18.2275 16.3317 6.398e-19 6.755e-19 5.49e-19 -0.0 -79.77 0
RightS053551 -18.7033 16.2084 9.466e-19 9.683e-19 7.583e-19 0.0 -79.97 0
RightS053552 -18.6754 16.2395 4.904e-18 1.023e-17 3.391e-17 -0.0 -80.07 0
RightS053553 -18.2232 16.2737 7.011e-18 1.285e-17 3.19e-17 0.0 -79.76 0
RightS053554 -18.68 16.2427 1.691e-17 1.359e-17 6.552e-18 0.0 -80.02 0
RightS053556 -18.1988 16.2585 2.539e-17 2.085e-17 1.012e-17 -0.001 -79.92 0
RightS053557 -18.6988 16.262 3.906e-14 2.636e-14 8.536e-15 0.0 -79.93 0
RightS053558 -18.1997 16.2667 5.905e-18 5.064e-18 2.691e-18 0.0 -79.85 0
RightS053559 -18.1485 16.258 1.688e-19 2.097e-19 2.35e-19 -0.0 -79.91 0
RightS053560 -14.6114 12.5557 2.5990000000000003e-20 3.6870000000000006e-20 5.2900000000000005e-20 0.0 -75.71 0
RightS053566 -14.5328 12.5575 1.42e-18 2.349e-18 4.757e-18 -0.001 -75.25 0
RightS053567 -14.6024 12.5391 1.759e-19 2.128e-19 2.354e-19 -0.0 -75.32 0
RightS053570 -14.6531 12.5112 5.456000000000001e-20 7.091000000000001e-20 8.664000000000002e-20 0.001 -76.34 0
RightS053571 -14.6059 12.6074 4.3440000000000005e-20 5.913e-20 8.179e-20 -0.001 -76.0 0
RightS053574 -14.6277 12.5353 1.4540000000000002e-20 2.101e-20 3.235e-20 0.0 -76.16 0
RightS053575 -14.6666 12.5348 1.355e-19 1.626e-19 1.682e-19 0.0 -76.83 0
RightS053578 -14.5432 12.5297 9.026e-18 7.768e-18 4.079e-18 0.0 -75.08 0
RightS053580 -14.7145 12.4511 1.714e-20 2.455e-20 3.728e-20 -0.0 -76.3 0
RightS053581 -14.6265 12.5282 2.184e-18 1.99e-18 1.217e-18 0.0 -75.25 0
RightS053583 -14.5377 12.5174 1.598e-17 3.79e-17 1.63e-16 0.001 -75.06 0
RightS053584 -14.5205 12.5711 1.983e-13 1.925e-13 1.338e-13 0.0 -75.45 1
RightS053585 -14.6109 12.5413 1.043e-19 1.253e-19 1.322e-19 -0.001 -75.46 0
RightS053592 -14.6124 12.5391 1.324e-18 1.327e-18 9.489e-19 -0.0 -75.24 0
RightS053596 -14.6607 12.5258 1.072e-20 1.566e-20 2.45e-20 0.0 -76.72 0
RightS053600 -14.5678 12.5476 1.142e-20 1.783e-20 3.2120000000000005e-20 0.001 -75.3 0
RightS053602 -14.5436 12.5034 7.420000000000001e-20 9.17e-20 1.03e-19 -0.001 -75.08 0
RightS053605 -14.6094 12.5635 2.7300000000000004e-20 3.721e-20 4.9780000000000006e-20 0.001 -75.83 0
RightS053608 -14.5331 12.537 2.259e-13 1.614e-13 5.976e-14 -0.001 -75.12 0
RightS053614 -14.6284 12.5252 2.866e-17 4.591e-17 8.43e-17 -0.0 -75.93 0
RightS053615 -14.631 12.558 1.014e-18 1.066e-18 8.562e-19 0.0 -76.25 0
RightS053618 -14.7487 12.4898 3.191e-18 3.033e-18 1.947e-18 0.001 -76.6 0
RightS053622 -14.6426 12.5365 2.345e-19 2.621e-19 2.408e-19 0.0 -76.68 0
RightS053624 -14.6192 12.5491 3.8120000000000005e-20 5.3430000000000007e-20 7.974000000000002e-20 -0.0 -75.89 0
RightS053625 -14.5667 12.5885 8.717e-14 5.548e-14 1.667e-14 0.0 -75.62 0
RightS053627 -14.7144 12.521 1.155e-18 1.163e-18 8.545e-19 -0.001 -76.65 0
RightS053630 -14.578 12.5657 6.055e-18 1.336e-17 4.97e-17 -0.001 -75.58 0
RightS053632 -14.6083 12.4094 6.037e-14 4.025e-14 1.288e-14 -0.0 -75.74 0
RightS053636 -14.6307 12.5504 1.094e-17 9.358e-18 4.884e-18 -0.001 -76.36 0
RightS053640 -14.6195 12.5423 1.434e-17 2.494e-17 5.744e-17 -0.001 -75.25 0
RightS053644 -14.6331 12.4997 2.423e-19 3.053e-19 3.587e-19 0.0 -75.94 0
RightS053649 -14.6264 12.5283 1.441e-19 1.721e-19 1.804e-19 0.001 -75.23 0
RightS053653 -14.6252 12.5503 1.8060000000000003e-20 2.6580000000000003e-20 4.132e-20 0.0 -76.09 0
RightS053654 -14.5419 12.6589 1.748e-18 1.738e-18 1.254e-18 0.001 -75.88 0
RightS053659 -14.6246 12.4884 1.779e-19 2.033e-19 1.927e-19 0.001 -75.87 0
RightS053660 -14.6353 12.5284 5.0250000000000013e-20 6.939000000000001e-20 9.684000000000001e-20 0.0 -76.27 0
RightS053662 -14.4251 12.4473 4.742e-20 6.582e-20 9.149e-20 0.0 -75.05 0
RightS053664 -14.6405 12.4288 2.095e-13 1.557e-13 6.478e-14 0.0 -75.87 1
RightS053667 -14.5807 12.4878 1.109e-17 1.569e-17 2.303e-17 0.001 -75.25 0
RightS053668 -14.6852 12.524 4.683e-19 4.92e-19 3.954e-19 0.001 -76.67 0
RightS053669 -14.5852 12.5287 5.073e-18 7.621e-18 1.269e-17 0.0 -75.22 0
RightS053672 -14.6327 12.533 4.834e-18 4.301e-18 2.477e-18 -0.001 -76.3 0
RightS053673 -14.6141 12.3665 2.447e-18 2.485e-18 1.89e-18 0.0 -75.68 0
RightS053674 -14.6394 12.5305 4.255e-20 5.448e-20 6.599000000000001e-20 0.001 -76.71 0
RightS053675 -14.634 12.548 9.175e-19 9.51e-19 7.352e-19 -0.0 -76.53 0
RightS053676 -14.5685 12.6082 4.5170000000000005e-20 6.004e-20 7.673000000000001e-20 0.0 -75.76 0
RightS053678 -14.5046 12.4867 2.55e-19 2.843e-19 2.613e-19 0.0 -75.23 0
RightS053680 -14.7541 12.4977 2.28e-20 3.12e-20 4.431e-20 0.001 -76.65 0
RightS053683 -14.6879 12.5733 7.061e-20 9.144e-20 1.122e-19 0.0 -76.87 0
RightS053684 -14.6091 12.5164 4.631e-20 6.039e-20 7.373000000000001e-20 -0.0 -75.32 0
RightS053685 -14.6228 12.547 9.219e-19 9.42e-19 7.11e-19 0.0 -75.88 0
RightS053687 -14.5697 12.5659 2.5860000000000003e-20 3.6460000000000005e-20 5.21e-20 0.001 -75.39 0
RightS053688 -14.6067 12.5742 1.526e-18 1.592e-18 1.213e-18 -0.0 -75.91 0
RightS053691 -14.6706 12.5596 1.361e-18 1.419e-18 1.071e-18 -0.0 -76.82 0
RightS053692 -14.6332 12.5233 3.67e-19 4.179e-19 3.954e-19 0.0 -76.28 0
RightS053693 -14.6404 12.4779 1.996e-13 1.395e-13 4.987e-14 0.001 -75.96 0
RightS053695 -14.5666 12.5585 1.685e-13 1.173e-13 3.951e-14 -0.0 -75.39 0
RightS053697 -14.6914 12.7153 1.191e-18 1.189e-18 8.309e-19 0.0 -76.47 0
RightS053698 -14.6316 12.5663 1.829e-17 2.474e-17 3.337e-17 -0.001 -76.25 0
RightS053703 -14.6618 12.6164 1.119e-19 1.486e-19 2.003e-19 -0.0 -76.47 0
RightS053704 -14.5608 12.5031 5.835e-19 6.733e-19 6.379e-19 0.001 -75.04 0
RightS053705 -14.6145 12.6371 1.159e-19 1.458e-19 1.699e-19 -0.0 -76.07 0
RightS053706 -14.5473 12.4981 3.0740000000000005e-20 4.112e-20 5.541e-20 0.0 -75.19 0
RightS053708 -14.7034 12.6373 3.76e-19 4.121e-19 3.729e-19 -0.001 -76.55 0
RightS053714 -14.4796 12.4613 2.914e-17 2.339e-17 1.094e-17 0.0 -75.1 0
RightS053718 -14.6327 12.5352 8.067e-20 9.618e-20 1.014e-19 0.001 -77.07 0
RightS053723 -14.5072 12.5383 3.845e-18 6.527e-18 1.382e-17 0.001 -75.21 0
RightS053724 -14.6829 12.5071 1.814e-18 1.816e-18 1.357e-18 -0.0 -76.48 0
RightS053726 -14.5663 12.4287 3.016e-20 4.2670000000000006e-20 6.236e-20 0.001 -75.46 0
RightS053727 -14.5859 12.4978 2.081e-18 2.026e-18 1.421e-18 0.001 -75.23 0
RightS053730 -14.7972 12.6041 1.513e-18 1.487e-18 1.069e-18 0.0 -76.94 0
RightS053731 -14.7956 12.3157 4.771e-19 5.21e-19 4.463e-19 0.0 -76.19 0
RightS053733 -14.6299 12.5141 1.088e-19 1.422e-19 1.827e-19 -0.001 -75.83 0
RightS053735 -14.5828 12.4037 1.232e-17 2.504e-17 8.227e-17 -0.0 -75.55 0
RightS053738 -14.6278 12.5357 1.06e-20 1.628e-20 2.781e-20 0.0 -78.18 0
RightS053748 -14.6721 12.5665 1.618e-18 1.658e-18 1.252e-18 0.0 -76.86 0
RightS053757 -14.6116 12.5268 7.128e-18 1.267e-17 2.86e-17 -0.001 -75.24 0
RightS053758 -14.6553 12.5443 1.016e-13 1.026e-13 7.538e-14 0.0 -76.81 1
RightS053759 -14.6593 12.5424 6.014e-18 5.501e-18 3.237e-18 0.001 -76.86 0
RightS053762 -14.6188 12.5226 3.91e-19 4.448e-19 4.112e-19 0.0 -75.52 0
RightS053763 -14.6995 12.6413 2.781e-20 3.899e-20 5.485e-20 0.001 -76.55 0
RightS053775 -14.5851 12.5319 2.1130000000000003e-20 2.917e-20 3.926e-20 0.001 -75.16 0
RightS053777 -14.5734 12.4918 1.698e-17 2.518e-17 4.245e-17 0.001 -75.21 0
RightS053778 -14.7078 12.5645 4.589e-18 4.322e-18 2.688e-18 -0.0 -76.88 0
