Name Equat Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
RightS072717 263.9885 49.6825 3.988e-19 3.85e-19 2.68e-19 -0.0 -92.22 0
RightS072719 263.9317 49.665 1.2910000000000002e-20 1.819e-20 2.6410000000000003e-20 -0.001 -90.74 0
RightS072736 263.9491 49.6532 3.388e-18 2.898e-18 1.511e-18 -0.0 -90.71 0
RightS072738 263.9552 49.6716 2.079e-20 2.5240000000000003e-20 2.782e-20 0.001 -91.78 0
RightS072739 263.9785 49.6704 1.677e-20 2.0850000000000003e-20 2.402e-20 -0.001 -92.38 0
RightS072740 263.9567 49.6827 7.631e-19 7.199e-19 4.49e-19 0.0 -92.38 0
RightS072743 263.9414 49.6835 9.437e-19 8.89e-19 5.762e-19 0.0 -91.45 0
RightS072744 263.9725 49.6359 1.617e-18 1.44e-18 8.231e-19 0.0 -92.0 0
RightS072746 263.9258 49.6717 2.031e-20 2.4720000000000003e-20 2.719e-20 0.0 -90.8 0
RightS072748 263.9305 49.6821 1.13e-19 1.242e-19 1.073e-19 -0.0 -91.18 0
RightS072749 263.9781 49.6592 1.236e-18 2.051e-18 4.181e-18 0.0 -92.49 0
RightS072750 263.9554 49.6659 1.4850000000000002e-20 2.0680000000000003e-20 3.0190000000000004e-20 0.0 -91.55 0
RightS072751 263.9641 49.65 1.046e-20 1.438e-20 1.983e-20 -0.0 -92.23 0
RightS072753 263.9491 49.6697 1.674e-19 1.804e-19 1.482e-19 0.0 -91.48 0
RightS072754 263.9283 49.6766 7.490000000000001e-20 8.506000000000001e-20 7.806000000000001e-20 0.0 -90.46 0
RightS072755 263.9192 49.6742 5.647e-19 5.634e-19 3.92e-19 0.0 -90.44 0
RightS072757 263.957 49.6659 9.65e-18 7.805e-18 3.738e-18 0.0 -91.78 0
RightS072759 263.9383 49.6475 4.384e-19 8.696e-19 2.586e-18 0.001 -90.54 0
RightS072760 263.9192 49.653 8.372e-19 7.763e-19 4.872e-19 0.0 -90.54 0
RightS072761 263.9344 49.6557 4.718e-18 4.137e-18 2.246e-18 0.0 -90.81 0
RightS072762 263.9767 49.6712 3.132e-20 4.196e-20 5.339e-20 0.001 -92.35 0
RightS072763 263.921 49.657 1.201e-19 1.28e-19 1.041e-19 0.0 -90.4 0
RightS072765 263.9392 49.6561 3.572e-19 3.814e-19 3.065e-19 0.0 -90.46 0
RightS072767 263.934 49.6571 2.608e-18 4.18e-18 7.855e-18 0.0 -90.82 0
RightS072768 263.921 49.6984 1.758e-18 1.59e-18 9.618e-19 -0.0 -90.94 0
RightS072769 263.9742 49.6786 1.318e-19 1.444e-19 1.267e-19 -0.0 -92.47 0
RightS072770 263.9108 49.6378 8.67e-20 9.846e-20 9.093e-20 0.001 -90.17 0
RightS072771 263.9364 49.6611 6.894e-19 1.207e-18 2.73e-18 -0.001 -90.43 0
RightS072773 263.9117 49.6507 2.783e-18 5.394e-18 1.463e-17 0.001 -90.24 0
RightS072774 263.9142 49.68 2.2300000000000003e-20 2.761e-20 3.028e-20 -0.0 -90.24 0
RightS072775 263.947 49.6526 5.6e-20 6.977e-20 7.659000000000001e-20 0.001 -91.09 0
RightS072779 263.9258 49.6606 3.735e-18 3.28e-18 1.758e-18 -0.0 -90.48 0
RightS072783 263.9763 49.6679 1.152e-18 1.066e-18 6.531e-19 0.0 -92.41 0
RightS072787 263.945 49.663 3.521e-19 3.366e-19 2.294e-19 -0.0 -91.08 0
RightS072788 263.9384 49.6543 3.224e-19 3.292e-19 2.546e-19 0.0 -90.95 0
RightS072789 263.9325 49.6479 1.879e-18 1.678e-18 9.698e-19 -0.0 -90.78 0
RightS072790 263.9674 49.6554 7.106e-14 5.03e-14 1.845e-14 -0.001 -91.59 0
RightS072792 263.9636 49.6702 1.784e-18 1.603e-18 9.139e-19 -0.001 -92.01 0
RightS072794 263.9085 49.644 5.002e-20 6.212e-20 6.841e-20 0.0 -90.32 0
RightS072795 263.9815 49.6597 1.901e-18 1.71e-18 9.816e-19 -0.0 -92.16 0
RightS072796 263.9267 49.6892 3.72e-19 3.61e-19 2.587e-19 0.0 -90.81 0
RightS072803 263.9246 49.6757 7.15e-19 1.187e-18 2.394e-18 0.001 -90.96 0
RightS072804 263.9589 49.6522 6.951e-17 5.137e-17 2.099e-17 0.001 -91.8 0
RightS072805 263.9549 49.6841 1.049e-19 1.259e-19 1.377e-19 -0.0 -92.38 0
RightS072810 263.9446 49.6781 3.768e-20 4.6270000000000005e-20 5.21e-20 -0.001 -91.83 0
RightS072811 263.9445 49.6467 2.676e-19 2.869e-19 2.326e-19 -0.0 -90.37 0
RightS072813 263.9929 49.6867 3.0130000000000004e-20 3.961e-20 5.1570000000000006e-20 0.0 -92.37 0
RightS072814 263.9288 49.648 7.827000000000001e-20 9.389000000000001e-20 9.828e-20 0.0 -90.37 0
RightS072816 263.9258 49.6587 3.901e-18 5.662e-18 8.543e-18 0.0 -90.92 0
RightS072817 263.9436 49.6537 1.085e-18 1.507e-18 2.139e-18 -0.0 -91.07 0
RightS072819 263.979 49.6911 2.862e-18 4.388e-18 7.534e-18 0.0 -92.18 0
RightS072820 263.9179 49.6798 1.244e-18 2.11e-18 4.615e-18 -0.0 -90.55 0
RightS072821 263.9549 49.6364 6.019000000000001e-20 6.762e-20 6.311e-20 -0.0 -91.22 0
