Name X Y BlueF GreenF RedF Parallax RadialVelocity Variable?
BottomS096936 29.1246 -0.5723 1.454e-15 1.366e-15 9.069e-16 0.002 0.22 0
BottomS096937 39.2559 -7.6247 6.916e-15 5.723e-15 2.914e-15 0.003 2.34 0
BottomS096940 29.768 -0.7379 1.254e-20 3.2270000000000004e-20 1.631e-19 0.002 0.33 0
BottomS096941 29.7847 -0.6204 1.516e-14 1.309e-14 7.001e-15 0.003 0.3 0
BottomS096942 38.048 -7.263 5.789e-17 7.303e-17 8.846e-17 0.002 2.16 0
BottomS096943 39.3976 -7.7528 4.705e-15 7.626e-15 1.46e-14 0.002 2.32 0
BottomS096944 37.8096 -7.4675 8.454e-16 8.922e-16 7.011e-16 0.003 2.11 0
BottomS096945 38.5241 -7.8321 3.899e-14 2.979e-14 1.25e-14 0.002 2.17 1
BottomS096946 30.2713 -0.1536 2.501e-19 5.591e-19 2.066e-18 0.003 0.42 0
BottomS096949 30.7004 0.0406 1.837e-14 1.534e-14 7.56e-15 0.002 0.44 0
BottomS096950 37.2405 -7.4139 3.735e-15 5.808e-15 1.003e-14 0.003 2.04 0
BottomS096951 37.1992 -7.888 1.038e-17 1.578e-17 2.614e-17 0.002 2.01 0
BottomS096953 36.6581 -7.6453 5.819e-17 7.016e-17 7.509e-17 0.002 1.94 0
BottomS096954 31.8038 -0.4865 4.232e-16 4.522e-16 3.686e-16 0.003 0.63 0
BottomS096956 36.28 -7.5584 1.3390000000000002e-20 3.679e-20 2.227e-19 0.003 1.88 0
BottomS096957 35.7048 -7.4154 3.99e-16 4.538e-16 4.306e-16 0.002 1.83 0
BottomS096958 32.8641 -0.1955 1.85e-14 1.582e-14 8.112e-15 0.003 0.81 0
BottomS096960 34.8718 -7.0979 4.083e-18 6.95e-18 1.463e-17 0.002 1.74 0
BottomS096961 34.5365 -7.5906 1.865e-15 3.472e-15 9.008e-15 0.003 1.68 0
BottomS096962 34.4676 0.0403 7.668e-15 6.349e-15 3.248e-15 0.003 1.0 0
BottomS096963 34.6893 -0.674 5.88e-15 1.168e-14 3.471e-14 0.002 1.06 0
BottomS096964 35.0562 -1.0739 9.027e-17 1.09e-16 1.155e-16 0.003 1.13 0
BottomS096965 33.5168 -6.6405 8.768e-11 9.851e-11 8.989e-11 0.003 1.49 0
BottomS096966 36.2044 -0.3565 1.596e-18 3.038e-18 8.301e-18 0.003 1.21 0
BottomS096967 32.9384 -6.8158 6.395e-15 1.161e-14 2.841e-14 0.002 1.46 0
BottomS096968 37.2283 -0.5584 2.932e-17 4.45e-17 7.417e-17 0.003 1.37 0
BottomS096969 37.533 -0.207 4.131e-14 3.264e-14 1.499e-14 0.002 1.35 0
BottomS096970 37.8008 -0.9628 3.607e-18 6.039e-18 1.229e-17 0.002 1.47 0
BottomS096971 37.8683 -1.0467 1.063e-17 1.726e-17 3.325e-17 0.001 1.53 0
BottomS096972 38.8503 -0.8737 7.465e-14 5.798e-14 2.58e-14 0.002 1.54 1
BottomS096973 39.3985 -1.5546 6.16e-15 5.494e-15 3.178e-15 0.003 1.73 0
BottomS096974 39.3561 -1.9529 2.825e-18 4.67e-18 9.857e-18 0.003 1.69 0
BottomS096975 30.1336 -5.849 2.235e-15 2.095e-15 1.338e-15 0.002 1.07 0
BottomS096976 40.8773 -1.6219 8.974e-19 6.103e-19 2.063e-19 0.003 1.83 0
BottomS096977 29.843 -5.7545 3.768e-15 6.701e-15 1.619e-14 0.002 1.04 0
BottomS096978 42.305 -2.0694 4.375e-13 3.201e-13 1.198e-13 0.002 1.92 0
BottomS096979 43.5992 -2.6944 2.682e-19 5.383e-19 1.639e-18 0.003 2.09 0
BottomS096980 42.3075 -2.3193 3.044e-14 2.533e-14 1.263e-14 0.002 1.97 0
BottomS096981 28.3157 -4.7474 7.619e-16 7.961e-16 6.266e-16 0.002 0.73 0
BottomS107230 -3.5858 -34.7719 1.624e-17 4.101e-17 2.042e-16 0.057 1.69 0
FrontS092281 41.8302 -4.3274 4.866e-16 3.89e-16 1.816e-16 0.001 4.44 0
FrontS092285 41.0796 -4.1629 4.858e-18 5.829e-18 6.24e-18 0.0 2.78 0
FrontS092286 41.5108 -4.1624 2.164e-20 4.423e-20 1.451e-19 0.001 2.91 0
FrontS092287 41.5098 -4.2191 6.649e-17 6.528e-17 4.624e-17 0.001 3.39 0
FrontS092290 41.5175 -3.8727 2.62e-15 2.026e-15 8.647e-16 -0.0 3.54 1
FrontS092293 40.9888 -4.6797 4.829e-16 4.157e-16 2.248e-16 -0.0 4.02 0
FrontS092295 41.6486 -5.1462 1.329e-15 1.066e-15 4.863e-16 0.001 3.82 0
FrontS092296 42.2748 -4.3105 6.982e-19 1.038e-18 1.693e-18 -0.001 4.29 0
FrontS092297 42.0276 -4.7908 5.1e-18 6.034e-18 6.182e-18 0.0 2.71 0
FrontS092298 41.4414 -4.4845 6.323e-17 1.143e-16 2.839e-16 0.0 4.23 0
FrontS092299 42.432 -3.8936 1.527e-19 2.429e-19 4.707e-19 0.001 3.48 0
FrontS092302 41.58 -4.2876 4.127e-17 4.267e-17 3.147e-17 0.001 3.57 0
FrontS092303 41.7439 -4.1634 1.411e-17 1.513e-17 1.303e-17 0.001 4.71 0
FrontS092304 40.4167 -4.1976 4.973e-18 6.324e-18 7.543e-18 0.0 4.08 0
FrontS092314 40.4952 -4.2749 1.573e-18 2.14e-18 2.805e-18 0.001 4.07 0
FrontS092315 41.8027 -3.9262 3.284e-16 7.117e-16 2.661e-15 -0.001 3.67 0
FrontS092316 41.532 -4.3834 9.084e-20 1.637e-19 3.996e-19 0.0 4.29 0
FrontS092317 41.2225 -4.5008 8.915e-17 8.703e-17 6.088e-17 -0.0 4.61 0
FrontS092319 41.3833 -4.8909 2.773e-19 4.383e-19 8.145e-19 0.0 3.99 0
FrontS092320 41.4734 -4.4838 5.226e-19 7.441e-19 1.103e-18 0.001 2.74 0
FrontS092321 41.196 -4.282 1.678e-17 1.922e-17 1.765e-17 -0.001 3.4 0
FrontS092322 41.6146 -4.8372 1.819e-20 3.686e-20 1.135e-19 0.0 3.88 0
FrontS092325 41.9041 -3.9874 3.151e-18 3.759e-18 3.798e-18 0.001 2.67 0
FrontS092328 41.4741 -4.0478 4.578e-16 7.167e-16 1.311e-15 0.0 4.71 0
FrontS092330 41.4183 -4.4692 1.0700000000000002e-20 2.345e-20 8.336e-20 0.001 4.51 0
FrontS092332 41.7899 -4.4008 1.201e-16 2.315e-16 6.728e-16 0.0 4.08 0
FrontS092334 41.2295 -3.8129 1.746e-20 3.5020000000000005e-20 1.029e-19 0.001 2.71 0
FrontS092336 41.3688 -4.4726 2.4370000000000003e-20 5.0400000000000006e-20 1.642e-19 0.001 3.94 0
FrontS092337 40.9155 -4.3633 4.5290000000000006e-20 8.672000000000001e-20 2.474e-19 0.001 3.19 0
FrontS092338 41.8987 -4.1112 2.753e-16 2.391e-16 1.288e-16 0.0 3.39 0
FrontS092339 41.0951 -4.1841 9.61e-16 8.218e-16 4.457e-16 0.001 4.46 0
FrontS092340 40.9876 -3.9586 1.722e-20 3.4470000000000004e-20 1.056e-19 0.0 4.2 0
FrontS092341 41.3873 -4.3097 8.166e-19 1.181e-18 1.843e-18 0.0 2.64 0
FrontS092342 42.5075 -4.7356 1.359e-19 2.291e-19 5.02e-19 0.001 2.57 0
FrontS092343 41.5292 -4.1858 1.911e-16 1.788e-16 1.081e-16 0.001 3.35 0
FrontS092346 41.7987 -4.1148 3.768e-18 4.611e-18 4.903e-18 0.001 3.01 0
FrontS092347 40.8888 -4.7198 2.29e-16 2.042e-16 1.174e-16 0.001 4.48 0
FrontS092349 42.4172 -4.4211 3.413e-17 3.562e-17 2.831e-17 -0.0 3.23 0
FrontS092351 41.995 -4.0948 5.238e-19 7.933e-19 1.346e-18 0.001 3.49 0
FrontS092352 41.9108 -4.4906 1.36e-15 1.067e-15 4.789e-16 0.001 4.44 1
FrontS092354 42.3004 -4.7273 4.606e-18 5.708e-18 6.431e-18 -0.0 3.76 0
FrontS092356 41.6753 -4.4347 1.401e-18 1.95e-18 2.827e-18 0.002 4.44 0
FrontS092357 42.3072 -4.1619 1.709e-19 2.797e-19 5.786e-19 0.0 3.5 0
FrontS092361 40.621 -4.5296 1.124e-20 2.419e-20 8.378e-20 0.0 2.87 0
FrontS092362 41.7805 -4.528 1.392e-11 1.022e-11 3.948e-12 0.0 3.97 0
FrontS092363 41.5258 -3.9829 6.387e-19 9.196e-19 1.43e-18 0.0 3.3 0
FrontS092364 41.6229 -4.8405 4.65e-19 7.317e-19 1.346e-18 0.0 2.75 0
FrontS092365 40.7863 -4.1453 2.099e-16 3.323e-16 6.049e-16 0.0 3.44 0
FrontS092366 41.5467 -4.2331 2.374e-17 2.375e-17 1.737e-17 0.001 2.95 0
FrontS092367 40.7934 -4.4488 1.512e-16 1.42e-16 9.288e-17 0.0 3.65 0
FrontS092369 41.9478 -4.2585 1.55e-20 2.974e-20 8.165e-20 0.001 2.97 0
FrontS092370 40.8673 -4.4012 1.564e-18 2.131e-18 2.989e-18 0.0 3.0 0
FrontS092371 40.8726 -4.8188 2.085e-16 3.621e-16 8.053e-16 0.0 3.78 0
FrontS092373 41.6147 -5.0198 9.227e-19 1.336e-18 2.047e-18 0.0 3.63 0
FrontS092374 41.2669 -3.7545 8.431e-17 8.018e-17 5.166e-17 0.001 2.74 0
FrontS092375 41.8564 -4.5036 1.686e-15 1.329e-15 5.803e-16 0.001 2.96 1
FrontS092377 41.3316 -4.4696 3.933e-12 2.961e-12 1.273e-12 0.0 4.17 0
FrontS092378 42.5618 -4.0785 2.051e-16 3.394e-16 6.753e-16 -0.0 3.43 0
FrontS092379 41.4985 -4.0299 1.991e-15 1.558e-15 6.851e-16 0.001 4.6 1
FrontS092380 42.1622 -4.2276 4.68e-16 9.889e-16 3.292e-15 0.0 3.44 0
FrontS092381 41.2753 -4.2171 2.157e-15 1.633e-15 6.724e-16 0.001 3.25 0
FrontS092384 41.0423 -4.6952 4.704e-12 3.208e-12 1.061e-12 0.001 2.77 0
FrontS092387 42.2792 -4.7696 1.46e-16 1.218e-16 6.197e-17 0.001 3.44 0
FrontS092388 41.2816 -4.2504 1.1e-15 3.23e-15 2.179e-14 0.001 2.96 0
FrontS092389 41.1567 -4.7186 1.692e-19 2.693e-19 5.204e-19 0.0 3.74 0
FrontS092393 42.2403 -3.7958 2.733e-12 1.843e-12 5.893e-13 0.001 2.87 0
FrontS092394 40.7813 -4.5476 3.999e-18 4.999e-18 5.757e-18 -0.0 2.81 0
FrontS092395 41.351 -4.9958 1.214e-17 1.394e-17 1.377e-17 0.001 3.97 0
FrontS092397 41.29 -4.2947 2.594e-16 5.521e-16 2.015e-15 0.001 2.8 0
FrontS092398 41.2234 -4.2984 2.189e-18 2.873e-18 3.536e-18 0.001 4.04 0
FrontS092399 41.1012 -4.8182 1.513e-11 1.12e-11 4.493e-12 0.0 2.6 0
FrontS092400 41.5769 -4.5921 4.778e-19 7.592e-19 1.458e-18 0.0 3.16 0
FrontS092402 41.7449 -4.4644 1.165e-17 1.351e-17 1.374e-17 0.001 4.49 0
FrontS092403 41.104 -4.2502 4.619e-19 7.147e-19 1.23e-18 0.001 3.35 0
FrontS092405 42.2989 -4.8963 3.3150000000000005e-20 6.450000000000001e-20 1.823e-19 0.001 2.72 0
FrontS092406 42.1594 -4.6229 9.686e-18 1.06e-17 9.207e-18 0.0 4.62 0
FrontS092411 41.2901 -3.7774 6.305e-19 9.076e-19 1.409e-18 0.001 2.6 0
FrontS092415 41.2049 -5.0198 5.748e-16 4.795e-16 2.473e-16 -0.0 2.84 0
FrontS092419 41.8753 -4.739 1.419e-20 2.871e-20 8.966000000000001e-20 0.001 2.77 0
FrontS092420 41.8267 -4.3687 1.173e-17 1.347e-17 1.286e-17 0.001 3.07 0
FrontS092422 41.7595 -4.0824 3.484e-20 7.130000000000001e-20 2.223e-19 0.001 3.73 0
FrontS092424 41.552 -4.102 1.053e-16 1.081e-16 8.208e-17 0.001 2.97 0
FrontS092425 41.3902 -4.6157 1.084e-16 1.014e-16 6.339e-17 -0.001 3.77 0
FrontS092426 41.3172 -4.4997 4.835e-19 7.286e-19 1.19e-18 -0.0 4.29 0
FrontS092427 41.7748 -4.7631 3.854e-16 3.369e-16 1.89e-16 0.0 4.25 0
FrontS092428 41.3221 -4.5606 2.894e-16 6.01e-16 2.059e-15 0.001 3.56 0
FrontS092429 41.7571 -3.8855 3.732e-20 7.678000000000001e-20 2.39e-19 0.001 2.77 0
FrontS092432 42.102 -4.4258 8.15e-17 7.653e-17 4.909e-17 0.001 4.4 0
FrontS092434 42.2033 -4.646 7.445e-19 1.143e-18 1.977e-18 -0.001 2.63 0
FrontS092436 41.1869 -3.998 3.954e-16 6.038e-16 1.077e-15 -0.0 4.54 0
FrontS092437 41.5152 -3.7897 1.979e-16 1.814e-16 1.09e-16 0.001 3.16 0
FrontS092439 41.3822 -5.136 3.59e-16 3.052e-16 1.55e-16 0.001 3.73 0
FrontS092441 41.5927 -4.1713 2.031e-20 4.118e-20 1.308e-19 0.001 2.82 0
FrontS092444 41.4141 -4.1776 1.088e-16 1.054e-16 7.097e-17 0.001 2.95 0
FrontS092445 41.7038 -3.7865 3.338e-18 4.164e-18 4.738e-18 0.001 2.85 0
FrontS092446 41.4462 -3.96 1.691e-16 2.741e-16 5.222e-16 0.001 4.21 0
FrontS092448 40.8661 -3.3631 9.545e-17 9.104e-17 6.131e-17 0.0 3.3 0
FrontS092450 41.4246 -4.2629 4.079e-17 4.123e-17 3.124e-17 0.001 4.38 0
FrontS092451 41.8392 -4.6331 1.02e-15 8.595e-16 4.475e-16 0.001 4.44 0
FrontS092452 40.7535 -4.0294 1.608e-17 1.792e-17 1.568e-17 0.001 4.33 0
FrontS092454 41.9475 -4.5703 3.424e-16 6.298e-16 1.613e-15 0.001 2.85 0
FrontS092456 42.2821 -4.1925 1.821e-15 1.428e-15 6.316e-16 0.001 3.04 1
FrontS092457 41.1467 -3.8171 1.194e-11 8.486e-12 3.241e-12 0.0 4.68 0
FrontS092458 41.3622 -4.5198 9.749e-20 1.721e-19 4.143e-19 0.0 2.94 0
FrontS092460 41.8364 -3.9568 1.947e-18 2.462e-18 2.932e-18 0.0 2.96 0
FrontS092461 41.4165 -4.6485 1.6160000000000003e-20 3.263e-20 9.996e-20 0.001 3.38 0
FrontS092462 40.6416 -4.6212 1.748e-16 2.862e-16 5.588e-16 0.0 4.47 0
FrontS092464 41.2568 -4.4865 5.15e-19 7.446e-19 1.149e-18 0.001 3.29 0
FrontS092465 41.9098 -4.6473 1.309e-15 1.003e-15 4.249e-16 0.001 4.42 0
FrontS092468 41.5284 -5.0936 5.087e-17 5.167e-17 3.889e-17 0.001 3.91 0
FrontS092469 41.8891 -4.666 3.081e-12 3.063e-12 2.166e-12 0.001 4.57 0
FrontS092470 41.6304 -4.7169 2.315e-16 5.085e-16 1.889e-15 0.001 4.53 0
FrontS092471 40.6556 -4.2439 3.247e-17 3.334e-17 2.486e-17 -0.0 4.22 0
FrontS092473 42.4641 -4.0408 3.073e-16 2.737e-16 1.579e-16 -0.0 3.3 0
FrontS092476 41.5332 -4.3482 7.188e-20 1.269e-19 3.134e-19 0.0 4.26 0
FrontS092478 41.5003 -4.6086 4.512e-18 5.567e-18 6.365e-18 0.001 3.94 0
FrontS092480 41.6324 -4.8141 1.464e-16 1.331e-16 7.882e-17 0.001 4.38 0
FrontS092481 41.4622 -4.5089 2.687e-19 4.394e-19 8.817e-19 0.0 4.19 0
FrontS092482 41.0348 -4.6816 7.541e-17 7.47e-17 5.465e-17 0.001 3.61 0
FrontS092484 41.3597 -4.2852 3.86e-16 3.285e-16 1.656e-16 0.001 4.57 0
