Name Equat Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
LeftS089810 89.3386 107.9572 1.136e-19 1.404e-19 1.539e-19 -0.001 -68.96 0
LeftS089811 89.424 107.9736 1.241e-19 1.437e-19 1.421e-19 0.001 -69.63 0
LeftS089812 89.359 107.9591 3.801e-20 5.27e-20 7.596000000000001e-20 -0.0 -69.45 0
LeftS089813 89.3018 108.0231 3.765e-19 4.197e-19 3.712e-19 0.0 -71.33 0
LeftS089814 89.3406 107.9792 5.132e-19 5.347e-19 4.086e-19 0.001 -70.32 0
LeftS089815 89.3718 107.9741 4.183e-18 3.76e-18 2.19e-18 -0.0 -70.14 0
LeftS089817 89.3345 107.9287 4.446e-19 4.627e-19 3.721e-19 0.0 -69.12 0
LeftS089819 89.354 107.964 1.53e-17 1.217e-17 5.455e-18 0.0 -69.8 0
LeftS089820 89.3413 107.9451 6.735e-19 6.721e-19 4.962e-19 -0.0 -69.29 0
LeftS089821 89.3556 107.9469 1.657e-18 1.5e-18 8.807e-19 -0.0 -68.98 0
LeftS089822 89.3299 108.0093 2.489e-18 2.333e-18 1.422e-18 0.0 -71.09 0
LeftS089825 89.3462 107.9935 1.393e-17 3.496e-17 1.719e-16 -0.001 -70.9 0
LeftS089827 89.4171 107.9796 7.39e-19 7.474e-19 5.589e-19 0.0 -70.25 0
LeftS089830 89.4043 107.9907 4.874e-18 4.549e-18 2.821e-18 -0.0 -70.44 0
LeftS089831 89.3625 108.0074 8.006e-18 1.426e-17 3.467e-17 0.0 -71.01 0
LeftS089832 89.364 107.9077 9.634e-14 6.606e-14 2.253e-14 -0.001 -68.6 0
LeftS089833 89.3788 107.951 8.921e-19 9.15e-19 6.987e-19 0.001 -69.1 0
LeftS089835 89.3681 107.9921 4.731e-18 6.314e-18 8.412e-18 -0.0 -70.89 0
LeftS089838 89.3483 108.0287 7.255e-19 7.211e-19 5.199e-19 0.0 -71.38 0
LeftS089840 89.3909 107.9715 7.316e-19 7.444e-19 5.835e-19 0.0 -69.94 0
LeftS089841 89.419 107.9336 2.81e-19 2.998e-19 2.494e-19 -0.0 -69.3 0
LeftS089842 89.3446 108.0088 6.644e-18 1.401e-17 4.747e-17 -0.001 -71.4 0
LeftS089843 89.3465 107.956 2.343e-17 1.919e-17 9.175e-18 0.0 -69.51 0
LeftS089844 89.3595 107.9688 2.083e-18 1.977e-18 1.27e-18 -0.0 -69.96 0
LeftS089845 89.3852 107.9577 5.66e-20 7.296000000000001e-20 8.925e-20 0.0 -69.28 0
LeftS089847 89.3424 107.9445 1.954e-17 1.603e-17 7.485e-18 -0.0 -69.26 0
LeftS089848 89.318 108.0347 5.344e-18 1.176e-17 4.327e-17 0.0 -71.17 0
LeftS089851 89.3604 108.0312 1.402e-18 2.262e-18 4.4e-18 -0.0 -71.45 0
LeftS089852 89.3499 107.9845 2.8320000000000005e-20 4.0040000000000006e-20 5.732000000000001e-20 -0.001 -70.72 0
LeftS089853 89.3978 107.9894 7.575000000000001e-20 8.845000000000001e-20 8.450000000000001e-20 0.0 -71.16 0
LeftS089855 89.3913 107.9689 4.471e-20 5.389e-20 5.723e-20 0.001 -69.83 0
LeftS089857 89.3824 107.9284 2.673e-19 3.114e-19 3.167e-19 0.0 -69.15 0
LeftS089860 89.3329 107.9274 6.992e-19 6.822e-19 4.747e-19 0.001 -69.3 0
LeftS089861 89.3442 107.9755 1.292e-19 1.537e-19 1.613e-19 0.0 -70.79 0
LeftS089863 89.3126 107.9915 8.463000000000001e-20 1.036e-19 1.163e-19 -0.0 -70.89 0
LeftS089864 89.3427 107.948 3.6180000000000006e-20 4.85e-20 6.208e-20 0.0 -68.85 0
LeftS089865 89.3265 107.9937 1.161e-18 1.143e-18 7.758e-19 -0.0 -71.26 0
LeftS089867 89.334 107.927 1.403e-13 1.112e-13 4.943e-14 0.0 -69.41 1
LeftS089872 89.3724 107.9535 5.396e-18 8.292e-18 1.477e-17 0.0 -69.08 0
LeftS089873 89.4268 108.0044 1.584e-13 1.146e-13 4.521e-14 -0.0 -70.96 0
LeftS089876 89.3835 107.9383 2.433e-18 2.252e-18 1.431e-18 0.0 -68.92 0
LeftS089878 89.3563 107.9576 2.626e-18 4.354e-18 8.715e-18 0.0 -69.2 0
LeftS089881 89.3609 107.9497 2.2850000000000003e-20 3.0800000000000005e-20 4.027e-20 0.0 -69.3 0
LeftS089882 89.3367 108.0399 2.313e-17 1.746e-17 7.424e-18 0.001 -71.27 1
LeftS089883 89.3791 107.9481 1.488e-13 1.034e-13 3.687e-14 -0.0 -69.01 0
LeftS089890 89.3817 107.9674 1.973e-17 1.561e-17 6.89e-18 0.001 -69.86 0
LeftS089891 89.3842 107.9669 4.426e-18 3.986e-18 2.249e-18 0.001 -69.84 0
LeftS089893 89.3433 107.9751 7.526e-19 7.713e-19 5.881e-19 -0.0 -70.31 0
LeftS089895 89.3495 107.9777 3.217e-18 2.904e-18 1.725e-18 -0.001 -70.45 0
LeftS089896 89.3458 107.9747 1.493e-13 1.047e-13 3.863e-14 0.0 -70.33 0
LeftS089897 89.3853 107.983 1.752e-18 1.684e-18 1.122e-18 0.0 -70.33 0
LeftS089898 89.3423 107.97 1.392e-13 1.313e-13 8.136e-14 -0.001 -70.2 1
LeftS089899 89.3509 107.9561 2.329e-18 2.053e-18 1.153e-18 -0.0 -69.61 0
LeftS089900 89.3413 107.9641 8.533e-18 7.158e-18 3.672e-18 0.0 -69.93 0
LeftS089904 89.3444 107.9709 9.604e-19 8.885e-19 5.473e-19 0.0 -70.17 0
LeftS089907 89.3508 107.9769 5.561e-19 5.751e-19 4.491e-19 -0.0 -70.47 0
LeftS089908 89.3863 107.9683 2.3100000000000003e-20 3.0130000000000004e-20 3.6880000000000005e-20 -0.0 -69.84 0
LeftS089910 89.3423 107.9677 1.032e-20 1.519e-20 2.362e-20 0.0 -69.97 0
LeftS089911 89.3849 107.9701 3.689e-20 5.028e-20 7.004000000000001e-20 -0.0 -69.94 0
LeftS089912 89.353 107.9616 3.705e-20 4.831e-20 5.934e-20 0.001 -69.73 0
LeftS089913 89.3917 107.9727 7.684e-19 8.12e-19 6.363e-19 -0.001 -69.98 0
LeftS089916 89.3899 107.9606 1.361e-19 1.591e-19 1.528e-19 0.0 -69.65 0
LeftS089919 89.3435 107.9714 9.813e-20 1.177e-19 1.26e-19 0.0 -70.16 0
LeftS089920 89.3708 107.975 1.975e-19 2.191e-19 2.027e-19 0.0 -70.52 0
LeftS089923 89.3821 107.9678 1.507e-13 1.197e-13 5.463e-14 0.0 -69.9 1
LeftS089925 89.3523 107.9695 1.33e-19 1.68e-19 1.898e-19 -0.001 -70.05 0
LeftS089927 89.3821 107.9774 2.723e-18 4.78e-18 1.066e-17 0.0 -70.19 0
LeftS089928 89.347 107.9652 2.2370000000000003e-20 3.0800000000000005e-20 4.159e-20 -0.0 -69.92 0
LeftS089929 89.3466 107.9653 2.227e-18 2.076e-18 1.341e-18 0.001 -69.94 0
LeftS089930 89.3409 107.9734 1.306e-17 3.665e-17 2.312e-16 -0.001 -70.18 0
LeftS089931 89.3931 107.9684 3.421e-18 5.663e-18 1.162e-17 0.0 -69.84 0
LeftS089933 89.3428 107.9745 7.325e-19 7.5e-19 5.67e-19 0.0 -70.22 0
LeftS089934 89.394 107.9702 4.542e-19 2.195e-18 4.034e-17 0.0 -69.92 0
LeftS089936 89.3886 107.9742 1.667e-17 2.692e-17 5.281e-17 -0.0 -70.17 0
LeftS089938 89.3391 107.9746 2.585e-17 2.071e-17 9.485e-18 -0.0 -70.26 0
LeftS089940 89.3474 107.9762 1.892e-19 2.313e-19 2.499e-19 -0.0 -70.3 0
LeftS089942 89.3368 107.9719 7.08e-20 8.877000000000001e-20 1.043e-19 0.0 -70.18 0
LeftS089943 89.3428 107.9726 5.192e-18 4.343e-18 2.236e-18 -0.0 -70.26 0
LeftS089944 89.3847 107.9788 1.796e-19 1.997e-19 1.854e-19 0.0 -70.2 0
LeftS089948 89.3395 107.9733 4.515e-19 4.536e-19 3.357e-19 0.0 -70.28 0
LeftS089951 89.3672 107.9763 2.294e-18 4.329e-18 1.146e-17 -0.0 -70.61 0
LeftS089954 89.3894 107.9792 6.007e-19 6.404e-19 5.05e-19 0.001 -70.22 0
LeftS089955 89.3457 107.9759 6.593e-18 5.814e-18 3.127e-18 0.0 -70.33 0
LeftS089956 89.3853 107.9667 5.899e-17 4.565e-17 1.909e-17 0.001 -69.8 1
LeftS089958 89.3368 107.9784 8.366e-19 1.726e-18 5.536e-18 -0.0 -70.36 0
LeftS089960 89.3368 107.9852 3.819e-19 3.925e-19 2.993e-19 -0.0 -70.67 0
LeftS089961 89.3744 107.965 7.244e-18 6.159e-18 3.154e-18 -0.0 -69.53 0
LeftS089962 89.3461 107.9818 3.157e-19 3.494e-19 3.139e-19 0.001 -70.48 0
LeftS089963 89.3929 107.9667 4.37e-19 4.662e-19 3.699e-19 0.0 -69.77 0
LeftS089964 89.3923 107.9723 1.221e-14 7.914e-15 2.43e-15 -0.0 -70.02 0
LeftS089965 89.3416 107.9664 1.7620000000000002e-20 2.405e-20 3.313e-20 0.0 -70.02 0
LeftS089967 89.3392 107.9736 1.906e-18 3.19e-18 6.39e-18 -0.0 -70.19 0
LeftS089969 89.3428 107.965 1.44e-18 2.387e-18 4.947e-18 0.0 -69.94 0
LeftS089971 89.3349 107.9685 5.289e-18 4.622e-18 2.564e-18 0.0 -70.06 0
LeftS089972 89.3393 107.9675 2.313e-18 2.093e-18 1.235e-18 0.0 -70.01 0
LeftS089973 89.3909 107.9664 2.09e-18 1.981e-18 1.286e-18 0.0 -69.73 0
LeftS089974 89.3938 107.972 9.403e-19 1.383e-18 2.26e-18 0.0 -69.92 0
LeftS089975 89.3984 107.9651 1.428e-20 2.039e-20 3.134e-20 0.0 -69.72 0
LeftS089979 89.3313 107.9895 1.301e-19 1.514e-19 1.431e-19 -0.001 -70.5 0
LeftS089981 89.3908 107.9639 1.5710000000000003e-20 2.317e-20 3.7710000000000005e-20 0.0 -69.74 0
LeftS089982 89.4005 107.9713 1.475e-13 1.536e-13 1.203e-13 -0.0 -69.96 1
LeftS089984 89.3755 107.9709 2.636e-19 2.912e-19 2.598e-19 0.0 -69.93 0
LeftS089985 89.3359 107.9757 4.885e-19 5.007e-19 3.898e-19 -0.001 -70.23 0
LeftS089986 89.3963 107.9733 1.261e-18 2.062e-18 4.071e-18 -0.0 -70.06 0
LeftS089988 89.3329 107.9802 5.3910000000000007e-20 6.839e-20 7.87e-20 0.001 -70.43 0
LeftS089990 89.3332 107.9709 1.485e-18 1.394e-18 8.803e-19 -0.0 -70.07 0
LeftS089994 89.3199 107.9723 2.615e-18 2.409e-18 1.519e-18 -0.0 -70.16 0
