Name Equat Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
RightS104070 263.7621 68.8199 9.581e-19 1.444e-18 2.446e-18 0.001 -1.2 0
RightS104073 263.3671 70.6288 1.496e-18 2.247e-18 3.708e-18 0.001 -0.54 0
RightS104074 263.8932 72.0018 1.23e-19 2.235e-19 5.418e-19 0.0 -0.19 0
RightS104076 261.2207 71.1042 9.778e-20 1.962e-19 6.105e-19 0.001 -0.93 0
RightS104078 261.5146 72.7476 4.216e-20 9.239e-20 3.447e-19 0.001 -0.52 0
RightS104081 263.5943 70.4968 6.304e-20 4.299e-20 1.5030000000000002e-20 0.001 -1.2 0
RightS104082 264.2154 71.3179 4.386e-17 4.996e-17 4.905e-17 0.001 -0.1 0
RightS104083 263.9873 69.8627 5.686e-18 7.831e-18 1.092e-17 0.0 -1.13 0
RightS104086 261.5427 71.0388 1.807e-20 3.8800000000000006e-20 1.398e-19 0.001 -0.86 0
RightS104088 263.6843 70.7288 1.186e-17 1.397e-17 1.442e-17 0.001 -0.19 0
RightS104089 263.3125 70.4279 5.971e-19 9.006e-19 1.502e-18 0.001 -0.85 0
RightS104090 264.2143 70.7762 3.724e-18 4.728e-18 5.66e-18 0.001 -0.27 0
RightS104091 263.5057 70.38 1.716e-15 1.385e-15 6.634e-16 0.0 -1.22 0
RightS104092 263.8459 70.6734 1.497e-15 1.37e-15 8.244e-16 0.001 -0.06 0
RightS104093 263.5712 70.3599 4.81e-20 3.43e-20 1.279e-20 -0.0 -1.11 0
RightS104094 263.4622 70.1821 3.852e-16 7.622e-16 2.283e-15 0.0 -1.12 0
RightS104096 263.431 70.3305 2.117e-20 4.5580000000000005e-20 1.641e-19 0.001 -1.09 0
RightS104097 263.6929 71.443 1.452e-16 2.615e-16 6.627e-16 0.0 -0.13 0
RightS104098 262.8744 70.2571 5.728e-20 4.093e-20 1.4370000000000002e-20 0.001 -1.08 0
RightS104100 263.4913 70.7794 5.398e-17 5.82e-17 5.009e-17 0.001 -0.33 0
RightS104101 263.8878 70.1579 7.582e-19 1.162e-18 1.98e-18 0.002 -0.84 0
RightS104102 263.0562 70.5631 1.165e-15 1.01e-15 5.562e-16 0.002 -0.83 0
RightS104103 264.2008 70.1926 2.287e-19 4.075e-19 9.386e-19 0.001 -0.77 0
RightS104104 263.5165 70.1691 6.955000000000001e-20 4.706e-20 1.5620000000000002e-20 0.002 -1.24 0
RightS104106 263.1862 71.0894 9.177e-17 9.316e-17 6.991e-17 0.0 -0.21 0
RightS104107 263.8764 70.101 2.859e-19 4.918e-19 1.105e-18 0.0 -1.16 0
RightS104108 264.0316 70.894 1.166e-19 2.329e-19 6.903e-19 0.001 -0.23 0
RightS104109 263.5657 70.5885 7.516e-16 1.229e-15 2.394e-15 0.0 -0.27 0
RightS104110 262.9408 69.8468 7.143e-20 4.907e-20 1.614e-20 0.001 -1.27 0
RightS104113 262.5559 70.5302 7.401e-18 9.511e-18 1.13e-17 0.001 -0.87 0
RightS104115 263.0536 70.4809 8.244e-19 1.346e-18 2.702e-18 0.0 -0.92 0
RightS104116 263.5328 70.5218 2.7700000000000005e-20 5.543e-20 1.659e-19 0.0 -1.0 0
RightS104117 263.6309 71.1914 3.5560000000000006e-20 7.292000000000001e-20 2.274e-19 0.002 -0.1 0
RightS104118 264.5151 70.5302 1.662e-17 2.072e-17 2.336e-17 0.0 -0.47 0
RightS104120 263.6594 71.0645 2.524e-15 2.047e-15 9.946e-16 0.001 -0.17 0
RightS104121 262.4162 70.44 9.231e-16 8.03e-16 4.375e-16 0.001 -0.86 0
RightS104122 263.3946 70.9719 1.468e-17 1.738e-17 1.77e-17 -0.0 -0.3 0
RightS104123 263.4837 70.9525 8.222e-19 1.217e-18 2.075e-18 0.0 -0.05 0
RightS104125 263.3916 70.1137 1.09e-19 2.183e-19 6.482e-19 0.001 -1.22 0
RightS104126 263.0457 70.8554 1.012e-15 1.941e-15 5.297e-15 0.001 -0.43 0
RightS104127 264.3377 70.819 6.8e-17 6.917e-17 5.135e-17 0.0 -0.42 0
RightS104128 263.528 70.8037 1.503e-14 1.169e-14 5.09e-15 0.001 -0.12 0
RightS104130 264.0196 69.7218 5.3910000000000007e-20 3.7780000000000005e-20 1.366e-20 -0.0 -1.12 0
RightS104131 263.452 71.007 3.3700000000000005e-20 7.173e-20 2.476e-19 0.0 -0.09 0
RightS104132 264.0099 70.7917 1.735e-16 1.67e-16 1.106e-16 0.001 -0.22 0
RightS104134 264.0313 70.3946 1.287e-15 1.073e-15 5.298e-16 0.002 -0.73 0
RightS104135 263.5811 70.1608 2.607e-20 5.491000000000001e-20 1.904e-19 0.0 -1.17 0
RightS104136 263.4853 70.3684 2.54e-17 2.896e-17 2.668e-17 0.001 -0.95 0
RightS104137 263.4869 70.2876 5.063e-17 5.354e-17 4.395e-17 0.001 -1.21 0
RightS104138 263.1747 70.1114 1.18e-18 1.631e-18 2.218e-18 0.001 -1.1 0
RightS104139 263.7898 70.7404 4.284e-15 1.173e-14 6.702e-14 0.002 -0.34 0
RightS104140 263.4582 70.4476 1.753e-17 2.013e-17 1.956e-17 0.001 -1.1 0
RightS104141 263.5132 70.1051 1.348e-16 2.231e-16 4.568e-16 0.001 -1.38 0
RightS104143 263.6296 70.9042 2.408e-16 4.78e-16 1.402e-15 0.002 -0.21 0
RightS104144 263.7568 70.3491 1.698e-15 1.422e-15 7.332e-16 0.001 -1.16 0
