Name X Y BlueF GreenF RedF Parallax RadialVelocity Variable?
RightS079862 3.187 -6.1073 1.297e-18 1.175e-18 6.726e-19 0.001 -48.33 0
RightS079906 0.7836 -5.7617 2.367e-19 2.633e-19 2.271e-19 0.0 -49.6 0
RightS079955 0.8026 -5.7517 7.917e-18 1.211e-17 2.082e-17 -0.0 -49.68 0
RightS079978 0.7841 -5.7608 1.639e-19 1.847e-19 1.752e-19 0.0 -49.69 0
RightS079981 0.7896 -5.7667 2.749e-19 2.914e-19 2.375e-19 -0.001 -48.65 0
RightS080008 0.789 -5.7593 3.842e-18 3.34e-18 1.784e-18 0.0 -49.72 0
RightS080010 0.7789 -5.7637 3.789e-19 3.908e-19 2.988e-19 -0.0 -48.69 0
RightS080019 0.8101 -5.801 7.707e-20 9.125000000000001e-20 9.329e-20 0.0 -49.18 0
RightS080029 0.7923 -5.7544 9.288e-20 1.084e-19 1.108e-19 -0.001 -49.59 0
RightS080033 0.7361 -5.7008 3.442e-20 4.159e-20 4.4460000000000006e-20 0.0 -51.17 0
RightS080076 0.7672 -5.7474 3.663e-14 2.514e-14 8.45e-15 -0.001 -50.75 0
RightS080172 0.7818 -5.7497 2.6850000000000004e-20 3.4730000000000006e-20 4.165e-20 0.001 -51.12 0
RightS080219 0.7853 -5.771 1.034e-19 1.197e-19 1.126e-19 -0.0 -48.69 0
RightS080229 0.7493 -5.7403 5.561e-19 5.648e-19 4.274e-19 -0.001 -50.82 0
RightS080275 0.7685 -5.7706 5.48e-19 5.687e-19 4.508e-19 -0.0 -49.54 0
RightS080283 0.7638 -5.7495 2.536e-18 2.159e-18 1.117e-18 -0.0 -50.84 0
RightS080284 0.8065 -5.799 4.222e-18 7.192e-18 1.564e-17 0.001 -48.39 0
RightS097224 -37.1982 2.0038 9.779e-19 1.255e-18 1.506e-18 0.001 5.12 0
RightS097226 -37.0396 1.9406 1.356e-19 2.155e-19 3.946e-19 0.001 4.49 0
RightS097227 -36.9731 1.9106 1.636e-19 2.663e-19 5.137e-19 0.0 3.84 0
RightS097233 -37.0458 1.9335 2.289e-18 2.9e-18 3.328e-18 0.0 4.2 0
RightS097236 -36.9492 2.0164 7.564e-19 9.989e-19 1.315e-18 0.001 4.25 0
RightS097237 -37.0402 2.0192 3.3770000000000005e-20 6.295000000000001e-20 1.695e-19 -0.0 4.52 0
RightS097238 -37.3134 1.9369 6.164000000000001e-20 1.024e-19 2.026e-19 0.0 5.34 0
RightS097240 -37.067 2.0043 1.377e-20 2.762e-20 8.647e-20 0.001 3.55 0
RightS097242 -37.152 1.9551 4.27e-17 4.138e-17 2.763e-17 -0.0 5.27 0
RightS097244 -37.9575 1.6257 4.837e-17 9.549e-17 2.812e-16 0.001 5.58 0
RightS097245 -37.5144 1.8457 9.671e-16 7.541e-16 3.373e-16 0.0 5.93 0
RightS097248 -37.1427 1.886 1.801e-18 2.363e-18 3.003e-18 0.0 5.54 0
RightS097249 -35.8297 2.1913 2.845e-17 2.905e-17 2.169e-17 0.0 3.52 0
RightS097253 -38.552 1.4457 3.879e-17 3.826e-17 2.699e-17 0.0 5.83 0
RightS097255 -38.2596 1.6561 4.446e-19 6.289e-19 9.403e-19 -0.001 6.0 0
RightS097257 -37.072 1.8414 9.608e-18 1.018e-17 8.516e-18 0.001 4.8 0
RightS097259 -36.83 2.0455 3.213e-19 4.985e-19 9.059e-19 0.001 3.45 0
RightS097260 -36.7482 2.0788 3.2940000000000005e-20 6.091e-20 1.56e-19 0.001 3.63 0
RightS097261 -36.7778 2.1039 8.849e-17 8.217e-17 5.145e-17 0.0 3.36 0
RightS097262 -36.4864 2.3166 3.929e-16 3.172e-16 1.504e-16 0.001 3.28 0
RightS097263 -36.8118 2.0133 2.982e-17 2.992e-17 2.123e-17 0.0 3.63 0
RightS097264 -36.78 2.0486 2.955e-19 4.143e-19 6.246e-19 -0.0 3.56 0
RightS097265 -36.8236 1.8284 3.419e-18 4.005e-18 4.052e-18 0.0 3.96 0
RightS097266 -37.3271 2.3302 1.931e-17 2.023e-17 1.609e-17 0.0 4.82 0
RightS097267 -37.4911 1.8762 1.816e-17 2.054e-17 1.914e-17 0.0 5.95 0
RightS097268 -36.9428 1.8284 6.963e-19 9.175e-19 1.208e-18 0.001 4.3 0
RightS097269 -36.9962 1.6866 9.854e-19 1.281e-18 1.603e-18 0.001 4.82 0
RightS097270 -37.0097 1.9665 7.2e-19 9.511e-19 1.178e-18 0.0 4.35 0
RightS097271 -36.7779 1.6254 1.066e-20 2.132e-20 6.338e-20 0.001 3.58 0
RightS097273 -36.737 1.77 7.185e-19 1.012e-18 1.468e-18 0.001 4.0 0
RightS097274 -37.1265 2.0667 9.631e-18 1.075e-17 9.497e-18 0.001 4.55 0
RightS097275 -36.8383 2.1847 2.747e-19 4.017e-19 6.438e-19 -0.0 3.31 0
RightS097276 -36.973 2.0052 3.035e-16 2.557e-16 1.348e-16 0.001 4.2 0
RightS097278 -37.1174 1.9439 3.828e-20 6.751000000000001e-20 1.564e-19 0.001 4.86 0
RightS097279 -36.9347 1.9631 2.355e-19 3.592e-19 6.351e-19 0.001 3.57 0
RightS097281 -37.5606 1.867 2.236e-16 1.969e-16 1.047e-16 0.001 5.83 0
RightS097282 -36.8296 1.7965 3.203e-19 4.87e-19 8.251e-19 0.0 3.88 0
RightS097284 -37.4674 2.1241 8.218000000000001e-20 1.334e-19 2.504e-19 0.001 5.35 0
RightS097289 -37.0918 1.9714 2.449e-20 4.7010000000000007e-20 1.356e-19 -0.0 4.59 0
RightS097292 -36.9799 1.9547 2.513e-16 4.337e-16 9.923e-16 -0.0 3.84 0
RightS097293 -37.0433 2.1291 8.393e-12 6.071e-12 2.291e-12 0.0 4.24 0
RightS097294 -37.1469 2.1743 3.465e-19 5.273e-19 9.261e-19 0.0 4.06 0
RightS097295 -36.9172 2.0026 1.077e-16 9.779e-17 5.863e-17 0.001 3.83 0
RightS097297 -36.7414 1.8835 1.384e-12 9.266e-13 3.007e-13 -0.0 3.64 0
RightS097299 -37.1937 1.7435 4.274e-19 6.051e-19 8.842e-19 0.0 5.71 0
RightS097300 -37.2233 2.0 1.293e-16 1.16e-16 6.712e-17 0.0 5.7 0
RightS097301 -37.6201 2.143 7.191e-17 1.251e-16 2.91e-16 0.0 5.27 0
RightS097302 -37.2646 1.6204 4.0870000000000006e-20 7.452e-20 1.866e-19 0.0 5.96 0
RightS097304 -37.5568 1.7885 5.2260000000000006e-20 9.619e-20 2.493e-19 0.0 5.65 0
RightS097306 -36.8955 2.1543 2.571e-19 3.774e-19 6.311e-19 -0.0 3.43 0
