Name X Y BlueF GreenF RedF Parallax RadialVelocity Variable?
BackS024444 32.3631 37.8695 2.453e-18 4.159e-18 8.986e-18 0.0 -116.25 0
BackS024448 32.26 37.8215 1.2e-20 1.5780000000000003e-20 2.031e-20 0.0 -116.39 0
BackS024449 32.2343 37.9001 1.769e-19 1.818e-19 1.391e-19 -0.0 -115.99 0
BackS024454 32.2494 37.8241 2.271e-18 5.958e-18 3.25e-17 0.0 -116.4 0
BackS024462 32.2434 37.8575 7.967000000000002e-20 8.734e-20 7.899e-20 -0.0 -115.64 0
BackS024464 32.2273 37.8245 3.302e-19 3.189e-19 2.184e-19 0.0 -116.41 0
BackS024469 32.2515 37.8377 3.3220000000000005e-20 4.051e-20 4.5560000000000007e-20 -0.001 -115.91 0
BackS024470 32.2305 37.8223 1.177e-18 2.106e-18 5.12e-18 -0.0 -115.51 0
BackS024475 32.2286 37.8421 1.988e-18 1.798e-18 1.028e-18 0.0 -116.05 0
BackS024476 32.2499 37.8396 2.2890000000000003e-20 2.787e-20 2.9290000000000005e-20 0.0 -115.92 0
BackS024478 32.2052 37.9066 2.456e-18 2.148e-18 1.155e-18 -0.0 -116.36 0
BackS024480 32.2305 37.8561 1.988e-20 2.421e-20 2.6410000000000003e-20 0.001 -116.0 0
BackS024483 32.2506 37.884 2.777e-19 2.865e-19 2.157e-19 -0.001 -115.72 0
BackS024486 32.0809 37.6542 2.836e-20 3.1910000000000005e-20 2.975e-20 0.0 -117.52 0
BackS024490 32.216 37.7624 1.313e-19 1.481e-19 1.334e-19 0.0 -117.73 0
BackS024491 32.2537 37.7576 9.643e-20 1.1e-19 1.058e-19 -0.002 -117.02 0
BackS024499 32.1692 37.8316 2.112e-20 2.6790000000000003e-20 3.2250000000000005e-20 -0.001 -116.93 0
BackS024509 32.1821 37.8058 8.209000000000001e-20 9.278e-20 8.800000000000001e-20 0.0 -117.26 0
BackS024510 32.0967 37.7065 3.716e-18 6.13e-18 1.185e-17 -0.0 -117.55 0
BackS024511 32.3205 37.9108 3.707e-19 3.655e-19 2.607e-19 0.001 -115.8 0
BackS024515 32.2471 37.8398 1.575e-18 1.406e-18 8.056e-19 -0.0 -115.83 0
BackS024520 32.1195 37.8809 2.129e-20 2.762e-20 3.306e-20 -0.0 -116.77 0
BackS024525 32.2103 37.8301 2.7e-18 4.518e-18 9.179e-18 0.0 -116.69 0
BackS024526 32.3086 37.8717 1.268e-20 1.718e-20 2.3100000000000003e-20 0.0 -116.02 0
BackS024537 32.2165 37.7944 7.182000000000001e-20 8.308e-20 7.737e-20 -0.0 -117.67 0
BackS024538 32.2214 37.7714 3.064e-19 3.131e-19 2.363e-19 -0.001 -117.61 0
BackS024539 32.2081 37.8212 1.126e-19 1.211e-19 1.013e-19 0.001 -117.07 0
BackS024542 32.2158 37.8062 2.4170000000000003e-20 3.007e-20 3.3490000000000006e-20 -0.0 -117.76 0
BackS024543 32.2281 37.847 1.58e-18 1.347e-18 7.265e-19 0.001 -116.01 0
BackS024546 32.2325 37.8181 2.38e-19 2.326e-19 1.633e-19 0.001 -116.66 0
BackS024547 32.2572 37.8321 1.581e-20 2.034e-20 2.471e-20 0.0 -116.13 0
BackS024549 32.2302 37.7973 2.381e-18 4.324e-18 1.081e-17 -0.0 -117.36 0
BackS024550 32.3157 37.9813 2.461e-19 4.37e-19 9.991e-19 0.001 -115.84 0
BackS024551 32.2161 37.8622 1.125e-18 1.817e-18 3.566e-18 0.0 -116.29 0
BackS024552 32.2264 37.8095 1.428e-20 1.953e-20 2.733e-20 0.0 -117.63 0
BackS024554 32.2211 37.8127 3.12e-20 3.983e-20 4.609e-20 -0.001 -117.58 0
BackS024560 32.305 37.787 2.318e-19 2.222e-19 1.475e-19 -0.0 -116.78 0
BackS024563 32.2015 37.8218 5.503e-19 5.167e-19 3.332e-19 -0.001 -116.87 0
BackS024565 32.2358 37.8302 5.509e-19 5.596e-19 4.26e-19 -0.0 -115.7 0
BackS024568 32.2307 37.8194 3.8460000000000006e-20 4.9240000000000005e-20 6.004e-20 0.001 -115.78 0
BackS024573 32.2309 37.8405 6.463e-19 6.067e-19 3.819e-19 0.0 -115.98 0
BackS024575 32.24 37.8166 5.548e-14 3.908e-14 1.429e-14 0.0 -116.74 0
BackS024581 32.2464 37.8532 1.299e-18 1.184e-18 6.85e-19 0.0 -115.51 0
BackS024586 32.1627 37.8689 1.514e-20 1.973e-20 2.449e-20 -0.001 -116.59 0
BackS024587 32.2146 37.8257 1.4640000000000003e-20 1.8920000000000003e-20 2.279e-20 -0.0 -116.64 0
BackS024588 32.2181 37.8108 1.842e-19 1.839e-19 1.295e-19 -0.0 -117.39 0
BackS024589 32.2552 37.8787 1.829e-18 3.268e-18 7.912e-18 0.0 -115.73 0
BackS024593 32.2217 37.8271 3.3010000000000005e-20 4.002e-20 4.415e-20 -0.0 -116.6 0
BackS024594 32.2052 37.809 6.175e-20 6.955000000000001e-20 6.446e-20 0.0 -117.24 0
BackS024596 32.2249 37.8302 1.034e-18 1.565e-18 2.669e-18 0.0 -116.25 0
BackS024601 32.2172 37.772 4.641e-18 1.252e-17 7.027e-17 0.0 -117.61 0
BackS024604 32.2155 37.8683 7.806e-19 1.74e-18 6.826e-18 -0.0 -116.12 0
BackS024611 32.307 37.8136 5.0260000000000006e-20 5.417e-20 4.4810000000000006e-20 0.0 -116.61 0
BackS024612 32.2568 37.8271 3.273e-18 4.964e-18 8.59e-18 -0.0 -116.32 0
BackS024615 32.241 37.8319 7.467000000000001e-20 8.413e-20 7.839000000000001e-20 0.001 -115.96 0
BackS024618 32.2266 37.8622 1.57e-19 1.674e-19 1.399e-19 0.0 -116.17 0
BackS024628 32.3309 37.8519 2.491e-18 3.926e-18 7.36e-18 -0.0 -116.35 0
BackS024629 32.2172 37.8017 3.719e-20 4.409e-20 4.595e-20 0.001 -117.86 0
BackS024635 32.2396 37.819 1.341e-18 2.327e-18 5.403e-18 0.0 -116.52 0
BackS024638 32.2291 37.7987 4.4390000000000006e-20 4.9430000000000006e-20 4.6270000000000005e-20 0.001 -117.33 0
BackS024642 32.1899 37.7912 7.681e-20 8.833000000000001e-20 8.393000000000001e-20 0.001 -117.74 0
BackS024646 32.2661 37.7304 2.971e-19 2.862e-19 1.89e-19 -0.001 -117.19 0
BackS024648 32.2574 37.7671 1.079e-18 9.527e-19 5.443e-19 0.0 -117.12 0
BackS024659 32.2272 37.8283 4.587e-19 4.327e-19 2.81e-19 -0.0 -115.97 0
BackS024661 32.1038 37.6881 7.452e-16 1.362e-15 3.583e-15 0.001 -117.64 0
BackS024663 32.2419 37.8207 1.5170000000000002e-20 1.9680000000000003e-20 2.4410000000000003e-20 0.0 -116.51 0
BackS024664 32.2287 37.7972 2.5090000000000004e-20 3.1840000000000005e-20 3.6540000000000005e-20 0.001 -117.34 0
BackS024667 32.2098 37.7836 9.069e-19 8.365e-19 5.291e-19 0.0 -117.77 0
BackS024674 32.2435 37.8327 2.515e-20 3.2460000000000005e-20 4.016e-20 0.001 -115.87 0
BackS024679 32.2352 37.7862 5.606e-19 5.251e-19 3.375e-19 0.001 -117.31 0
BackS024683 32.2026 37.7778 4.2250000000000006e-20 4.741e-20 4.389e-20 0.0 -117.9 0
BackS024684 32.2259 37.8206 5.29e-19 9.128e-19 1.969e-18 -0.0 -116.71 0
BackS024685 32.2282 37.8282 4.5100000000000005e-20 5.341e-20 5.4060000000000006e-20 0.001 -115.88 0
BackS024692 32.207 37.8052 4.408e-18 9.387e-18 3.189e-17 -0.001 -117.5 0
BackS024702 32.2718 37.8239 3.134e-20 3.6120000000000005e-20 3.429e-20 0.0 -116.47 0
BackS024705 32.2399 37.8447 1.516e-19 1.634e-19 1.394e-19 0.001 -115.84 0
BackS024706 32.231 37.8161 7.643000000000001e-20 9.093e-20 9.380000000000001e-20 0.0 -117.08 0
BackS024707 32.2113 37.782 2.745e-20 3.236e-20 3.259e-20 -0.0 -117.81 0
BackS024709 32.2526 37.8071 5.851000000000001e-20 6.328000000000001e-20 5.3240000000000005e-20 0.001 -116.87 0
BackS024711 32.2384 38.0104 1.371e-19 1.521e-19 1.35e-19 0.0 -116.24 0
BackS024713 32.2264 37.8735 8.242e-19 1.795e-18 6.434e-18 -0.0 -116.0 0
BackS024714 32.2787 37.9183 3.236e-19 3.175e-19 2.238e-19 0.001 -115.75 0
