Name X Y BlueF GreenF RedF Parallax RadialVelocity Variable?
LeftS086440 -0.6176 -15.3411 3.986e-17 3.034e-17 1.273e-17 0.001 -73.72 1
LeftS086441 -0.619 -15.3575 2.906e-17 2.298e-17 1.064e-17 0.0 -73.74 0
LeftS086442 -0.7537 -15.0791 1.19e-16 8.667e-17 3.369e-17 0.0 -75.94 0
LeftS086443 -0.6209 -15.3598 4.418e-18 7.765e-18 1.843e-17 0.001 -73.73 0
LeftS086444 -0.6272 -15.356 8.272e-19 8.195e-19 5.704e-19 0.0 -73.78 0
LeftS086445 -0.6303 -15.3512 1.225e-17 1.01e-17 4.995e-18 -0.0 -73.82 0
LeftS086446 -0.7463 -15.0639 2.17e-16 1.633e-16 6.822e-17 -0.001 -75.92 0
LeftS086447 -0.7414 -15.0557 1.457e-19 1.653e-19 1.52e-19 -0.0 -76.06 0
LeftS086448 -0.6409 -15.3653 1.882e-18 3.099e-18 6.354e-18 0.0 -73.77 0
LeftS086449 -0.6398 -15.3737 1.268e-16 9.228e-17 3.673e-17 -0.0 -73.92 0
LeftS086450 -0.7302 -15.0575 1.616e-19 1.885e-19 1.86e-19 0.001 -75.98 0
LeftS086451 -0.7271 -15.0573 6.609e-16 4.458e-16 1.517e-16 0.001 -75.93 0
LeftS086452 -0.7235 -15.0428 1.656e-13 1.186e-13 4.559e-14 0.001 -75.89 0
LeftS086453 -0.7198 -15.0465 9.299e-17 6.834e-17 2.646e-17 -0.0 -75.92 0
LeftS086454 -0.6937 -15.2201 1.252e-19 1.413e-19 1.318e-19 -0.001 -74.49 0
LeftS086455 -0.68 -15.2021 7.173e-17 5.657e-17 2.635e-17 0.0 -75.25 0
LeftS086456 -0.6975 -15.2244 2.879e-20 3.704e-20 4.3980000000000006e-20 0.0 -74.47 0
LeftS086457 -0.6819 -15.2016 2.197e-19 2.444e-19 2.171e-19 0.0 -75.26 0
LeftS086458 -0.697 -15.2222 3.756e-19 4.033e-19 3.308e-19 0.001 -74.54 0
LeftS086459 -0.6799 -15.2033 8.596e-19 8.814e-19 6.557e-19 0.0 -75.11 0
LeftS086461 -0.7003 -15.2214 1.798e-18 1.703e-18 1.126e-18 -0.001 -74.64 0
LeftS086462 -0.6995 -15.2206 2.184e-17 1.809e-17 8.835e-18 0.0 -74.71 0
LeftS086463 -0.6983 -15.2205 1.07e-17 9.04e-18 4.622e-18 -0.0 -74.7 0
LeftS086464 -0.6746 -15.2046 2.897e-18 5.051e-18 1.124e-17 -0.0 -74.96 0
LeftS086465 -0.6731 -15.2043 1.311e-16 9.389e-17 3.523e-17 -0.0 -75.03 0
LeftS086467 -0.7044 -15.2194 1.373e-18 1.304e-18 8.498e-19 -0.0 -74.78 0
LeftS086468 -0.6719 -15.2072 3.495e-17 2.742e-17 1.246e-17 0.0 -74.82 1
LeftS086469 -0.7073 -15.2156 3.669e-18 5.268e-18 8.362e-18 -0.0 -75.05 0
LeftS086470 -0.6677 -15.207 7.49e-18 6.166e-18 3.065e-18 0.001 -74.82 0
LeftS086471 -0.666 -15.2092 9.19e-19 9.306e-19 6.95e-19 0.001 -74.57 0
LeftS086472 -0.6684 -15.2101 4.521e-18 3.892e-18 2.036e-18 -0.0 -74.62 0
LeftS086473 -0.7088 -15.2127 8.159e-18 6.979e-18 3.83e-18 0.0 -75.12 0
LeftS086475 -0.7114 -15.2113 7.858e-18 6.192e-18 2.776e-18 -0.0 -75.17 0
LeftS086476 -0.6625 -15.2152 1.316e-17 1.065e-17 4.919e-18 -0.0 -74.33 0
LeftS086477 -0.7127 -15.2093 2.288e-17 1.771e-17 7.868e-18 -0.0 -75.35 1
LeftS086479 -0.6608 -15.2173 6.643e-20 8.104e-20 8.774000000000001e-20 -0.0 -74.34 0
LeftS086480 -0.6616 -15.2191 2.049e-17 1.643e-17 7.565e-18 -0.0 -74.31 0
LeftS086481 -0.7149 -15.2028 5.343e-17 3.936e-17 1.601e-17 -0.0 -75.57 0
LeftS086483 -0.72 -15.2012 2.25e-18 1.978e-18 1.058e-18 -0.0 -75.52 0
LeftS086484 -0.6619 -15.225 3.453e-18 5.068e-18 8.268e-18 0.001 -74.17 0
LeftS086485 -0.6607 -15.2249 1.293e-18 1.243e-18 8.415e-19 0.0 -74.11 0
LeftS086486 -0.6582 -15.2284 9.085e-18 1.526e-17 3.091e-17 0.0 -74.13 0
LeftS086488 -0.6553 -15.2311 7.497e-17 5.291e-17 1.88e-17 0.0 -74.01 0
LeftS086489 -0.6571 -15.2315 2.887e-18 6.041e-18 2.1e-17 -0.001 -73.96 0
LeftS086490 -0.717 -15.1887 4.072e-19 4.372e-19 3.643e-19 0.0 -75.86 0
LeftS086491 -0.658 -15.2356 2.238e-19 2.658e-19 2.683e-19 0.0 -73.89 0
LeftS086493 -0.6604 -15.2376 1.29e-17 1.024e-17 4.592e-18 0.0 -73.78 0
LeftS086495 -0.7212 -15.1825 1.537e-18 3.057e-18 9.172e-18 0.0 -75.97 0
LeftS086496 -0.7215 -15.1767 3.428e-18 5.622e-18 1.076e-17 0.0 -76.02 0
LeftS086497 -0.7181 -15.18 1.673e-17 1.308e-17 5.944e-18 0.0 -76.02 0
LeftS086500 -0.718 -15.1723 3.244e-19 3.548e-19 3.094e-19 0.001 -76.25 0
LeftS086501 -0.7179 -15.169 5.543e-17 4.157e-17 1.712e-17 0.0 -76.16 1
LeftS086502 -0.7211 -15.1687 1.473e-18 1.42e-18 9.434e-19 0.0 -76.07 0
LeftS086503 -0.7211 -15.1674 1.859e-18 1.714e-18 1.077e-18 0.0 -76.01 0
LeftS086504 -0.6548 -15.2666 1.785e-18 1.711e-18 1.129e-18 0.001 -73.66 0
LeftS086505 -0.6578 -15.2623 7.841e-18 6.887e-18 3.77e-18 -0.0 -73.58 0
LeftS086508 -0.7165 -15.1649 1.387e-18 1.344e-18 9.04e-19 0.001 -76.15 0
