Name Equat Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
BackS023071 38.6808 55.7076 5.35e-17 3.946e-17 1.489e-17 -0.0 -113.75 0
BackS023072 38.4897 55.9175 3.391e-18 5.301e-18 9.354e-18 0.0 -113.04 0
BackS023073 38.4916 55.9197 1.326e-18 1.188e-18 6.901e-19 0.001 -112.97 0
BackS023074 38.4924 55.9245 2.317e-14 1.582e-14 5.366e-15 -0.0 -113.06 0
BackS023075 38.5018 55.9144 3.088e-19 3.188e-19 2.437e-19 -0.0 -113.09 0
BackS023076 38.4989 55.9231 3.526e-19 3.424e-19 2.365e-19 0.0 -112.93 0
BackS023077 38.6572 55.6907 9.181e-17 6.374e-17 2.182e-17 -0.0 -113.75 0
BackS023078 38.5093 55.9333 4.9850000000000006e-20 5.762000000000001e-20 5.695e-20 0.001 -113.06 0
BackS023081 38.5243 55.9364 2.107e-16 1.42e-16 4.728e-17 0.0 -113.0 0
BackS023082 38.526 55.9422 1.507e-19 1.555e-19 1.235e-19 -0.0 -112.96 0
BackS023083 38.6317 55.6758 7.345e-18 6.01e-18 2.841e-18 -0.0 -113.74 0
BackS023084 38.6273 55.6683 5.775e-19 1.251e-18 4.464e-18 -0.0 -113.77 0
BackS023085 38.5425 55.9505 2.106e-17 1.623e-17 6.782e-18 0.001 -113.04 1
BackS023086 38.6139 55.6799 1.725e-17 1.332e-17 5.774e-18 -0.0 -113.81 1
BackS023087 38.6132 55.6625 9.657e-15 6.262e-15 1.932e-15 -0.0 -113.67 0
BackS023088 38.606 55.6557 2.104e-16 1.472e-16 5.322e-17 0.001 -113.78 1
BackS023089 38.5967 55.6787 7.361e-17 5.605e-17 2.338e-17 -0.0 -113.79 0
BackS023090 38.5967 55.651 4.644e-14 4.208e-14 2.458e-14 -0.0 -113.72 1
BackS023091 38.5763 55.9528 2.416e-18 2.03e-18 1.061e-18 -0.001 -113.18 0
BackS023092 38.5792 55.6612 1.23e-18 1.089e-18 6.22e-19 0.001 -113.66 0
BackS023093 38.5916 55.9521 2.631e-17 1.943e-17 7.901e-18 0.0 -113.01 0
BackS023094 38.5681 55.6655 8.904e-17 6.393e-17 2.328e-17 -0.0 -113.69 0
BackS023095 38.6028 55.9524 3.67e-17 2.732e-17 1.091e-17 -0.0 -113.13 0
BackS023097 38.6177 55.947 9.958e-17 7.115e-17 2.59e-17 0.001 -113.16 0
BackS023098 38.541 55.6665 2.499e-16 1.681e-16 5.586e-17 -0.0 -113.61 0
BackS023099 38.5368 55.6615 6.174e-18 5.06e-18 2.394e-18 0.0 -113.59 0
BackS023100 38.5248 55.6602 1.387e-16 9.519e-17 3.316e-17 -0.0 -113.68 0
BackS023101 38.6976 55.8039 4.438e-19 4.85e-19 4.306e-19 0.0 -113.59 0
BackS023103 38.4771 55.8153 5.766e-20 6.721000000000001e-20 6.594e-20 -0.0 -113.22 0
BackS023104 38.4571 55.8138 6.421e-18 5.069e-18 2.252e-18 0.0 -113.15 0
BackS023105 38.4585 55.8241 2.214e-18 3.928e-18 9.321e-18 -0.0 -113.17 0
BackS023106 38.4677 55.8202 1.335e-18 2.481e-18 6.441e-18 0.0 -113.19 0
BackS023108 38.6974 55.7937 3.073e-16 2.112e-16 7.207e-17 0.0 -113.65 0
BackS023109 38.4715 55.822 2.649e-18 6.753e-18 3.333e-17 0.0 -113.16 0
BackS023110 38.7016 55.7918 5.724e-18 1.169e-17 3.795e-17 -0.0 -113.62 0
BackS023111 38.7138 55.787 3.621e-18 9.13e-18 4.391e-17 -0.0 -113.68 0
BackS023112 38.4653 55.83 3.701e-18 3.059e-18 1.499e-18 0.0 -113.13 0
BackS023113 38.4629 55.8363 1.341e-18 1.21e-18 7.075e-19 -0.001 -113.2 0
BackS023114 38.6995 55.7805 2.987e-18 4.47e-18 7.354e-18 0.0 -113.72 0
BackS023116 38.4618 55.8349 1.144e-18 2.499e-18 9.085e-18 0.001 -113.13 0
BackS023117 38.7138 55.7732 1.372e-17 1.048e-17 4.34e-18 -0.001 -113.63 1
BackS023118 38.6963 55.7665 5.389e-19 5.238e-19 3.669e-19 -0.0 -113.77 0
BackS023119 38.458 55.8455 2.201e-18 3.981e-18 9.773e-18 0.0 -113.07 0
BackS023120 38.4676 55.8562 8.312e-14 7.752e-14 4.746e-14 0.0 -113.17 1
BackS023121 38.7014 55.7644 1.403e-18 2.567e-18 6.526e-18 -0.0 -113.62 0
BackS023122 38.7116 55.7647 1.282e-19 1.44e-19 1.349e-19 0.0 -113.71 0
BackS023123 38.4712 55.857 1.75e-18 3.303e-18 8.614e-18 -0.0 -113.09 0
BackS023124 38.7324 55.7619 1.302e-17 1.018e-17 4.533e-18 0.0 -113.69 1
BackS023125 38.4534 55.8648 1.9e-18 3.022e-18 5.679e-18 0.0 -113.09 0
BackS023126 38.4585 55.8604 6.466e-19 6.068e-19 3.715e-19 0.001 -113.13 0
BackS023128 38.6989 55.7398 2.646e-17 2.143e-17 9.823e-18 0.001 -113.7 0
BackS023129 38.458 55.8774 1.901e-20 2.587e-20 3.511e-20 -0.001 -113.1 0
BackS023130 38.4769 55.8752 1.0580000000000002e-20 1.4720000000000002e-20 2.008e-20 -0.0 -113.06 0
BackS023132 38.4613 55.8757 1.752e-18 1.553e-18 9.002e-19 0.0 -113.06 0
BackS023133 38.4559 55.8781 5.326e-18 4.03e-18 1.675e-18 0.001 -113.03 0
BackS023134 38.4745 55.888 1.404e-17 1.107e-17 4.872e-18 -0.0 -113.07 1
BackS023135 38.6917 55.7217 6.196e-19 5.938e-19 3.894e-19 -0.001 -113.78 0
BackS023136 38.4707 55.9023 5.608e-17 4.079e-17 1.55e-17 -0.0 -113.04 0
BackS023137 38.4778 55.9035 7.701e-14 6.378e-14 3.118e-14 0.001 -113.1 1
BackS023138 38.4764 55.9115 3.433e-17 2.597e-17 1.098e-17 0.0 -113.03 1
BackS023139 38.6944 55.7169 2.29e-18 2.001e-18 1.077e-18 -0.001 -113.8 0
BackS023140 38.4827 55.9001 3.352e-19 3.407e-19 2.566e-19 0.001 -113.03 0
BackS023141 38.6815 55.7264 2.204e-18 4.412e-18 1.338e-17 -0.001 -113.8 0
BackS023142 38.6782 55.7087 2.257e-19 2.239e-19 1.601e-19 -0.0 -113.77 0
BackS023143 38.4842 55.9109 2.195e-16 1.579e-16 5.676e-17 -0.0 -113.06 0
BackS023145 38.4967 55.902 2.712e-19 2.953e-19 2.446e-19 -0.0 -113.06 0
BackS023146 38.4952 55.9056 3.709e-17 2.82e-17 1.146e-17 -0.0 -113.14 0
BackS023147 38.5041 55.9169 6.512e-18 5.247e-18 2.553e-18 0.001 -113.03 0
BackS023148 38.6645 55.7041 4.5770000000000006e-20 5.863000000000001e-20 6.932000000000001e-20 0.0 -113.75 0
BackS023149 38.6568 55.7089 1.107e-19 1.204e-19 1.04e-19 -0.001 -113.9 0
BackS023150 38.6624 55.6731 3.541e-18 2.942e-18 1.427e-18 0.001 -113.78 0
BackS023151 38.6601 55.6862 4.6950000000000006e-20 6.126e-20 7.795000000000001e-20 -0.001 -113.81 0
BackS023152 38.5191 55.9243 1.4470000000000002e-20 1.96e-20 2.587e-20 0.0 -113.08 0
BackS023153 38.6507 55.6984 7.834000000000001e-20 8.809000000000002e-20 8.148000000000001e-20 -0.0 -113.82 0
BackS023154 38.6385 55.6962 1.557e-18 1.357e-18 7.715e-19 -0.0 -113.78 0
BackS023155 38.5273 55.9117 5.655e-19 5.422e-19 3.507e-19 -0.0 -113.09 0
BackS023156 38.5269 55.9408 4.638e-18 1.087e-17 4.583e-17 0.0 -113.13 0
BackS023157 38.5339 55.9348 7.373e-17 5.254e-17 1.917e-17 0.001 -113.12 0
BackS023158 38.539 55.9442 8.299e-19 8.124e-19 5.69e-19 0.0 -113.11 0
BackS023159 38.5378 55.9517 2.68e-17 2.041e-17 8.263e-18 0.0 -113.13 0
BackS023160 38.6153 55.6679 2.131e-18 3.817e-18 9.416e-18 0.0 -113.83 0
BackS023161 38.5545 55.9369 7.636e-19 1.305e-18 2.776e-18 0.001 -113.09 0
BackS023162 38.6032 55.6802 5.187e-19 8.565e-19 1.692e-18 -0.0 -113.78 0
BackS023163 38.5976 55.679 2.434e-19 2.465e-19 1.915e-19 -0.001 -113.76 0
BackS023164 38.5722 55.9472 8.591e-20 9.48e-20 8.364e-20 0.0 -113.09 0
BackS023165 38.5773 55.9525 1.06e-18 1.857e-18 4.347e-18 0.001 -113.16 0
BackS023166 38.5793 55.6551 9.791e-20 1.119e-19 1.034e-19 0.001 -113.84 0
BackS023167 38.5838 55.9641 2.386e-17 1.957e-17 9.577e-18 0.0 -113.16 0
BackS023172 38.6214 55.9368 1.24e-17 9.77e-18 4.499e-18 -0.0 -113.23 1
BackS023173 38.6285 55.924 3.247e-18 2.731e-18 1.336e-18 0.001 -113.24 0
BackS023175 38.638 55.9349 1.128e-18 2.229e-18 6.563e-18 0.0 -113.19 0
BackS023178 38.6504 55.9454 5.739e-18 4.673e-18 2.269e-18 0.0 -113.21 0
BackS023179 38.667 55.9331 1.183e-18 1.053e-18 6.133e-19 0.0 -113.23 0
BackS023180 38.5052 55.6942 9.113e-14 7.464e-14 3.653e-14 -0.0 -113.63 1
