Name Equat Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
BackS030278 33.8259 64.5336 5.284e-19 4.961e-19 3.044e-19 0.001 -111.82 0
BackS030283 33.927 64.8357 3.3700000000000005e-20 3.865e-20 3.786e-20 0.001 -112.98 0
BackS030286 34.0325 64.5986 1.796e-19 1.877e-19 1.472e-19 -0.0 -113.02 0
BackS030292 33.9408 64.6167 4.276e-19 4.197e-19 2.968e-19 -0.0 -112.96 0
BackS030301 33.862 64.7803 2.535e-20 3.369e-20 4.325e-20 -0.0 -112.22 0
BackS030305 33.8322 64.7925 1.5230000000000002e-20 2.003e-20 2.5540000000000003e-20 -0.0 -112.94 0
BackS030309 33.8846 64.5824 2.104e-19 2.195e-19 1.759e-19 0.001 -112.58 0
BackS030312 33.862 64.7661 4.386e-19 4.204e-19 2.847e-19 0.0 -113.03 0
BackS030313 33.701 64.7488 2.224e-20 2.829e-20 3.25e-20 -0.001 -111.71 0
BackS030321 33.7072 64.5182 2.005e-19 2.105e-19 1.638e-19 0.001 -113.09 0
BackS030323 34.0157 64.7468 4.509e-18 1.05e-17 4.259e-17 -0.0 -111.61 0
BackS030324 33.7469 64.8434 2.3780000000000003e-20 2.8940000000000005e-20 3.201e-20 -0.0 -111.63 0
BackS030326 33.7827 64.7326 1.8060000000000003e-20 2.342e-20 2.884e-20 0.0 -112.26 0
BackS030332 33.9867 64.6644 4.162e-20 5.3380000000000005e-20 6.191e-20 -0.0 -112.18 0
BackS030333 33.6217 64.8555 2.543e-20 3.257e-20 3.9560000000000006e-20 0.0 -113.15 0
BackS030335 33.8626 64.6279 2.555e-18 4.395e-18 1.004e-17 0.0 -111.92 0
BackS030341 33.8919 64.5018 6.646e-19 1.366e-18 4.341e-18 -0.0 -112.34 0
BackS030342 33.8122 64.678 1.397e-20 1.788e-20 2.1650000000000003e-20 0.001 -111.78 0
BackS030343 34.0922 64.5461 1.7760000000000002e-20 2.3820000000000003e-20 3.1100000000000003e-20 -0.0 -112.62 0
BackS030346 33.8068 64.6491 1.01e-18 1.667e-18 3.437e-18 -0.0 -111.69 0
BackS030347 33.7088 64.5676 2.212e-19 2.269e-19 1.796e-19 -0.0 -111.6 0
BackS030350 33.7852 64.7411 1.074e-20 1.557e-20 2.47e-20 -0.0 -112.31 0
BackS030351 33.8383 64.5574 1.278e-19 1.353e-19 1.115e-19 0.0 -113.05 0
BackS030352 33.761 64.6205 8.652e-19 1.721e-18 5.25e-18 -0.0 -113.09 0
BackS030353 33.915 64.5352 4.759e-19 4.599e-19 3.148e-19 -0.0 -113.1 0
BackS030354 33.8019 64.5025 6.131e-19 5.941e-19 4.081e-19 0.0 -112.26 0
BackS030356 33.8067 64.7576 1.154e-20 1.5480000000000002e-20 2.0990000000000003e-20 0.0 -112.5 0
BackS030366 33.7916 64.6409 4.0320000000000006e-20 4.912e-20 5.3850000000000006e-20 -0.0 -111.79 0
BackS030369 33.8347 64.8057 1.033e-18 2.066e-18 6.361e-18 0.001 -112.47 0
BackS030371 33.7246 64.5696 2.2850000000000003e-20 2.877e-20 3.525e-20 0.0 -112.82 0
BackS030378 33.8566 64.7718 3.3630000000000005e-20 4.242e-20 4.857e-20 0.001 -112.39 0
BackS030379 33.7695 64.9812 1.447e-19 1.476e-19 1.136e-19 -0.0 -113.03 0
BackS030381 34.0502 64.7097 1.567e-19 1.628e-19 1.238e-19 -0.0 -112.48 0
BackS030385 33.9133 64.5768 1.35e-18 2.561e-18 6.697e-18 0.0 -111.69 0
BackS030388 33.7815 64.5826 2.6300000000000003e-20 3.2730000000000006e-20 3.7630000000000006e-20 -0.0 -112.95 0
BackS030389 33.8376 64.56 1.293e-19 1.418e-19 1.216e-19 0.0 -112.85 0
BackS030392 33.8008 64.5501 1.012e-20 1.418e-20 2.1090000000000003e-20 -0.0 -112.49 0
