Name Equat Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
FrontS092997 224.9473 95.0091 1.8540000000000003e-20 3.65e-20 1.069e-19 0.0 4.33 0
FrontS093100 224.9483 95.5055 8.452000000000001e-20 1.458e-19 3.376e-19 0.001 3.47 0
FrontS093353 224.9271 95.1772 4.7580000000000005e-20 9.445e-20 2.722e-19 0.001 3.38 0
FrontS093549 224.9289 95.0149 2.043e-16 3.996e-16 1.164e-15 0.001 3.31 0
RightS079864 273.7771 97.4421 2.008e-20 2.691e-20 3.5790000000000004e-20 0.0 -47.41 0
RightS079900 270.9704 97.2674 2.464e-20 3.312e-20 4.3710000000000005e-20 0.001 -50.66 0
RightS079912 270.9762 97.2494 1.07e-18 1.044e-18 7.269e-19 0.0 -50.46 0
RightS079959 270.9303 97.2312 3.965e-19 4.274e-19 3.603e-19 -0.0 -50.57 0
RightS079991 271.033 97.3073 4.569e-20 5.773e-20 6.597000000000001e-20 -0.001 -49.06 0
RightS079992 271.0385 97.3355 3.906e-14 2.647e-14 9.115e-15 0.0 -48.32 0
RightS080010 270.9916 97.2977 3.789e-19 3.908e-19 2.988e-19 -0.0 -48.69 0
RightS080023 271.0002 97.2724 1.195e-13 9.006e-14 3.73e-14 0.0 -50.05 1
RightS080028 270.9896 97.293 2.914e-20 3.986e-20 5.460000000000001e-20 -0.001 -49.89 0
RightS080033 270.9371 97.2191 3.442e-20 4.159e-20 4.4460000000000006e-20 0.0 -51.17 0
RightS080042 270.9515 97.2499 2.185e-18 1.937e-18 1.058e-18 0.001 -51.24 0
RightS080079 270.987 97.2746 2.008e-18 1.777e-18 1.018e-18 0.0 -50.24 0
RightS080119 271.0098 97.3125 3.511e-20 4.659e-20 5.878e-20 0.0 -49.45 0
RightS080167 271.0242 97.2958 5.142e-14 3.684e-14 1.389e-14 0.0 -49.44 0
RightS080174 271.175 97.5052 5.522e-20 6.448e-20 6.330000000000001e-20 0.001 -48.53 0
RightS080185 270.9318 97.2108 3.084e-18 2.693e-18 1.518e-18 -0.0 -51.16 0
RightS080222 271.0222 97.3043 2.355e-19 2.614e-19 2.314e-19 -0.0 -48.75 0
RightS080233 271.0372 97.289 1.441e-18 2.319e-18 4.382e-18 -0.0 -48.97 0
RightS080240 270.9402 97.3351 2.711e-18 4.514e-18 9.523e-18 -0.001 -49.88 0
RightS080279 271.0138 97.3285 1.865e-19 2.1e-19 1.937e-19 -0.0 -48.55 0
RightS080280 270.9742 97.3339 1.138e-18 2.077e-18 5.239e-18 0.0 -48.36 0
RightS080286 271.0195 97.3602 1.214e-18 2.245e-18 5.864e-18 0.001 -48.49 0
RightS080287 270.9938 97.2976 1.69e-20 2.239e-20 3.03e-20 0.0 -49.55 0
RightS097227 230.5926 88.1211 1.636e-19 2.663e-19 5.137e-19 0.0 3.84 0
RightS097233 230.5374 88.1001 2.289e-18 2.9e-18 3.328e-18 0.0 4.2 0
RightS097236 230.6108 88.0166 7.564e-19 9.989e-19 1.315e-18 0.001 4.25 0
