Name Equat Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
BackS018142 39.6918 59.5865 2.952e-20 3.547e-20 3.6810000000000005e-20 -0.0 -113.85 0
BackS018143 39.8119 59.4733 2.756e-19 2.635e-19 1.692e-19 0.001 -114.05 0
BackS018144 39.8186 59.4619 1.209e-19 1.345e-19 1.19e-19 0.0 -112.37 0
BackS018147 39.8045 59.4433 6.368000000000001e-20 7.454e-20 7.37e-20 -0.0 -112.66 0
BackS018149 39.8192 59.484 1.645e-20 2.176e-20 2.7150000000000005e-20 0.001 -113.61 0
BackS018150 39.7835 59.4987 1.905e-20 2.3990000000000003e-20 2.72e-20 0.001 -114.2 0
BackS018154 39.7975 59.4315 5.269e-14 3.962e-14 1.657e-14 0.0 -112.67 1
BackS018155 39.6593 59.4978 4.1850000000000005e-20 4.7840000000000007e-20 4.733e-20 0.001 -113.59 0
BackS018158 39.7944 59.48 1.45e-19 1.492e-19 1.107e-19 -0.0 -113.82 0
BackS018159 39.8357 59.5392 8.53e-20 9.794000000000001e-20 9.614000000000001e-20 0.0 -113.68 0
BackS018160 39.8016 59.5347 7.943e-19 7.659e-19 5.386e-19 -0.0 -113.87 0
BackS018162 39.813 59.4569 1.2890000000000002e-20 1.6380000000000002e-20 1.879e-20 -0.0 -112.67 0
BackS018163 39.8134 59.487 6.059000000000001e-20 7.037000000000001e-20 7.085e-20 0.0 -113.92 0
BackS018166 39.8015 59.4398 4.082e-18 6.422e-18 1.185e-17 0.0 -112.66 0
BackS018170 39.8373 59.4577 3.078e-18 2.7e-18 1.431e-18 0.001 -112.31 0
BackS018171 39.765 59.4402 2.798e-18 4.596e-18 9.409e-18 0.0 -113.19 0
BackS018173 39.6257 59.4592 4.009e-19 3.863e-19 2.559e-19 -0.0 -113.42 0
BackS018174 39.803 59.4762 1.417e-18 1.305e-18 7.781e-19 0.0 -113.84 0
BackS018176 39.8188 59.4374 9.01e-20 1.007e-19 8.982000000000002e-20 0.0 -112.47 0
BackS018179 39.8657 59.423 3.008e-20 3.5910000000000005e-20 3.8250000000000006e-20 -0.0 -112.36 0
BackS018180 39.8002 59.4467 3.2e-19 3.306e-19 2.613e-19 0.001 -112.71 0
BackS018186 39.8494 59.4254 1.764e-19 1.868e-19 1.552e-19 -0.001 -112.31 0
BackS018189 39.8411 59.4559 1.217e-18 1.14e-18 6.869e-19 0.001 -112.27 0
BackS018190 39.8491 59.4973 1.018e-18 9.241e-19 5.431e-19 -0.001 -113.43 0
BackS018194 39.7339 59.3171 1.619e-18 1.407e-18 7.691e-19 0.0 -112.95 0
BackS018196 39.7251 59.4602 2.168e-19 2.279e-19 1.854e-19 0.0 -113.41 0
BackS018200 39.782 59.4097 2.9500000000000004e-20 3.744e-20 4.5030000000000005e-20 0.0 -112.84 0
BackS018201 39.8253 59.4648 9.545e-20 1.065e-19 9.732e-20 -0.0 -112.59 0
BackS018203 39.8122 59.4695 8.913000000000001e-20 9.48e-20 7.801000000000001e-20 0.0 -114.36 0
BackS018207 39.8748 59.4052 3.017e-20 3.8610000000000005e-20 4.706e-20 0.0 -112.46 0
BackS018216 39.8051 59.3462 3.039e-19 2.953e-19 1.945e-19 -0.0 -112.58 0
BackS018221 39.8611 59.4542 1.822e-20 2.398e-20 2.921e-20 0.0 -112.48 0
BackS018226 39.8436 59.4059 5.554000000000001e-20 6.449e-20 6.301e-20 -0.0 -112.44 0
BackS018229 39.7668 59.4667 2.555e-14 1.719e-14 5.804e-15 0.0 -113.57 0
BackS018233 39.8009 59.4374 5.1230000000000006e-20 6.160000000000001e-20 6.473000000000001e-20 0.0 -112.59 0
BackS018237 39.8093 59.4654 1.144e-19 1.238e-19 1.055e-19 -0.001 -112.52 0
BackS018238 39.8238 59.4558 9.159e-19 1.528e-18 3.171e-18 0.0 -112.43 0
BackS018239 39.7701 59.4931 4.519e-20 5.293e-20 5.2390000000000013e-20 -0.0 -114.0 0
BackS018241 39.8238 59.479 1.4850000000000002e-20 1.9060000000000003e-20 2.246e-20 -0.001 -113.39 0
BackS018242 39.8448 59.3889 6.261e-14 4.456e-14 1.62e-14 0.001 -112.35 0
BackS018245 39.8635 59.3836 3.851e-20 4.4810000000000006e-20 4.345e-20 0.001 -112.35 0
BackS018249 39.8113 59.4684 1.162e-20 1.5540000000000003e-20 2.056e-20 0.0 -114.07 0
BackS018254 39.8268 59.4843 7.574e-20 8.602000000000001e-20 8.088e-20 -0.0 -113.53 0
BackS018259 39.804 59.4792 1.5e-18 1.4e-18 8.762e-19 0.0 -114.02 0
BackS018261 39.8307 59.4452 9.317e-19 2.015e-18 7.028e-18 -0.0 -112.4 0
BackS018269 39.7194 59.4581 2.034e-19 2.094e-19 1.623e-19 -0.001 -113.47 0
BackS018274 39.85 59.4562 9.658e-19 1.893e-18 5.478e-18 0.001 -112.38 0
BackS018283 39.8348 59.4504 1.036e-19 1.184e-19 1.165e-19 -0.0 -112.31 0
BackS018293 39.8014 59.4441 8.705000000000001e-20 9.32e-20 7.796e-20 -0.0 -112.67 0
BackS018301 39.7154 59.4409 2.283e-20 2.7850000000000004e-20 2.96e-20 0.0 -113.35 0
BackS018310 39.8064 59.4711 4.6340000000000005e-20 5.723e-20 6.422000000000001e-20 0.001 -113.69 0
BackS018312 39.57 59.5855 6.227000000000001e-20 7.489e-20 7.886000000000001e-20 0.0 -113.62 0
BackS018318 39.7148 59.4961 9.856e-14 8.312e-14 4.148e-14 0.001 -113.71 1
BackS018320 39.7601 59.5107 1.191e-19 1.325e-19 1.173e-19 -0.001 -113.98 0
BackS018324 39.8142 59.4634 1.312e-19 1.386e-19 1.116e-19 0.0 -112.48 0
BackS018325 39.8393 59.4531 8.598e-20 9.876e-20 9.410000000000001e-20 -0.0 -112.32 0
BackS018326 39.8115 59.4739 4.507e-18 3.838e-18 1.963e-18 -0.0 -113.87 0
BackS018327 39.8376 59.4981 1.312e-19 1.4e-19 1.148e-19 -0.0 -113.51 0
BackS018336 39.8146 59.4693 1.115e-18 1.01e-18 6.021e-19 0.001 -112.61 0
