Name Equat Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
LeftS084258 88.2136 107.2597 3.612e-19 3.796e-19 3.083e-19 0.0 -70.18 0
LeftS084261 88.1576 107.2689 1.911e-20 2.702e-20 4.001e-20 -0.0 -69.36 0
LeftS084266 88.1753 107.267 8.265000000000001e-20 9.538e-20 9.383e-20 0.001 -69.78 0
LeftS084267 88.2273 107.2781 1.762e-17 1.376e-17 6.05e-18 0.0 -71.58 0
LeftS084269 88.2355 107.2905 1.672e-18 1.639e-18 1.116e-18 -0.0 -69.89 0
LeftS084271 88.1968 107.3259 5.182e-17 3.933e-17 1.658e-17 -0.0 -71.64 1
LeftS084272 88.2412 107.2463 6.18e-19 6.371e-19 4.847e-19 0.0 -70.04 0
LeftS084273 88.2656 107.2715 3.93e-18 8.044e-18 2.602e-17 0.001 -69.41 0
LeftS084274 88.2299 107.241 2.216e-17 1.768e-17 7.95e-18 -0.0 -70.14 1
LeftS084275 88.1885 107.2589 1.07e-13 7.681e-14 2.798e-14 -0.001 -71.27 0
LeftS084276 88.2088 107.2914 2.0820000000000003e-20 2.6540000000000004e-20 3.2340000000000004e-20 0.001 -70.27 0
LeftS084277 88.2448 107.2939 2.5100000000000003e-20 3.6330000000000005e-20 5.602e-20 0.0 -69.71 0
LeftS084278 88.1768 107.2776 3.366e-20 4.312e-20 5.224e-20 0.0 -69.46 0
LeftS084280 88.2006 107.2777 1.814e-20 2.5610000000000003e-20 3.782e-20 -0.0 -70.85 0
LeftS084281 88.2062 107.2967 1.351e-17 1.179e-17 6.395e-18 -0.001 -70.64 0
LeftS084283 88.2 107.228 1.933e-19 2.146e-19 1.897e-19 0.001 -69.17 0
LeftS084284 88.2002 107.2522 4.5560000000000007e-20 5.96e-20 7.430000000000001e-20 -0.0 -71.01 0
LeftS084285 88.1814 107.241 1.736e-19 2.047e-19 1.976e-19 -0.0 -69.61 0
LeftS084287 88.1941 107.2356 2.165e-18 2.139e-18 1.459e-18 -0.0 -69.39 0
LeftS084289 88.1681 107.2494 1.6610000000000003e-20 2.256e-20 3.0940000000000005e-20 -0.0 -70.9 0
LeftS084290 88.2292 107.2106 1.024e-19 1.247e-19 1.317e-19 0.001 -71.14 0
LeftS084292 88.2304 107.2578 8.429e-18 1.27e-17 2.131e-17 0.001 -70.61 0
LeftS084296 88.1936 107.2554 4.5e-20 5.623e-20 6.362e-20 -0.0 -71.92 0
LeftS084297 88.2014 107.2953 3.002e-18 2.798e-18 1.808e-18 0.0 -71.27 0
LeftS084298 88.1977 107.3027 8.375e-19 1.26e-18 2.126e-18 -0.0 -70.89 0
LeftS084299 88.1982 107.2825 3.543e-19 3.638e-19 2.787e-19 0.0 -70.6 0
LeftS084301 88.1644 107.2585 7.101e-18 6.067e-18 3.284e-18 0.0 -70.78 0
LeftS084308 88.2538 107.2772 1.153e-17 2.35e-17 7.787e-17 0.001 -70.46 0
LeftS084309 88.2131 107.2983 1.869e-19 2.043e-19 1.784e-19 -0.001 -71.74 0
LeftS084311 88.203 107.1876 3.323e-17 2.661e-17 1.22e-17 -0.0 -71.61 0
LeftS084312 88.218 107.2845 1.4820000000000002e-20 2.0300000000000003e-20 2.7910000000000005e-20 -0.0 -72.15 0
LeftS084313 88.1736 107.2984 2.656e-18 3.788e-18 5.69e-18 0.001 -71.25 0
LeftS084314 88.211 107.2339 1.829e-18 2.852e-18 5.054e-18 -0.0 -70.55 0
LeftS084315 88.2184 107.291 1.534e-19 1.93e-19 2.153e-19 -0.0 -71.62 0
LeftS084318 88.2235 107.2733 1.695e-13 1.242e-13 4.888e-14 -0.0 -70.83 0
LeftS084319 88.2057 107.2554 6.356e-19 6.758e-19 5.509e-19 -0.0 -70.71 0
LeftS084320 88.2002 107.2628 1.68e-18 1.65e-18 1.153e-18 -0.0 -70.49 0
LeftS084324 88.2084 107.2741 2.773e-18 2.56e-18 1.56e-18 -0.0 -70.47 0
LeftS084326 88.1978 107.2592 5.425e-18 4.423e-18 2.101e-18 -0.0 -72.03 0
LeftS084327 88.2104 107.2912 3.156e-17 2.489e-17 1.144e-17 -0.0 -70.7 0
LeftS084328 88.1997 107.2831 5.432e-19 5.743e-19 4.697e-19 0.001 -71.51 0
LeftS084330 88.2334 107.2421 6.102e-17 1.554e-16 7.545e-16 -0.001 -70.52 0
LeftS084331 88.2275 107.2589 1.113e-20 1.619e-20 2.532e-20 -0.0 -71.02 0
LeftS084332 88.2263 107.2482 5.069e-18 4.554e-18 2.623e-18 -0.0 -69.97 0
LeftS084333 88.1658 107.2778 4.053e-19 4.24e-19 3.433e-19 0.002 -70.11 0
LeftS084335 88.2207 107.2333 2.025e-20 2.6620000000000003e-20 3.415e-20 -0.0 -72.23 0
LeftS084337 88.229 107.2687 7.985e-19 7.691e-19 4.9e-19 0.001 -70.64 0
LeftS084340 88.2182 107.2704 1.292e-19 1.516e-19 1.589e-19 -0.0 -70.04 0
LeftS084344 88.1859 107.2448 5.37e-18 1.048e-17 2.979e-17 0.001 -71.57 0
LeftS084345 88.1915 107.2834 1.385e-17 1.095e-17 4.844e-18 -0.001 -71.37 0
LeftS084348 88.2238 107.2868 1.864e-18 3.498e-18 9.269e-18 -0.0 -69.15 0
LeftS084350 88.2166 107.2376 5.072e-18 4.677e-18 2.816e-18 -0.001 -70.17 0
LeftS084351 88.1861 107.2146 1.194e-20 1.718e-20 2.56e-20 -0.001 -70.49 0
LeftS084353 88.2341 107.2553 1.011e-13 7.078e-14 2.586e-14 -0.0 -69.39 0
LeftS084355 88.2201 107.2414 2.6e-20 3.5510000000000004e-20 5.0610000000000006e-20 -0.001 -71.07 0
LeftS084356 88.1951 107.2594 1.002e-18 9.868e-19 6.723e-19 -0.0 -69.11 0
LeftS084357 88.2084 107.2359 2.393e-19 2.747e-19 2.616e-19 -0.001 -70.79 0
LeftS084360 88.2104 107.2733 2.852e-17 2.211e-17 9.647e-18 -0.001 -70.66 1
LeftS084363 88.2314 107.2084 2.452e-17 1.922e-17 8.422e-18 -0.0 -71.66 1
