Name X Y BlueF GreenF RedF Parallax RadialVelocity Variable?
LeftS084256 -1.3916 -14.0029 6.98e-18 1.59e-17 6.124e-17 -0.0 -70.47 0
LeftS084257 -1.3866 -13.9393 2.803e-18 2.612e-18 1.597e-18 0.0 -70.35 0
LeftS084258 -1.4035 -13.988 3.612e-19 3.796e-19 3.083e-19 0.0 -70.18 0
LeftS084261 -1.4475 -13.9964 1.911e-20 2.702e-20 4.001e-20 -0.0 -69.36 0
LeftS084266 -1.4336 -13.9946 8.265000000000001e-20 9.538e-20 9.383e-20 0.001 -69.78 0
LeftS084267 -1.3927 -14.0038 1.762e-17 1.376e-17 6.05e-18 0.0 -71.58 0
LeftS084269 -1.3863 -14.0144 1.672e-18 1.639e-18 1.116e-18 -0.0 -69.89 0
LeftS084271 -1.4167 -14.0452 5.182e-17 3.933e-17 1.658e-17 -0.0 -71.64 1
LeftS084272 -1.3818 -13.9763 6.18e-19 6.371e-19 4.847e-19 0.0 -70.04 0
LeftS084273 -1.3626 -13.9978 3.93e-18 8.044e-18 2.602e-17 0.001 -69.41 0
LeftS084274 -1.3907 -13.9718 2.216e-17 1.768e-17 7.95e-18 -0.0 -70.14 1
LeftS084275 -1.4232 -13.9875 1.07e-13 7.681e-14 2.798e-14 -0.001 -71.27 0
LeftS084276 -1.4073 -14.0154 2.0820000000000003e-20 2.6540000000000004e-20 3.2340000000000004e-20 0.001 -70.27 0
LeftS084277 -1.379 -14.0173 2.5100000000000003e-20 3.6330000000000005e-20 5.602e-20 0.0 -69.71 0
LeftS084278 -1.4324 -14.0037 3.366e-20 4.312e-20 5.224e-20 0.0 -69.46 0
LeftS084280 -1.4137 -14.0036 1.814e-20 2.5610000000000003e-20 3.782e-20 -0.0 -70.85 0
LeftS084281 -1.4093 -14.02 1.351e-17 1.179e-17 6.395e-18 -0.001 -70.64 0
LeftS084283 -1.4142 -13.9608 1.933e-19 2.146e-19 1.897e-19 0.001 -69.17 0
LeftS084284 -1.414 -13.9817 4.5560000000000007e-20 5.96e-20 7.430000000000001e-20 -0.0 -71.01 0
LeftS084285 -1.4288 -13.9722 1.736e-19 2.047e-19 1.976e-19 -0.0 -69.61 0
LeftS084287 -1.4188 -13.9674 2.165e-18 2.139e-18 1.459e-18 -0.0 -69.39 0
LeftS084289 -1.4393 -13.9795 1.6610000000000003e-20 2.256e-20 3.0940000000000005e-20 -0.0 -70.9 0
LeftS084290 -1.3912 -13.9456 1.024e-19 1.247e-19 1.317e-19 0.001 -71.14 0
LeftS084292 -1.3903 -13.9863 8.429e-18 1.27e-17 2.131e-17 0.001 -70.61 0
LeftS084296 -1.4192 -13.9845 4.5e-20 5.623e-20 6.362e-20 -0.0 -71.92 0
LeftS084297 -1.4131 -14.0188 3.002e-18 2.798e-18 1.808e-18 0.0 -71.27 0
LeftS084298 -1.416 -14.0252 8.375e-19 1.26e-18 2.126e-18 -0.0 -70.89 0
LeftS084299 -1.4156 -14.0078 3.543e-19 3.638e-19 2.787e-19 0.0 -70.6 0
LeftS084301 -1.4422 -13.9874 7.101e-18 6.067e-18 3.284e-18 0.0 -70.78 0
LeftS084308 -1.3719 -14.0028 1.153e-17 2.35e-17 7.787e-17 0.001 -70.46 0
LeftS084309 -1.4039 -14.0213 1.869e-19 2.043e-19 1.784e-19 -0.001 -71.74 0
LeftS084311 -1.4118 -13.926 3.323e-17 2.661e-17 1.22e-17 -0.0 -71.61 0
LeftS084312 -1.4 -14.0094 1.4820000000000002e-20 2.0300000000000003e-20 2.7910000000000005e-20 -0.0 -72.15 0
LeftS084313 -1.4349 -14.0217 2.656e-18 3.788e-18 5.69e-18 0.001 -71.25 0
LeftS084314 -1.4055 -13.9658 1.829e-18 2.852e-18 5.054e-18 -0.0 -70.55 0
LeftS084315 -1.3997 -14.015 1.534e-19 1.93e-19 2.153e-19 -0.0 -71.62 0
LeftS084318 -1.3957 -13.9997 1.695e-13 1.242e-13 4.888e-14 -0.0 -70.83 0
LeftS084319 -1.4097 -13.9844 6.356e-19 6.758e-19 5.509e-19 -0.0 -70.71 0
LeftS084320 -1.414 -13.9908 1.68e-18 1.65e-18 1.153e-18 -0.0 -70.49 0
LeftS084324 -1.4076 -14.0005 2.773e-18 2.56e-18 1.56e-18 -0.0 -70.47 0
LeftS084326 -1.4159 -13.9877 5.425e-18 4.423e-18 2.101e-18 -0.0 -72.03 0
LeftS084327 -1.406 -14.0152 3.156e-17 2.489e-17 1.144e-17 -0.0 -70.7 0
LeftS084328 -1.4144 -14.0083 5.432e-19 5.743e-19 4.697e-19 0.001 -71.51 0
LeftS084330 -1.3879 -13.9727 6.102e-17 1.554e-16 7.545e-16 -0.001 -70.52 0
LeftS084331 -1.3926 -13.9872 1.113e-20 1.619e-20 2.532e-20 -0.0 -71.02 0
LeftS084332 -1.3935 -13.978 5.069e-18 4.554e-18 2.623e-18 -0.0 -69.97 0
LeftS084333 -1.4411 -14.004 4.053e-19 4.24e-19 3.433e-19 0.002 -70.11 0
LeftS084335 -1.3979 -13.9652 2.025e-20 2.6620000000000003e-20 3.415e-20 -0.0 -72.23 0
LeftS084337 -1.3914 -13.9957 7.985e-19 7.691e-19 4.9e-19 0.001 -70.64 0
LeftS084340 -1.3999 -13.9972 1.292e-19 1.516e-19 1.589e-19 -0.0 -70.04 0
LeftS084344 -1.4253 -13.9754 5.37e-18 1.048e-17 2.979e-17 0.001 -71.57 0
LeftS084345 -1.4209 -14.0086 1.385e-17 1.095e-17 4.844e-18 -0.001 -71.37 0
LeftS084348 -1.3955 -14.0113 1.864e-18 3.498e-18 9.269e-18 -0.0 -69.15 0
LeftS084350 -1.4011 -13.969 5.072e-18 4.677e-18 2.816e-18 -0.001 -70.17 0
LeftS084351 -1.4251 -13.9494 1.194e-20 1.718e-20 2.56e-20 -0.001 -70.49 0
LeftS084353 -1.3874 -13.9841 1.011e-13 7.078e-14 2.586e-14 -0.0 -69.39 0
LeftS084355 -1.3984 -13.9722 2.6e-20 3.5510000000000004e-20 5.0610000000000006e-20 -0.001 -71.07 0
LeftS084356 -1.418 -13.9879 1.002e-18 9.868e-19 6.723e-19 -0.0 -69.11 0
LeftS084357 -1.4076 -13.9676 2.393e-19 2.747e-19 2.616e-19 -0.001 -70.79 0
LeftS084360 -1.406 -13.9998 2.852e-17 2.211e-17 9.647e-18 -0.001 -70.66 1
LeftS084363 -1.3895 -13.9437 2.452e-17 1.922e-17 8.422e-18 -0.0 -71.66 1
LeftS084368 -1.4204 -13.9985 2.01e-18 1.862e-18 1.117e-18 -0.0 -71.56 0
