Name Equat Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
BottomS067891 259.7698 136.9509 3.1090000000000004e-20 4.145e-20 5.470000000000001e-20 0.001 -99.53 0
BottomS067892 259.7779 137.1556 9.598e-18 8.339e-18 4.449e-18 0.0 -98.86 0
BottomS067894 259.7667 136.9627 6.131e-20 7.377e-20 7.777e-20 -0.001 -99.54 0
BottomS067895 259.7576 137.1721 7.657e-18 1.495e-17 4.393e-17 0.001 -98.66 0
BottomS067896 259.7837 137.1618 1.997e-18 1.956e-18 1.375e-18 -0.0 -98.85 0
BottomS067897 259.7678 137.1439 3.212e-18 5.719e-18 1.324e-17 -0.0 -98.74 0
BottomS067898 259.7881 136.9842 1.98e-18 1.923e-18 1.322e-18 -0.0 -99.5 0
BottomS067900 259.7539 137.1734 5.249e-19 5.401e-19 4.164e-19 -0.0 -98.72 0
BottomS067902 259.7594 136.9686 2.549e-19 2.947e-19 2.869e-19 -0.0 -99.51 0
BottomS067904 259.7867 137.1449 1.768e-18 3.318e-18 9.129e-18 0.0 -98.88 0
BottomS067905 259.7687 136.9763 1.449e-20 2.143e-20 3.4480000000000004e-20 0.0 -99.53 0
BottomS067906 259.7679 137.1647 5.147e-18 4.768e-18 2.922e-18 0.0 -98.87 0
BottomS067908 259.7706 137.1644 8.916e-20 1.108e-19 1.231e-19 0.0 -98.8 0
BottomS067910 259.7601 136.9698 1.118e-18 1.154e-18 8.719e-19 0.0 -99.42 0
BottomS067912 259.7647 136.9838 1.668e-18 1.665e-18 1.191e-18 0.0 -99.49 0
BottomS067913 259.7881 137.1649 6.057e-18 9.295e-18 1.623e-17 0.001 -98.82 0
BottomS067914 259.7856 137.1804 5.298e-18 4.68e-18 2.533e-18 -0.0 -98.77 0
BottomS067915 259.75 136.9724 3.677e-19 4.047e-19 3.616e-19 0.001 -99.33 0
BottomS067916 259.7646 137.1598 3.038e-20 4.154e-20 5.727000000000001e-20 -0.0 -98.85 0
BottomS067918 259.7761 136.9773 2.774e-18 4.697e-18 1.019e-17 -0.0 -99.48 0
BottomS067919 259.7626 137.1815 7.463e-18 1.204e-17 2.384e-17 0.001 -98.84 0
BottomS067920 259.7673 136.98 3.576e-20 4.6870000000000007e-20 6.033000000000001e-20 -0.0 -99.33 0
BottomS067922 259.7865 136.9541 6.811e-18 6.186e-18 3.63e-18 0.0 -99.51 0
BottomS067923 259.7838 137.1664 4.058e-20 5.396e-20 7.264000000000001e-20 0.001 -98.74 0
BottomS067924 259.7657 137.1755 9.36e-20 1.165e-19 1.327e-19 0.0 -98.82 0
BottomS067925 259.7658 137.1692 1.47e-20 2.194e-20 3.682e-20 0.0 -98.85 0
BottomS067926 259.766 137.1792 3.662e-18 3.337e-18 1.985e-18 -0.0 -98.75 0
BottomS067928 259.7597 136.9497 1.3290000000000002e-20 1.964e-20 3.2540000000000004e-20 0.0 -99.38 0
BottomS067931 259.76 137.1788 8.349e-18 7.369e-18 4.281e-18 0.001 -98.82 0
BottomS067933 259.7558 137.1929 1.347e-20 1.9540000000000003e-20 3.059e-20 -0.0 -98.74 0
BottomS067936 259.7806 137.1872 1.9850000000000003e-20 2.842e-20 4.299e-20 0.0 -98.78 0
