Name Equat Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
RightS076863 273.4383 96.0451 3.221e-16 2.236e-16 7.468e-17 -0.0 -53.23 0
RightS076864 273.4317 96.0446 1.08e-17 8.519e-18 3.953e-18 -0.001 -53.31 0
RightS076865 273.4291 96.0497 8.069e-17 5.914e-17 2.281e-17 -0.0 -53.28 0
RightS076867 273.3825 95.7879 6.183e-19 1.041e-18 2.245e-18 -0.001 -50.75 0
RightS076868 273.4145 96.0407 1.983e-17 1.589e-17 7.093e-18 -0.0 -53.26 1
RightS076869 273.3965 95.7963 5.005e-16 3.545e-16 1.274e-16 0.0 -50.81 0
RightS076870 273.3971 95.7877 2.174e-18 1.961e-18 1.15e-18 0.001 -50.88 0
RightS076871 273.4056 95.7959 7.997e-18 6.732e-18 3.567e-18 0.0 -50.88 0
RightS076872 273.3915 96.04 5.001e-14 3.43e-14 1.203e-14 0.0 -53.03 0
RightS076873 273.4207 95.8048 8.493e-18 6.797e-18 3.043e-18 0.001 -51.09 0
RightS076874 273.3821 96.0289 1.775e-18 1.648e-18 9.939e-19 -0.0 -52.91 0
RightS076875 273.4308 95.8187 1.569e-16 1.14e-16 4.31e-17 -0.0 -51.2 0
RightS076876 273.3716 96.0094 2.193e-18 3.614e-18 7.413e-18 -0.0 -52.74 0
RightS076877 273.363 96.0019 8.418e-17 6.197e-17 2.512e-17 -0.0 -52.67 0
RightS076878 273.3611 95.991 4.826e-17 3.667e-17 1.537e-17 0.001 -52.55 1
RightS076879 273.3522 95.9828 8.567e-19 8.165e-19 5.351e-19 0.001 -52.46 0
RightS076880 273.3471 95.9726 9.519e-19 9.67e-19 7.005e-19 0.0 -52.39 0
RightS076881 273.3477 95.958 2.985e-17 2.342e-17 1.015e-17 -0.0 -52.21 1
RightS076882 273.4628 95.8931 2.369e-20 3.2680000000000004e-20 4.548e-20 -0.0 -51.91 0
RightS076883 273.3343 95.9362 2.198e-14 1.479e-14 4.83e-15 -0.0 -52.05 0
RightS076885 273.3315 95.9088 4.924e-17 3.599e-17 1.381e-17 -0.0 -51.81 0
RightS076886 273.3284 95.897 2.055e-17 1.52e-17 6.163e-18 0.0 -51.65 0
RightS076887 273.3251 95.8842 1.037e-16 7.73e-17 3.211e-17 0.0 -51.61 0
RightS076888 273.3229 95.8767 3.787e-16 2.639e-16 9.293e-17 -0.0 -51.55 0
RightS076889 273.3234 95.8523 2.264e-18 2.077e-18 1.278e-18 0.001 -51.36 0
RightS076890 273.477 96.0014 2.631e-16 1.779e-16 5.962e-17 0.0 -52.77 0
RightS076891 273.3263 95.8289 3.075e-17 2.292e-17 9.15e-18 -0.001 -51.24 0
RightS076892 273.4813 96.0326 3.345e-18 5.708e-18 1.259e-17 0.0 -52.82 0
RightS076893 273.473 96.0283 3.288e-16 2.292e-16 8.28e-17 0.0 -52.92 0
RightS076894 273.3264 95.7882 2.34e-18 2.063e-18 1.142e-18 0.0 -51.02 0
RightS076895 273.4709 96.0555 1.572e-16 1.12e-16 3.987e-17 -0.0 -53.06 0
RightS076896 273.3397 95.7863 3.809e-16 2.629e-16 9.045e-17 -0.0 -50.93 0
RightS076897 273.3409 95.7703 2.62e-16 1.814e-16 6.509e-17 -0.001 -50.87 0
RightS076898 273.4538 96.0704 1.268e-18 1.157e-18 6.996e-19 -0.0 -53.16 0
RightS076900 273.4028 95.9109 3.206e-19 3.381e-19 2.737e-19 -0.001 -51.1 0
RightS076901 273.4055 95.9114 2.686e-18 3.757e-18 5.604e-18 0.001 -51.32 0
RightS076902 273.3934 95.9314 3.574e-17 2.772e-17 1.161e-17 -0.0 -52.69 1
RightS076903 273.3992 95.9292 8.023e-18 6.486e-18 3.043e-18 0.0 -52.69 0
RightS076904 273.3985 95.9277 1.409e-17 1.104e-17 5.063e-18 -0.0 -52.59 0
RightS076905 273.4077 95.9124 3.667e-17 2.773e-17 1.191e-17 -0.0 -51.57 1
RightS076906 273.3965 95.9263 1.555e-16 1.121e-16 4.181e-17 0.0 -52.39 0
RightS076907 273.4109 95.9152 1.665e-19 1.91e-19 1.837e-19 -0.0 -51.73 0
RightS076908 273.3956 95.9243 1.243e-17 2.303e-17 6.021e-17 0.0 -52.18 0
RightS076909 273.4089 95.9176 3.117e-18 2.69e-18 1.47e-18 0.0 -51.92 0
RightS076910 273.4074 95.9178 7.433e-18 1.051e-17 1.568e-17 -0.001 -51.94 0
RightS076912 273.4145 95.9207 7.674e-18 1.48e-17 4.124e-17 -0.001 -52.2 0
RightS076913 273.3894 95.9165 2.276e-20 2.955e-20 3.712e-20 0.0 -51.6 0
RightS076916 273.3904 95.9131 4.9e-18 7.471e-18 1.292e-17 0.0 -51.35 0
RightS076919 273.415 95.9321 1.749e-18 3.379e-18 9.374e-18 0.0 -52.88 0
RightS076920 273.4206 95.9346 6.633e-18 5.74e-18 3.121e-18 0.001 -52.9 0
RightS076921 273.4168 95.9317 1.415e-18 1.249e-18 6.741e-19 0.0 -52.85 0
RightS076922 273.3874 95.9012 6.771e-18 5.739e-18 2.963e-18 -0.001 -50.8 0
RightS076924 273.4155 95.9483 7.258e-19 7.573e-19 6.011e-19 -0.001 -53.27 0
RightS076927 273.4171 95.9497 4.007e-18 7.003e-18 1.669e-17 -0.001 -53.43 0
RightS076928 273.3897 95.8896 5.618e-19 5.79e-19 4.289e-19 -0.0 -50.53 1
RightS076930 273.3916 95.8876 6.97e-18 5.855e-18 2.924e-18 0.0 -50.5 0
RightS076932 273.4108 95.9577 9.394e-18 7.874e-18 4.029e-18 0.0 -53.64 0
RightS076933 273.3911 95.8793 2.4510000000000003e-20 3.3720000000000004e-20 4.6050000000000006e-20 0.0 -50.37 0
RightS076934 273.3907 95.8768 2.072e-18 3.275e-18 6.345e-18 0.001 -50.44 0
RightS076935 273.408 95.9646 1.477e-17 1.179e-17 5.388e-18 -0.001 -53.59 0
RightS076936 273.3947 95.878 1.372e-17 1.096e-17 5.139e-18 -0.0 -50.43 0
RightS076938 273.4053 95.9618 3.935e-17 2.977e-17 1.218e-17 -0.0 -53.62 0
RightS076939 273.4036 95.9645 6.222e-20 7.753000000000001e-20 8.475000000000001e-20 -0.0 -53.52 0
RightS076940 273.4037 95.9654 1.491e-17 1.154e-17 4.855e-18 -0.0 -53.43 0
RightS076941 273.4005 95.968 1.005e-19 1.172e-19 1.165e-19 0.001 -53.46 0
RightS076942 273.4025 95.9656 2.245e-17 1.648e-17 6.523e-18 0.001 -53.47 0
RightS076943 273.401 95.9654 3.632e-18 3.125e-18 1.66e-18 0.001 -53.47 0
RightS076944 273.4094 95.8696 2.6620000000000003e-20 3.7570000000000005e-20 5.439000000000001e-20 -0.0 -50.82 0
RightS076945 273.3973 95.9639 1.063e-13 7.91e-14 3.201e-14 0.0 -53.32 0
RightS076946 273.4124 95.8803 5.232e-18 9.808e-18 2.711e-17 0.001 -50.91 0
RightS076947 273.3913 95.9624 2.46e-18 4.156e-18 8.976e-18 0.0 -53.1 0
RightS076951 273.417 95.8872 6.897e-18 6.044e-18 3.46e-18 0.0 -51.24 0
RightS076952 273.3841 95.9503 1.341e-18 2.496e-18 6.579e-18 0.001 -52.63 0
RightS076953 273.4216 95.8933 3.1970000000000006e-20 4.161e-20 5.1860000000000005e-20 -0.001 -51.5 0
RightS076954 273.3811 95.9425 2.56e-18 2.225e-18 1.19e-18 -0.0 -52.44 0
RightS076955 273.383 95.9382 3.682e-17 2.756e-17 1.123e-17 -0.001 -52.41 1
RightS076956 273.4278 95.9055 1.516e-19 1.73e-19 1.661e-19 -0.0 -51.75 0
RightS076958 273.4292 95.9099 2.406e-18 2.162e-18 1.228e-18 -0.0 -51.89 0
RightS076960 273.3732 95.9202 8.834e-20 1.008e-19 9.61e-20 0.001 -51.86 0
RightS076961 273.3701 95.917 2.102e-18 3.323e-18 6.187e-18 0.0 -51.74 0
RightS076962 273.4339 95.9315 4.035e-18 7.242e-18 1.732e-17 -0.0 -52.4 0
RightS076963 273.366 95.913 1.357e-20 1.852e-20 2.571e-20 -0.001 -51.69 0
RightS076964 273.4335 95.9361 4.891e-19 8.099e-19 1.678e-18 0.0 -52.48 0
RightS076965 273.4385 95.9408 1.4890000000000002e-20 2.115e-20 3.105e-20 0.0 -52.56 0
RightS076966 273.4346 95.9498 5.261e-18 4.558e-18 2.556e-18 -0.001 -52.79 0
RightS076967 273.4341 95.9531 6.38e-20 7.726e-20 8.338e-20 0.0 -52.79 0
RightS076968 273.3661 95.8914 3.356e-18 2.973e-18 1.675e-18 -0.001 -51.29 0
RightS076969 273.3698 95.8807 1.733e-17 1.355e-17 5.806e-18 -0.001 -51.1 1
RightS076970 273.4324 95.958 1.356e-17 1.058e-17 4.698e-18 0.001 -52.93 0
RightS076971 273.3698 95.8811 5.475e-19 5.469e-19 3.961e-19 -0.0 -51.01 0
RightS076973 273.3689 95.8623 4.975e-20 6.195000000000001e-20 7.116000000000001e-20 -0.0 -50.89 0
RightS076974 273.3687 95.8596 4.071e-18 3.355e-18 1.641e-18 0.0 -50.87 0
RightS076975 273.4364 95.9745 8.208000000000001e-20 9.935e-20 1.039e-19 -0.001 -53.22 0
RightS076977 273.4321 95.9874 3.119e-17 2.497e-17 1.149e-17 0.0 -53.34 0
RightS076979 273.4245 95.9996 3.351e-18 2.947e-18 1.704e-18 -0.0 -53.29 0
RightS076980 273.4282 96.0072 1.082e-18 1.037e-18 6.789e-19 -0.001 -53.37 0
RightS076981 273.3787 95.8281 7.654e-18 6.086e-18 2.872e-18 0.0 -50.7 0
RightS076982 273.3826 95.835 1.455e-16 1.04e-16 3.863e-17 -0.001 -50.67 0
RightS076983 273.3876 95.8337 3.057e-19 3.191e-19 2.543e-19 0.001 -50.61 0
RightS076984 273.4175 96.0118 4.288e-18 3.516e-18 1.734e-18 -0.001 -53.33 0
RightS076985 273.4127 95.9936 1.723e-18 3.05e-18 7.389e-18 -0.0 -53.41 0
RightS076986 273.393 95.8287 3.227e-18 7.669e-18 3.264e-17 0.0 -50.73 0
RightS076987 273.4058 96.0094 1.219e-18 1.186e-18 8.125e-19 0.0 -53.28 0
RightS076988 273.3985 95.837 6.535e-20 8.1e-20 9.443000000000001e-20 0.001 -50.76 0
RightS076989 273.3981 95.8322 2.083e-18 1.797e-18 9.827e-19 0.0 -50.77 0
RightS076990 273.4028 96.0089 9.163e-19 8.792e-19 5.723e-19 -0.0 -53.24 0
RightS076991 273.4093 95.8475 4.963e-19 8.976e-19 2.249e-18 0.0 -50.86 0
RightS076993 273.393 96.0016 3.167e-18 2.86e-18 1.607e-18 0.0 -53.05 0
RightS076994 273.3882 95.9992 4.307e-18 3.681e-18 1.877e-18 -0.0 -53.0 0
RightS076995 273.3835 95.9921 4.5e-17 3.407e-17 1.411e-17 0.0 -53.0 1
RightS076996 273.4234 95.846 1.666e-16 1.168e-16 4.136e-17 -0.001 -51.16 0
RightS076997 273.4183 95.8625 8.477e-18 7.263e-18 3.856e-18 0.001 -51.16 0
RightS077002 273.357 95.968 1.166e-17 9.946e-18 5.229e-18 0.001 -52.39 0
RightS077003 273.4419 95.8838 3.603e-18 3.311e-18 2.002e-18 -0.0 -51.65 0
RightS077004 273.444 95.8894 1.19e-14 7.843e-15 2.531e-15 -0.0 -51.83 0
RightS077005 273.4437 95.8982 8.123e-18 7.218e-18 4.098e-18 -0.0 -51.84 0
RightS077006 273.36 95.9342 1.312e-19 1.506e-19 1.418e-19 0.0 -52.08 0
RightS077007 273.3612 95.9258 1.211e-19 1.428e-19 1.455e-19 0.001 -52.01 0
RightS077008 273.4523 95.9178 1.928e-18 1.773e-18 1.08e-18 0.0 -52.11 0
RightS077009 273.3512 95.9071 3.173e-18 4.945e-18 8.588e-18 0.001 -51.73 0
RightS077010 273.3531 95.9053 4.048e-18 3.745e-18 2.264e-18 0.001 -51.7 0
RightS077012 273.3508 95.893 2.437e-18 3.618e-18 5.975e-18 0.0 -51.58 0
RightS077013 273.3463 95.8734 1.601e-17 1.285e-17 6.067e-18 -0.0 -51.35 0
RightS077014 273.4557 95.966 2.399e-18 2.141e-18 1.212e-18 -0.0 -52.71 0
RightS077015 273.3526 95.8548 1.94e-17 1.523e-17 6.832e-18 -0.0 -51.15 1
RightS077016 273.3441 95.863 1.642e-17 1.281e-17 5.717e-18 0.0 -51.22 1
RightS077018 273.3522 95.8521 5.825e-18 4.572e-18 2.065e-18 -0.0 -51.16 0
RightS077019 273.3468 95.8485 6.936e-19 7.384e-19 5.962e-19 -0.001 -51.12 0
RightS077020 273.355 95.8463 5.26e-18 1.077e-17 3.456e-17 0.0 -51.05 0
RightS077021 273.3499 95.8256 1.398e-18 1.325e-18 8.336e-19 0.001 -50.89 0
RightS077022 273.4532 96.0185 1.044e-19 1.253e-19 1.343e-19 0.0 -53.12 0
RightS077023 273.3578 95.8354 5.195e-18 8.479e-18 1.637e-17 0.001 -50.87 0
RightS077025 273.4522 96.0495 6.127e-18 5.394e-18 3.078e-18 0.001 -53.18 0
RightS077026 273.4415 96.0289 2.114e-18 1.869e-18 1.04e-18 -0.0 -53.26 0
RightS077027 273.4453 96.0442 2.811e-19 2.994e-19 2.537e-19 -0.0 -53.19 0
RightS077028 273.3654 95.7949 1.824e-18 2.893e-18 5.3e-18 -0.0 -50.74 0
RightS077029 273.4362 96.0386 1.137e-17 9.297e-18 4.423e-18 0.0 -53.31 0
RightS077030 273.43 96.0493 1.674e-19 1.776e-19 1.423e-19 0.001 -53.3 0
RightS077031 273.4283 96.0556 2.829e-18 2.547e-18 1.513e-18 -0.0 -53.3 0
RightS077033 273.4182 96.0386 5.359e-17 4.003e-17 1.641e-17 0.0 -53.28 1
RightS077034 273.384 95.7885 7.462000000000001e-20 9.079e-20 9.636e-20 -0.0 -50.75 0
RightS077035 273.3882 95.8163 6.024e-18 9.565e-18 1.8e-17 -0.0 -50.72 0
RightS077036 273.4151 96.0554 4.564e-16 3.114e-16 1.058e-16 0.001 -53.25 0
RightS077037 273.4114 96.0469 1.269e-18 2.2e-18 4.994e-18 -0.001 -53.24 0
RightS077038 273.3979 95.7891 4.706e-14 3.136e-14 1.054e-14 -0.0 -50.81 0
RightS077040 273.3897 96.0322 4.916e-19 4.751e-19 3.176e-19 -0.0 -53.0 0
RightS077042 273.4156 95.7964 3.286e-19 3.541e-19 3.022e-19 0.0 -51.05 0
RightS077044 273.3732 96.0254 1.533e-17 4.481e-17 2.969e-16 0.0 -52.76 0
