Name Equat Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
RightS055372 251.7482 66.4104 2.125e-13 1.51e-13 5.286e-14 -0.0 -81.17 0
RightS055373 251.7306 66.4062 8.314e-17 6.477e-17 2.887e-17 0.001 -81.31 1
RightS055374 251.7156 66.4056 1.178e-15 8.049e-16 2.736e-16 -0.0 -81.42 0
RightS055375 251.5263 66.675 1.203e-15 8.509e-16 3.122e-16 0.0 -81.8 1
RightS055376 251.545 66.6734 1.936e-13 1.363e-13 4.791e-14 0.001 -81.81 0
RightS055377 251.7038 66.3934 3.009e-18 2.803e-18 1.827e-18 0.001 -81.4 0
RightS055378 251.5409 66.6855 3.688e-16 2.689e-16 1.028e-16 0.0 -81.68 0
RightS055379 251.5616 66.6916 9.24e-16 6.349e-16 2.159e-16 0.0 -81.67 0
RightS055380 251.6917 66.3822 3.199e-16 2.313e-16 8.843e-17 0.0 -81.54 0
RightS055381 251.5668 66.6956 1.995e-17 1.58e-17 7.391e-18 -0.001 -81.72 0
RightS055382 251.5852 66.6945 5.61e-18 5.268e-18 3.352e-18 -0.001 -81.51 0
RightS055383 251.6547 66.3776 7.05e-18 6.369e-18 3.753e-18 0.0 -81.71 0
RightS055384 251.5978 66.7025 2.758e-19 3.392e-19 3.707e-19 -0.0 -81.52 0
RightS055385 251.5946 66.7028 6.343e-17 4.954e-17 2.133e-17 0.0 -81.51 1
RightS055386 251.6464 66.3612 2.425e-16 1.79e-16 7.21e-17 -0.001 -81.76 0
RightS055387 251.6239 66.7148 3.528e-19 3.999e-19 3.784e-19 0.0 -81.44 0
RightS055388 251.6299 66.3626 5.674e-14 3.799e-14 1.227e-14 0.0 -81.77 0
RightS055389 251.6102 66.354 2.079e-17 1.748e-17 8.718e-18 -0.001 -81.95 0
RightS055390 251.6478 66.7215 1.19e-17 1.825e-17 3.239e-17 0.0 -81.29 0
RightS055391 251.6033 66.3629 2.501e-13 1.847e-13 7.182e-14 0.001 -81.91 0
RightS055392 251.671 66.7148 7.816e-17 6.14e-17 2.717e-17 0.0 -81.19 1
RightS055393 251.6717 66.7192 1.777e-17 1.444e-17 6.988e-18 -0.0 -81.19 0
RightS055394 251.6873 66.7166 7.991e-17 6.017e-17 2.402e-17 -0.0 -81.2 0
RightS055395 251.6926 66.7145 2.679e-13 1.893e-13 7.049e-14 0.0 -81.16 0
RightS055396 251.5526 66.3515 6.338e-17 4.946e-17 2.27e-17 -0.001 -82.1 1
RightS055398 251.5426 66.3635 7.32e-18 1.452e-17 4.267e-17 -0.001 -82.05 0
RightS055399 251.5284 66.36 1.164e-13 1.323e-13 1.248e-13 0.001 -82.19 0
RightS055400 251.5135 66.361 2.42e-18 4.172e-18 9.473e-18 0.0 -82.3 0
RightS055401 251.7524 66.7129 4.779e-16 3.513e-16 1.343e-16 -0.0 -80.89 0
RightS055402 251.7634 66.7131 3.188e-16 2.275e-16 8.259e-17 0.0 -80.92 0
RightS055403 251.473 66.3552 7.674e-17 5.804e-17 2.45e-17 0.001 -82.38 1
RightS055404 251.4812 66.3712 3.887e-18 6.803e-18 1.591e-17 0.001 -82.51 0
RightS055405 251.4584 66.3635 4.755e-16 3.339e-16 1.24e-16 0.0 -82.47 0
RightS055406 251.4599 66.3779 2.459e-18 2.313e-18 1.546e-18 -0.0 -82.51 0
RightS055407 251.4567 66.3841 2.951e-16 2.179e-16 8.53e-17 0.0 -82.57 0
RightS055408 251.8179 66.6958 7.025e-16 4.974e-16 1.764e-16 0.0 -80.61 0
RightS055409 251.8235 66.6947 1.314e-16 1.016e-16 4.262e-17 0.0 -80.69 1
RightS055410 251.419 66.3839 1.784e-16 1.349e-16 5.524e-17 0.0 -82.41 0
RightS055411 251.8355 66.6847 3.88e-18 3.709e-18 2.43e-18 -0.0 -80.65 0
RightS055412 251.4023 66.3964 1.641e-16 1.23e-16 4.924e-17 0.001 -82.64 0
RightS055413 251.3941 66.4071 5.03e-18 4.515e-18 2.573e-18 -0.001 -82.62 0
RightS055414 251.8697 66.6761 2.936e-16 2.051e-16 7.517e-17 -0.0 -80.67 0
RightS055415 251.8609 66.6512 4.2e-18 3.845e-18 2.265e-18 -0.0 -80.55 0
RightS055416 251.3747 66.4144 4.502e-16 3.141e-16 1.124e-16 -0.001 -82.62 0
RightS055417 251.8782 66.6381 8.872e-17 6.714e-17 2.663e-17 -0.0 -80.52 0
RightS055418 251.902 66.6416 1.545e-17 1.343e-17 7.311e-18 0.0 -80.49 0
RightS055419 251.8956 66.633 3.495e-14 2.322e-14 7.157e-15 0.001 -80.53 0
RightS055420 251.342 66.4361 9.48e-17 7.207e-17 3.017e-17 -0.001 -82.7 1
RightS055421 251.341 66.4513 1.676e-17 1.389e-17 6.995e-18 0.0 -82.67 0
RightS055422 251.9111 66.6058 1.542e-13 1.063e-13 3.79e-14 -0.0 -80.53 0
RightS055423 251.9176 66.5979 1.931e-16 1.407e-16 5.617e-17 0.0 -80.46 0
RightS055424 251.3219 66.4815 3.407e-13 2.705e-13 1.269e-13 -0.0 -82.71 1
RightS055425 251.3334 66.4846 3.863e-16 2.72e-16 9.709e-17 -0.001 -82.67 0
RightS055426 251.9056 66.5699 4.904e-16 3.366e-16 1.185e-16 0.0 -80.6 0
RightS055427 251.9194 66.5522 2.651e-16 1.926e-16 7.492e-17 -0.0 -80.61 0
RightS055428 251.9186 66.5642 4.91e-18 4.606e-18 2.827e-18 0.001 -80.61 0
RightS055429 251.3356 66.5324 3.414e-16 2.55e-16 1.042e-16 0.001 -82.68 0
RightS055430 251.9252 66.5292 1.62e-18 1.627e-18 1.201e-18 0.001 -80.64 0
RightS055431 251.3375 66.5455 3.142e-16 2.277e-16 8.478e-17 -0.001 -82.67 0
RightS055432 251.3387 66.5669 2.676e-18 2.507e-18 1.63e-18 -0.0 -82.5 0
RightS055433 251.357 66.5728 1.222e-16 8.735e-17 3.349e-17 0.001 -82.61 0
RightS055434 251.9123 66.4905 1.359e-16 1.005e-16 4.044e-17 0.001 -80.64 0
RightS055435 251.904 66.4782 9.021e-17 6.557e-17 2.566e-17 0.001 -80.7 0
RightS055436 251.8926 66.47 1.765e-16 1.311e-16 5.26e-17 0.0 -80.76 0
RightS055438 251.8855 66.443 8.168e-16 5.75e-16 2.04e-16 0.0 -80.85 0
RightS055439 251.3569 66.649 2.232e-17 1.856e-17 9.115e-18 0.0 -82.35 0
