Name X Y BlueF GreenF RedF Parallax RadialVelocity Variable?
RightS052298 -18.4601 18.5978 8.993e-20 1.143e-19 1.313e-19 0.0 -78.0 0
RightS052299 -18.3361 18.5572 2.649e-18 2.553e-18 1.704e-18 0.0 -78.79 0
RightS052300 -18.3632 18.6653 5.66e-19 6.344e-19 5.774e-19 -0.001 -77.9 0
RightS052301 -18.4141 18.6344 1.246e-19 1.514e-19 1.717e-19 -0.0 -78.46 0
RightS052302 -18.4791 18.5458 1.614e-19 1.981e-19 2.134e-19 0.0 -78.12 0
RightS052306 -18.4358 18.6271 1.697e-19 2.081e-19 2.263e-19 0.001 -77.28 0
RightS052311 -18.4613 18.6668 1.017e-20 1.7170000000000002e-20 3.589e-20 -0.0 -76.88 0
RightS052312 -18.3688 18.7119 1.4470000000000002e-20 2.356e-20 4.6200000000000005e-20 -0.001 -77.72 0
RightS052313 -18.2914 18.5223 1e-19 1.252e-19 1.399e-19 0.0 -78.76 0
RightS052314 -18.4195 18.6281 1.4610000000000002e-20 2.215e-20 3.7420000000000006e-20 0.0 -78.17 0
RightS052318 -18.5404 18.673 2.914e-18 5.657e-18 1.603e-17 -0.001 -77.27 0
RightS052326 -18.4691 18.6408 3.824e-20 5.182e-20 6.928e-20 0.0 -77.27 0
RightS052329 -18.4703 18.6699 1.403e-17 2.766e-17 8.332e-17 -0.0 -76.85 0
RightS052330 -18.4237 18.6248 8.092e-18 7.476e-18 4.554e-18 0.001 -78.36 0
RightS052337 -18.5884 18.9521 3.26e-13 2.266e-13 8.153e-14 0.0 -77.21 0
RightS052338 -18.4328 18.6482 1.06e-20 1.6690000000000002e-20 2.948e-20 0.0 -76.86 0
RightS052344 -18.4278 18.624 7.582e-18 1.292e-17 2.883e-17 0.0 -78.43 0
RightS052350 -18.4676 18.6393 1.492e-17 2.713e-17 6.709e-17 -0.0 -77.25 0
RightS052351 -18.4001 18.6833 6.080000000000001e-20 7.588e-20 8.566000000000001e-20 0.0 -77.58 0
RightS052352 -18.4376 18.6229 2.54e-19 3.079e-19 3.392e-19 0.001 -77.7 0
RightS052354 -18.4133 18.7217 8.556e-19 8.801e-19 6.705e-19 -0.001 -77.51 0
RightS052356 -18.463 18.8077 6.015e-19 6.522e-19 5.673e-19 -0.001 -77.21 0
RightS052357 -18.3967 18.4756 4.508e-19 5.226e-19 4.921e-19 0.001 -78.5 0
RightS052360 -18.365 18.6133 2.654e-13 2.148e-13 1.015e-13 -0.0 -78.53 1
RightS052361 -18.3944 18.6282 2.771e-19 3.181e-19 3.145e-19 0.001 -78.27 0
RightS052364 -18.4697 18.8037 2.304e-18 2.133e-18 1.289e-18 0.001 -77.19 0
RightS052365 -18.5093 18.7008 4.323e-19 5.013e-19 4.918e-19 0.0 -76.81 0
RightS052366 -18.4499 18.6365 2.89e-19 3.441e-19 3.614e-19 0.001 -76.92 0
RightS052369 -18.4222 18.6417 1.594e-17 1.376e-17 7.695e-18 -0.0 -77.66 0
RightS052373 -18.4195 18.5998 2.504e-17 2.022e-17 9.367e-18 -0.0 -78.91 0
RightS052374 -18.325 18.4973 1.252e-18 1.295e-18 9.913e-19 0.001 -78.79 0
RightS052380 -18.4317 18.6273 4.715e-18 8.123e-18 1.737e-17 0.0 -77.79 0
RightS052381 -18.2547 18.6621 2.508e-19 3.108e-19 3.398e-19 -0.001 -78.1 0
RightS052386 -18.5199 18.6937 1.917e-17 1.583e-17 7.976e-18 0.001 -76.93 0
RightS052387 -18.4149 18.6547 2.357e-17 1.958e-17 9.829e-18 -0.0 -77.29 0
RightS052388 -18.4813 18.6153 4.86e-18 4.571e-18 2.95e-18 -0.0 -77.3 0
RightS052389 -18.3741 18.5401 3.541e-19 4.205e-19 4.124e-19 0.001 -78.83 0
RightS052390 -18.4777 18.6287 8.511e-18 7.978e-18 5.082e-18 -0.0 -77.45 0
RightS052391 -18.4574 18.6493 7.257000000000001e-20 8.936000000000001e-20 1.03e-19 0.0 -77.02 0
RightS052392 -18.4635 18.647 1.24e-18 1.204e-18 8.225e-19 -0.0 -76.95 0
RightS052393 -18.4534 18.6489 5.106e-18 4.653e-18 2.729e-18 -0.0 -77.22 0
RightS052394 -18.49 18.7271 8.355e-19 9.164e-19 7.905e-19 -0.0 -76.79 0
RightS052395 -18.4417 18.7411 4.859e-19 5.395e-19 4.739e-19 0.0 -76.81 0
RightS052396 -18.4594 18.6259 3.125e-18 3.194e-18 2.293e-18 0.0 -77.56 0
RightS052398 -18.5474 18.6951 1.508e-18 1.543e-18 1.158e-18 0.0 -76.9 0
RightS052399 -18.446 18.654 4.153e-20 5.518e-20 6.935e-20 -0.001 -77.36 0
RightS052402 -18.4007 18.6922 3.753e-18 7.236e-18 2.035e-17 0.0 -77.41 0
RightS052403 -18.513 18.6348 8.914e-20 1.218e-19 1.701e-19 -0.0 -76.79 0
RightS052404 -18.4598 18.6979 7.034e-18 1.228e-17 2.812e-17 -0.0 -76.87 0
RightS052405 -18.4319 18.691 2.205e-19 2.667e-19 2.851e-19 -0.001 -76.98 0
RightS052406 -18.5056 18.6551 2.601e-18 2.612e-18 1.98e-18 0.0 -76.81 0
RightS052409 -18.4136 18.5509 4.927e-19 5.431e-19 4.732e-19 0.0 -78.91 0
RightS052410 -18.4456 18.6625 1.794e-18 1.671e-18 1.073e-18 0.001 -76.87 0
RightS052413 -18.385 18.5644 4.381e-18 4.138e-18 2.671e-18 -0.0 -78.95 0
RightS052416 -18.4415 18.5805 2.376e-17 1.902e-17 8.739e-18 0.001 -78.35 0
RightS052417 -18.3831 18.6684 1.66e-17 2.874e-17 6.669e-17 -0.001 -77.73 0
RightS052420 -18.4353 18.5488 3.693e-17 2.918e-17 1.339e-17 0.0 -78.92 0
RightS052421 -18.4269 18.6218 1.324e-18 1.274e-18 8.557e-19 0.0 -78.07 0
RightS052423 -18.4078 18.6909 2.118e-20 3.127e-20 4.837e-20 -0.0 -76.92 0
RightS052427 -18.4172 18.666 4.216e-19 4.864e-19 4.621e-19 -0.0 -77.59 0
RightS052429 -18.4481 18.6933 9.858e-19 1.063e-18 8.76e-19 0.001 -76.94 0
RightS052430 -18.4162 18.602 5.766e-20 7.886000000000001e-20 1.051e-19 -0.0 -78.8 0
RightS052431 -18.3264 18.5518 5.944e-18 1.071e-17 2.604e-17 -0.0 -78.87 0
RightS052432 -18.4566 18.6384 2.229e-18 2.135e-18 1.376e-18 -0.0 -77.0 0
RightS052433 -18.4545 18.656 3.648e-20 5.0130000000000005e-20 7.049e-20 0.001 -76.77 0
RightS052435 -18.4423 18.5622 5.442e-20 7.308000000000001e-20 9.794000000000001e-20 -0.0 -78.88 0
RightS052436 -18.4684 18.6378 3.053e-13 2.247e-13 9.087e-14 -0.0 -76.9 0
RightS052437 -18.474 18.6644 5.276e-18 8.781e-18 1.796e-17 0.0 -76.87 0
RightS052439 -18.3416 18.5779 1.462e-18 1.421e-18 9.926e-19 -0.0 -78.69 0
RightS052440 -18.3796 18.6478 2.219e-19 2.545e-19 2.469e-19 0.001 -78.2 0
RightS052442 -18.504 18.578 4.84e-18 4.264e-18 2.377e-18 0.001 -77.86 0
RightS052448 -18.3885 18.7143 1.793e-17 1.496e-17 7.668e-18 0.0 -77.6 0
RightS052451 -18.4502 18.6666 5.201e-20 7.311e-20 1.022e-19 -0.001 -76.84 0
RightS052453 -18.4754 18.7018 8.278e-18 1.584e-17 4.571e-17 0.0 -76.8 0
RightS052454 -18.4183 18.6112 8.827e-20 1.083e-19 1.199e-19 0.0 -78.36 0
RightS052455 -18.4726 18.5961 4.06e-17 3.197e-17 1.48e-17 -0.0 -77.84 0
RightS052457 -18.3505 18.5703 2.357e-18 2.199e-18 1.418e-18 0.002 -78.87 0
RightS052459 -18.5035 18.6418 4.1370000000000005e-20 5.935000000000001e-20 8.663e-20 -0.001 -77.23 0
RightS052462 -18.4617 18.6204 3.047e-19 3.381e-19 2.973e-19 -0.0 -77.33 1
RightS052464 -18.4032 18.5679 4.16e-18 3.89e-18 2.387e-18 0.0 -78.72 0
RightS052465 -18.3847 18.5992 7.048e-19 7.456e-19 6.181e-19 -0.001 -78.54 0
RightS052466 -18.4274 18.5259 2.69e-17 2.157e-17 9.708e-18 -0.0 -78.59 0
RightS052470 -18.3641 18.6496 9.551e-18 1.478e-17 2.549e-17 -0.0 -78.16 0
RightS052471 -18.3972 18.6707 4.883e-17 1.068e-16 4.04e-16 0.001 -76.81 0
RightS052472 -18.4674 18.6265 1.169e-20 1.7610000000000003e-20 2.918e-20 0.001 -77.57 0
RightS052473 -18.3847 18.6088 2.107e-17 4.091e-17 1.127e-16 0.0 -78.45 0
RightS052477 -18.4765 18.7066 6.539e-18 5.702e-18 3.171e-18 0.0 -77.16 0
RightS052478 -18.4629 18.6792 2.822e-20 3.958e-20 5.643000000000001e-20 -0.0 -76.89 0
RightS052480 -18.3876 18.5852 1.194e-17 1.03e-17 5.481e-18 0.001 -78.94 0
RightS052481 -18.3373 18.5352 5.1370000000000006e-20 6.851e-20 8.827e-20 -0.0 -79.01 0
RightS052483 -18.5136 18.6775 2.551e-13 2.292e-13 1.343e-13 0.0 -76.68 1
RightS052484 -18.4508 18.6237 5.976e-20 8.188000000000001e-20 1.098e-19 0.0 -77.6 0
RightS052485 -18.4242 18.5578 7.804000000000001e-20 1.036e-19 1.32e-19 0.0 -78.92 0
RightS052486 -18.4342 18.6701 2.258e-17 1.9e-17 9.543e-18 0.001 -77.21 0
RightS052487 -18.3729 18.6095 2.066e-18 2.039e-18 1.459e-18 0.0 -78.7 0
RightS052488 -18.4072 18.6715 1.438e-18 1.445e-18 1.089e-18 -0.0 -77.54 0
RightS052489 -18.4716 18.6652 7.837e-18 1.263e-17 2.412e-17 0.0 -77.04 0
RightS052490 -18.4259 18.7429 1.886e-16 1.421e-16 5.971e-17 0.0 -77.16 1
RightS052492 -18.4046 18.6866 7.142e-18 6.57e-18 3.841e-18 -0.001 -77.46 0
RightS052493 -18.4948 18.5601 4.437e-19 5.066e-19 4.867e-19 -0.001 -78.08 0
RightS052494 -18.4778 18.6319 2.252e-17 1.786e-17 8.358e-18 0.001 -76.99 0
RightS052495 -18.389 18.5869 6.549e-19 7.12e-19 6.055e-19 -0.0 -78.9 0
RightS052496 -18.4878 18.6017 3.753e-20 4.8690000000000005e-20 6.121e-20 0.0 -77.47 0
RightS052498 -18.399 18.6714 6.487e-17 5.004e-17 2.118e-17 0.0 -77.38 1
RightS052500 -18.3915 18.6337 8.46e-14 5.62e-14 1.879e-14 0.0 -78.17 0
RightS052501 -18.4084 18.6486 1.06e-17 9.19e-18 5.11e-18 -0.0 -77.74 0
RightS052502 -18.4772 18.6297 1.505e-13 1.087e-13 3.975e-14 0.0 -77.52 0
RightS052504 -18.4322 18.6573 1.516e-17 1.318e-17 7.022e-18 0.0 -77.17 0
RightS052506 -18.3821 18.5643 2.6300000000000003e-20 4.023e-20 7.167e-20 -0.0 -78.82 0
RightS052508 -18.3348 18.6393 7.688e-18 6.744e-18 3.623e-18 -0.001 -78.8 0
RightS052509 -18.4957 18.5965 1.235e-17 1.063e-17 5.726e-18 -0.0 -77.7 0
RightS052510 -18.3883 18.575 1.052e-14 6.941e-15 2.172e-15 -0.0 -78.79 0
RightS052511 -18.3543 18.5318 1.209e-20 1.888e-20 3.2690000000000003e-20 -0.001 -78.81 0
RightS052512 -18.4319 18.6148 1.349e-17 2.58e-17 7.093e-17 -0.001 -78.0 0
RightS052515 -18.4653 18.6892 1.361e-17 2.497e-17 6.212e-17 0.0 -76.9 0
