Name Equat Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
BackS036898 38.671 60.8936 5.381e-18 4.484e-18 2.221e-18 0.001 -113.72 0
BackS036899 38.6778 60.8849 1.086e-13 7.751e-14 2.981e-14 -0.001 -113.7 0
BackS036900 38.6843 60.8832 1.538e-15 1.023e-15 3.229e-16 -0.0 -113.82 0
BackS036902 38.7782 60.9243 3.731e-20 4.567e-20 5.135e-20 0.0 -115.28 0
BackS036903 38.6702 60.8827 1.887e-16 1.28e-16 4.23e-17 0.0 -113.92 0
BackS036906 38.6725 60.871 9.721e-19 8.684e-19 5.211e-19 -0.0 -113.97 0
BackS036907 38.6836 60.8823 4.0470000000000005e-20 4.871e-20 5.237e-20 -0.0 -113.83 0
BackS036908 38.6791 60.8737 5.981e-18 4.947e-18 2.45e-18 -0.001 -113.88 0
BackS036909 38.6829 60.8726 4.227e-19 4.456e-19 3.625e-19 0.001 -113.92 0
BackS036912 38.6853 60.8648 1.031e-18 9.508e-19 5.899e-19 0.001 -114.11 0
BackS036914 38.6853 60.863 1.261e-18 1.172e-18 7.061e-19 0.001 -113.96 0
BackS036916 38.7688 60.9516 5.691e-17 4.203e-17 1.605e-17 0.0 -114.74 0
BackS036917 38.6893 60.855 6.373e-20 8.085000000000001e-20 9.175e-20 0.0 -114.16 0
BackS036919 38.7645 60.9586 3.111e-18 2.597e-18 1.337e-18 -0.0 -114.77 0
BackS036920 38.7591 60.9525 1.392e-17 1.07e-17 4.623e-18 0.0 -114.74 1
BackS036921 38.7553 60.9525 2.452e-18 2.106e-18 1.109e-18 -0.001 -114.75 0
BackS036922 38.704 60.8489 6.969e-17 4.891e-17 1.773e-17 0.001 -114.29 0
BackS036923 38.753 60.9585 3.169e-19 3.237e-19 2.489e-19 -0.0 -114.8 0
BackS036924 38.7479 60.9526 1.912e-19 1.973e-19 1.521e-19 0.001 -114.72 0
BackS036925 38.7467 60.9591 2.342e-18 2.186e-18 1.382e-18 0.0 -114.63 0
BackS036926 38.7437 60.9582 6.598e-18 4.99e-18 2.032e-18 -0.0 -114.55 0
BackS036928 38.7166 60.8392 1.548e-18 1.35e-18 7.323e-19 -0.0 -114.4 0
