Name Equat Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
FrontS106746 180.5899 87.7501 1.039e-17 2.779e-17 1.571e-16 0.05 0.09 0
FrontS106747 193.0521 91.0373 1.749e-13 1.946e-13 1.734e-13 0.05 1.44 0
FrontS106750 141.9986 75.2659 9.572e-17 2.375e-16 1.138e-15 0.131 -2.46 0
FrontS106754 184.0968 91.789 7.704e-18 1.997e-17 1.045e-16 0.048 0.48 0
FrontS106755 179.8659 84.7689 1.662e-17 4.186e-17 2.116e-16 0.053 -0.0 0
FrontS106756 158.928 90.2729 8.408e-17 1.659e-16 4.862e-16 0.038 -1.48 0
FrontS106757 146.2039 92.7221 1.765e-16 3.37e-16 9.136e-16 0.035 -1.85 0
FrontS106758 155.5117 87.9163 9.618e-14 1.13e-13 1.101e-13 0.049 -2.0 0
FrontS106759 147.3066 88.7921 5.463e-16 9.055e-16 1.869e-15 0.03 -1.65 0
FrontS106760 180.4069 98.7246 2.768e-14 3.678e-14 4.585e-14 0.05 0.03 0
FrontS106761 178.3977 93.2786 1.183e-16 2.556e-16 9.322e-16 0.062 -2.09 0
FrontS106762 189.9413 94.0527 2.122e-11 1.63e-11 7.084e-12 0.053 1.31 0
FrontS106763 178.235 89.6148 2.826e-17 6.566e-17 2.757e-16 0.071 -0.43 0
FrontS106766 158.4746 92.3413 8.156e-17 1.662e-16 5.195e-16 0.04 -1.61 0
FrontS106768 172.8431 85.542 1.121e-15 2.278e-15 6.949e-15 0.075 -1.06 0
FrontS106769 153.2438 88.5328 1.602e-13 1.74e-13 1.472e-13 0.05 -2.14 0
FrontS106770 168.6335 98.5665 1.178e-13 1.376e-13 1.365e-13 0.051 -1.44 0
FrontS106771 171.1913 85.5812 1.211e-11 1.129e-11 6.929e-12 0.11 -0.77 0
FrontS106773 205.9777 92.5087 9.537e-16 1.757e-15 4.642e-15 0.069 2.23 0
FrontS106774 193.5217 91.0352 3.648e-17 7.029e-17 1.969e-16 0.027 0.71 0
FrontS106775 169.0157 93.2199 2.153e-14 2.706e-14 3.101e-14 0.041 -0.96 0
FrontS106776 175.2971 79.0081 2.576e-16 5.617e-16 2.03e-15 0.071 -0.73 0
FrontS106777 210.8474 85.8661 4.724e-16 9.543e-16 2.9e-15 0.083 2.48 0
FrontS106779 184.2422 94.852 7.624e-17 1.669e-16 6.17e-16 0.089 0.47 0
FrontS106781 201.6995 90.1905 2.006e-16 3.763e-16 9.838e-16 0.033 1.3 0
FrontS106783 180.7354 91.7688 8.665e-15 1.111e-14 1.373e-14 0.034 0.04 0
FrontS106784 172.1055 89.056 3.943e-17 9.758e-17 4.653e-16 0.065 -1.66 0
FrontS106785 183.8743 83.3118 5.248e-17 1.203e-16 4.954e-16 0.061 1.77 0
FrontS106787 171.4696 92.1799 1.114e-16 2.515e-16 9.923e-16 0.053 -1.31 0
FrontS106788 189.1889 91.7882 3.129e-19 1.257e-18 1.607e-17 0.051 1.07 0
FrontS106789 167.3281 88.1633 1.102e-14 1.464e-14 1.911e-14 0.035 -0.85 0
FrontS106795 210.3449 88.4653 5.392e-12 4.604e-12 2.353e-12 0.045 2.09 0
FrontS106796 161.135 89.0202 1.059e-12 9.399e-13 5.248e-13 0.033 -1.12 0
FrontS106797 182.3029 81.8058 1.513e-11 1.313e-11 6.98e-12 0.105 0.26 0
FrontS106798 154.7169 96.5247 9.821e-13 1.02e-12 7.678e-13 0.066 -2.25 0
FrontS106799 200.0062 84.0372 8.923e-13 1.625e-12 3.99e-12 0.045 1.68 0
FrontS106802 178.5808 84.4693 1.658e-19 6.557e-19 8.589e-18 0.059 -1.08 0
FrontS106806 137.0404 83.1964 1.348e-15 2.313e-15 4.889e-15 0.062 -2.8 0
FrontS106808 198.2619 87.1757 1.499e-17 3.73e-17 1.726e-16 0.036 1.25 0
FrontS106809 182.4037 96.2458 4.593e-14 5.781e-14 6.507e-14 0.062 1.59 0
FrontS106810 182.5401 87.2866 8.773e-19 2.317e-18 1.265e-17 0.033 0.18 0
FrontS106814 174.8888 103.4449 1.55e-13 1.786e-13 1.785e-13 0.059 -1.37 0
FrontS106815 198.3184 88.6194 2.596e-17 5.742e-17 2.111e-16 0.022 0.82 0
FrontS106817 171.4562 87.7628 8.845e-14 8.813e-14 6.363e-14 0.019 -0.35 0
FrontS106818 176.0304 87.6828 1.003e-11 8.137e-12 3.846e-12 0.048 -0.48 0
