Name Equat Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
LeftS090697 88.5662 109.0146 5.204e-19 5.34e-19 4.134e-19 0.0 -74.71 0
LeftS090699 88.4525 108.9891 8.676e-18 7.153e-18 3.478e-18 0.001 -73.11 0
LeftS090701 88.5134 108.9237 1.148e-19 1.34e-19 1.27e-19 0.001 -73.74 0
LeftS090704 88.488 109.0012 6.405e-18 1.069e-17 2.196e-17 -0.0 -74.44 0
LeftS090708 88.4769 108.984 1.016e-20 1.4850000000000002e-20 2.371e-20 -0.0 -74.53 0
LeftS090711 88.685 109.0579 4.09e-20 5.474000000000001e-20 7.314e-20 0.0 -74.83 0
LeftS090718 88.4744 109.0539 1.05e-20 1.639e-20 2.876e-20 -0.0 -74.04 0
LeftS090721 88.4979 109.0024 3.753e-20 5.0740000000000006e-20 6.72e-20 -0.001 -74.65 0
LeftS090728 88.4245 108.9467 4.0800000000000006e-20 5.312e-20 6.373e-20 0.001 -72.65 0
LeftS090730 88.4825 108.9997 1.74e-19 1.932e-19 1.758e-19 0.0 -74.4 0
LeftS090732 88.4688 108.9692 3.892e-20 4.8670000000000006e-20 5.813000000000001e-20 -0.0 -73.32 0
LeftS090733 88.4447 109.0431 1.519e-20 2.239e-20 3.671e-20 -0.0 -73.77 0
LeftS090735 88.4792 108.9911 1.902e-19 2.178e-19 2.053e-19 -0.001 -74.19 0
LeftS090736 88.4091 109.0374 4.94e-19 5.077e-19 3.957e-19 0.0 -73.57 0
LeftS090738 88.4678 109.0926 6.054e-18 5.26e-18 2.735e-18 -0.0 -74.07 0
LeftS090739 88.4832 108.9809 1.948e-18 1.86e-18 1.216e-18 0.001 -73.94 0
LeftS090744 88.4697 108.994 2.708e-17 5.464e-17 1.66e-16 0.0 -73.72 0
LeftS090745 88.479 108.9959 3.1990000000000004e-20 4.498e-20 6.383e-20 0.0 -74.2 0
LeftS090749 88.701 108.94 3.4410000000000004e-20 4.6810000000000006e-20 6.444e-20 -0.001 -74.25 0
LeftS090750 88.4925 109.0068 1.034e-19 1.293e-19 1.463e-19 -0.0 -74.61 0
LeftS090758 88.3595 108.9013 1.249e-19 1.431e-19 1.407e-19 0.0 -72.7 0
LeftS090760 88.512 108.989 5.606e-20 7.315000000000001e-20 9.183e-20 -0.0 -74.47 0
LeftS090763 88.4367 108.9485 6.034e-20 7.852e-20 9.691000000000001e-20 0.0 -72.91 0
LeftS090765 88.5391 109.0156 8.138000000000001e-20 9.686000000000001e-20 1.004e-19 0.0 -74.9 0
LeftS090766 88.4015 109.0049 1.924e-18 3.21e-18 6.63e-18 -0.0 -73.15 0
LeftS090786 88.4768 108.9855 1.071e-19 1.285e-19 1.365e-19 -0.0 -74.13 0
LeftS090789 88.6177 109.0681 1.015e-20 1.542e-20 2.6550000000000003e-20 -0.001 -74.9 0
LeftS090790 88.3954 108.9283 2.588e-18 2.404e-18 1.464e-18 -0.0 -72.74 0
LeftS090792 88.4276 108.96 1.466e-18 1.435e-18 9.734e-19 0.0 -72.62 0
LeftS090793 88.4454 108.9767 1.021e-20 1.5030000000000002e-20 2.355e-20 -0.0 -72.82 0
LeftS090795 88.4679 108.9935 6.319e-19 6.348e-19 4.562e-19 -0.001 -73.41 0
LeftS090798 88.3745 108.8504 1.494e-20 2.105e-20 3.077e-20 -0.0 -72.83 0
LeftS090806 88.4488 108.985 3.424e-20 4.415e-20 5.154e-20 -0.0 -73.0 0
LeftS090808 88.4437 108.9697 5.74e-20 7.460000000000001e-20 9.238e-20 0.0 -72.79 0
LeftS090809 88.4535 108.9918 5.597e-18 4.812e-18 2.556e-18 -0.001 -73.16 0
LeftS090812 88.4584 109.0404 1.883e-19 2.121e-19 1.98e-19 0.0 -73.92 0
