Name X Y BlueF GreenF RedF Parallax RadialVelocity Variable?
LeftS090691 -1.1553 -15.5194 1.3410000000000002e-20 1.935e-20 3.003e-20 -0.001 -74.8 0
LeftS090692 -1.1436 -15.5185 1.102e-20 1.557e-20 2.3160000000000003e-20 -0.001 -74.88 0
LeftS090697 -1.1263 -15.5124 5.204e-19 5.34e-19 4.134e-19 0.0 -74.71 0
LeftS090699 -1.2157 -15.4908 8.676e-18 7.153e-18 3.478e-18 0.001 -73.11 0
LeftS090701 -1.1678 -15.4329 1.148e-19 1.34e-19 1.27e-19 0.001 -73.74 0
LeftS090704 -1.1878 -15.5012 6.405e-18 1.069e-17 2.196e-17 -0.0 -74.44 0
LeftS090708 -1.1965 -15.4862 1.016e-20 1.4850000000000002e-20 2.371e-20 -0.0 -74.53 0
LeftS090711 -1.033 -15.5497 4.09e-20 5.474000000000001e-20 7.314e-20 0.0 -74.83 0
LeftS090718 -1.1985 -15.5476 1.05e-20 1.639e-20 2.876e-20 -0.0 -74.04 0
LeftS090721 -1.18 -15.5022 3.753e-20 5.0740000000000006e-20 6.72e-20 -0.001 -74.65 0
LeftS090728 -1.2377 -15.4538 4.0800000000000006e-20 5.312e-20 6.373e-20 0.001 -72.65 0
LeftS090730 -1.1921 -15.4999 1.74e-19 1.932e-19 1.758e-19 0.0 -74.4 0
LeftS090732 -1.2029 -15.4732 3.892e-20 4.8670000000000006e-20 5.813000000000001e-20 -0.0 -73.32 0
LeftS090733 -1.2218 -15.5383 1.519e-20 2.239e-20 3.671e-20 -0.0 -73.77 0
LeftS090735 -1.1947 -15.4924 1.902e-19 2.178e-19 2.053e-19 -0.001 -74.19 0
LeftS090736 -1.2498 -15.5336 4.94e-19 5.077e-19 3.957e-19 0.0 -73.57 0
LeftS090738 -1.2037 -15.5817 6.054e-18 5.26e-18 2.735e-18 -0.0 -74.07 0
LeftS090739 -1.1916 -15.4834 1.948e-18 1.86e-18 1.216e-18 0.001 -73.94 0
LeftS090744 -1.2022 -15.495 2.708e-17 5.464e-17 1.66e-16 0.0 -73.72 0
LeftS090745 -1.1949 -15.4966 3.1990000000000004e-20 4.498e-20 6.383e-20 0.0 -74.2 0
LeftS090749 -1.0204 -15.446 3.4410000000000004e-20 4.6810000000000006e-20 6.444e-20 -0.001 -74.25 0
LeftS090750 -1.1843 -15.5061 1.034e-19 1.293e-19 1.463e-19 -0.0 -74.61 0
LeftS090758 -1.2888 -15.4144 1.249e-19 1.431e-19 1.407e-19 0.0 -72.7 0
LeftS090760 -1.1689 -15.4903 5.606e-20 7.315000000000001e-20 9.183e-20 -0.0 -74.47 0
