Name X Y BlueF GreenF RedF Parallax RadialVelocity Variable?
RightS054603 -15.023 20.6293 4.7640000000000006e-20 6.35e-20 7.925000000000001e-20 0.0 -82.58 0
RightS054604 -15.0691 20.6438 3.301e-18 5.088e-18 8.769e-18 0.001 -82.66 0
RightS054607 -14.9882 20.6144 2.348e-20 3.5310000000000003e-20 6.048e-20 -0.001 -82.49 0
RightS054611 -14.9316 20.5608 2.097e-19 2.695e-19 3.273e-19 0.0 -81.07 0
RightS054612 -14.9463 20.5846 1.187e-17 1.076e-17 6.529e-18 -0.0 -81.4 0
RightS054613 -14.9535 20.6036 5.973e-20 7.728e-20 9.428e-20 -0.0 -81.91 0
RightS054614 -15.1093 20.697 6.081e-18 9.773e-18 1.895e-17 0.001 -82.71 0
RightS054616 -14.9027 20.5995 9.796e-18 8.768e-18 4.959e-18 0.0 -80.97 0
RightS054617 -14.8607 20.5424 8.268e-19 8.503e-19 6.423e-19 -0.001 -80.44 0
RightS054626 -14.8563 20.606 1.783e-19 2.112e-19 2.256e-19 0.0 -80.86 0
RightS054627 -15.0385 20.4653 1.395e-20 2.0820000000000003e-20 3.5440000000000004e-20 0.001 -81.91 0
RightS054632 -14.8718 20.5416 1.21e-18 1.19e-18 8.544e-19 -0.0 -80.6 0
RightS054634 -15.018 20.4402 1.437e-17 1.25e-17 6.83e-18 -0.0 -81.76 0
RightS054636 -15.1254 20.5651 4.146e-18 6.714e-18 1.337e-17 0.001 -82.5 0
RightS054637 -14.9157 20.5508 5.667e-19 6.093e-19 5.079e-19 0.001 -80.9 0
RightS054639 -14.9513 20.5701 6.371e-18 1.165e-17 2.951e-17 -0.0 -81.65 0
RightS054640 -14.9478 20.575 2.836e-19 3.399e-19 3.441e-19 0.0 -81.16 0
RightS054641 -14.9632 20.5997 2.926e-17 2.309e-17 1.043e-17 -0.0 -82.05 0
RightS054642 -14.7624 20.5258 2.761e-19 3.153e-19 3.009e-19 0.001 -80.47 0
RightS054644 -14.9448 20.5728 2.3850000000000003e-20 3.4480000000000004e-20 5.475e-20 -0.0 -81.35 0
RightS054646 -15.0561 20.5352 3.4000000000000003e-20 4.484e-20 5.870000000000001e-20 0.001 -82.24 0
