Name Equat Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
RightS099993 251.5845 105.0341 2.392e-18 3.293e-18 4.542e-18 0.0 2.86 0
RightS099995 251.519 105.1335 1.765e-16 1.796e-16 1.307e-16 0.002 2.94 0
RightS099997 250.6983 105.267 1.46e-15 1.102e-15 4.573e-16 0.001 3.35 1
RightS099998 251.5212 105.1757 7.376e-17 6.935e-17 4.432e-17 0.001 3.01 0
RightS099999 251.5326 105.2698 4.39e-15 3.209e-15 1.239e-15 0.0 3.06 0
RightS100001 250.6794 105.2286 6.794e-16 5.512e-16 2.536e-16 0.0 3.29 0
RightS100006 250.8541 105.02 4.947e-15 3.74e-15 1.51e-15 -0.001 3.13 0
RightS100008 250.8339 104.9759 7.791e-17 7.683e-17 5.218e-17 0.001 3.09 0
RightS100010 250.866 104.8994 6.593e-16 5.764e-16 3.236e-16 -0.0 3.06 0
RightS100016 250.9443 104.8009 5.583e-20 9.922e-20 2.394e-19 -0.0 2.97 0
RightS100017 251.2077 104.4236 1.796e-16 1.594e-16 8.58e-17 -0.001 2.59 0
RightS100019 251.1873 105.9258 1.339e-19 2.231e-19 4.664e-19 0.001 3.62 0
RightS100020 251.0916 105.9132 1.313e-15 3.685e-15 2.228e-14 0.0 3.69 0
RightS100025 251.0754 106.0011 2.726e-15 2.059e-15 8.691e-16 0.001 3.66 1
RightS100026 250.987 106.1968 1.133e-16 1.088e-16 7.329e-17 -0.0 3.83 0
RightS100027 251.2653 104.4266 2.461e-16 2.15e-16 1.186e-16 0.001 2.63 0
RightS100030 251.4278 104.0272 5.44e-15 3.921e-15 1.468e-15 0.0 2.41 0
RightS100031 250.8838 106.3614 4.548e-18 5.383e-18 5.564e-18 -0.0 3.98 0
RightS100032 251.4209 103.9542 1.99e-18 2.644e-18 3.526e-18 0.001 2.4 0
RightS100033 251.445 104.0578 1.05e-16 1.888e-16 4.686e-16 0.0 2.38 0
RightS100034 251.451 104.0219 2.508e-20 5.037e-20 1.542e-19 0.001 2.37 0
RightS100035 251.4091 104.233 1.075e-16 9.522e-17 5.268e-17 -0.0 2.4 0
RightS100036 251.372 104.3184 1.618e-15 1.242e-15 5.266e-16 -0.001 2.39 1
RightS100037 250.5573 106.6814 4.182e-16 3.637e-16 2.006e-16 -0.001 4.11 0
RightS100038 251.546 103.9552 2.022e-16 3.909e-16 1.11e-15 0.001 2.32 0
RightS100039 251.531 104.036 2.088e-17 2.298e-17 1.978e-17 0.0 2.28 0
RightS100041 250.5951 106.5407 1.438e-14 1.026e-14 3.762e-15 0.0 4.16 0
RightS100042 250.5717 106.6854 1.314e-11 1.103e-11 5.48e-12 0.001 4.16 1
RightS100043 251.6515 103.8646 1.002e-17 1.112e-17 1.02e-17 0.001 2.14 0
RightS100044 250.5037 106.8072 1.816e-15 1.495e-15 7.078e-16 0.001 4.19 0
RightS100045 251.7061 103.8181 5.603e-12 3.891e-12 1.369e-12 0.0 2.14 0
RightS100046 251.747 103.7347 7.189e-16 5.708e-16 2.594e-16 -0.0 2.15 0
RightS100047 251.7723 103.6902 1.596e-16 2.928e-16 7.398e-16 0.0 2.17 0
RightS100052 251.8831 103.5491 2.504e-16 2.107e-16 1.123e-16 0.0 2.08 0
RightS100056 251.9433 103.7044 1.138e-15 8.889e-16 3.863e-16 -0.0 2.05 0
RightS100058 252.0142 103.5904 1.039e-15 8.768e-16 4.472e-16 0.0 2.07 0
RightS100060 251.8698 103.7309 1.092e-16 1.708e-16 3.095e-16 0.0 2.02 0
RightS100061 250.1258 107.0148 2.953e-20 5.3e-20 1.29e-19 0.0 4.33 0
RightS100062 250.1097 106.9577 1.63e-14 1.15e-14 4.312e-15 0.0 4.33 0
RightS100065 252.0019 103.7969 3.85e-16 3.347e-16 1.783e-16 0.001 2.04 0
RightS100066 252.0484 103.701 6.049e-16 5.045e-16 2.561e-16 0.0 2.02 0
