Name Equat Polar BlueF GreenF RedF Parallax RadialVelocity Variable?
TopS046789 269.9219 30.4018 9.186e-19 1.951e-18 6.639e-18 -0.0 -86.83 0
TopS046790 269.7918 30.4739 2.4e-20 2.927e-20 3.155e-20 0.0 -87.67 0
TopS046792 269.9249 30.3987 1.062e-18 4.376e-18 6.103e-17 -0.0 -86.85 0
TopS046794 269.9262 30.4051 1.19e-18 2.22e-18 5.752e-18 -0.0 -86.84 0
TopS046795 269.9017 30.4059 1.822e-18 3.664e-18 1.133e-17 -0.0 -86.89 0
TopS046796 269.8215 30.4799 1.3530000000000002e-20 1.9400000000000003e-20 2.9560000000000005e-20 -0.0 -87.45 0
TopS046799 269.9069 30.3999 9.73e-20 1.085e-19 9.315e-20 0.001 -86.92 0
TopS046800 269.9015 30.397 1.123e-18 1.008e-18 5.916e-19 0.001 -86.94 0
TopS046801 269.8393 30.4771 3.138e-18 2.603e-18 1.254e-18 0.0 -87.31 0
TopS046802 269.8449 30.4798 1.864e-18 3.448e-18 9.038e-18 0.0 -87.33 0
TopS046803 269.8802 30.4022 1.279e-17 1.012e-17 4.745e-18 -0.0 -87.05 0
TopS046804 269.88 30.3956 2.029e-14 1.393e-14 4.745e-15 0.0 -87.08 0
TopS046805 269.872 30.4034 7.511e-19 6.653e-19 3.81e-19 -0.0 -87.12 0
TopS046806 269.8663 30.3918 1.34e-17 1.069e-17 4.848e-18 -0.001 -87.16 1
TopS046807 269.8657 30.4011 1.106e-16 8.105e-17 3.112e-17 -0.001 -87.18 0
TopS046808 269.8603 30.4043 5.876e-20 6.822000000000001e-20 6.771e-20 0.0 -87.15 0
TopS046809 269.8765 30.4844 1.195e-18 1.111e-18 6.951e-19 -0.001 -87.12 0
TopS046810 269.8762 30.4758 2.627e-18 2.241e-18 1.165e-18 -0.001 -87.07 0
TopS046811 269.8433 30.3965 3.463e-18 2.913e-18 1.451e-18 -0.0 -87.29 0
TopS046812 269.8873 30.4736 3.521e-17 2.524e-17 9.428e-18 -0.0 -87.05 0
TopS046813 269.8394 30.3989 3.377e-18 2.748e-18 1.315e-18 0.0 -87.31 0
TopS046814 269.834 30.396 4.822e-18 3.989e-18 1.961e-18 -0.001 -87.32 0
TopS046815 269.8251 30.3972 3.142e-18 2.62e-18 1.301e-18 0.0 -87.39 0
TopS046816 269.8181 30.3995 1.844e-18 1.608e-18 8.822e-19 -0.0 -87.45 0
TopS046823 269.7895 30.3972 1.044e-19 1.206e-19 1.167e-19 -0.001 -87.57 0
TopS046824 269.9409 30.4664 3.036e-20 3.623e-20 3.9360000000000005e-20 -0.0 -86.64 0
TopS046825 269.7805 30.3925 9.812e-19 2.195e-18 8.625e-18 -0.001 -87.62 0
TopS046826 269.9522 30.4776 2.852e-18 5.079e-18 1.18e-17 -0.0 -86.76 0
TopS046827 269.7639 30.3968 1.26e-18 1.943e-18 3.477e-18 0.001 -87.64 0
TopS046828 269.7583 30.4012 1.746e-17 4.379e-17 2.144e-16 0.0 -87.8 0
