Name X Y BlueF GreenF RedF Parallax RadialVelocity Variable?
LeftS003452 20.9676 -12.3652 3.2950000000000005e-20 4.1370000000000005e-20 4.6950000000000006e-20 -0.0 -127.8 0
LeftS003455 20.8915 -12.527 1.833e-19 1.912e-19 1.502e-19 0.0 -125.56 0
LeftS003456 20.9294 -12.4614 9.404e-19 8.569e-19 4.986e-19 -0.001 -125.81 0
LeftS003457 20.9371 -12.4282 1.175e-20 1.5170000000000002e-20 1.8710000000000003e-20 -0.001 -125.7 0
LeftS003463 21.0231 -12.304 3.408e-20 3.81e-20 3.5790000000000004e-20 0.001 -128.04 0
LeftS003468 20.9534 -12.4216 7.154000000000001e-20 8.157000000000001e-20 7.827000000000001e-20 -0.001 -126.76 0
LeftS003472 20.9506 -12.408 3.546e-20 4.2120000000000006e-20 4.145e-20 -0.0 -127.33 0
LeftS003473 20.9555 -12.416 4.69e-19 4.751e-19 3.493e-19 0.0 -126.89 0
LeftS003474 20.9518 -12.4152 3.3710000000000004e-20 4.085e-20 4.4270000000000005e-20 -0.001 -125.24 0
LeftS003476 20.9504 -12.3906 2.0850000000000003e-20 2.649e-20 3.169e-20 -0.0 -127.3 0
LeftS003481 20.93 -12.4326 1.859e-20 2.2850000000000003e-20 2.4750000000000003e-20 0.0 -126.08 0
LeftS003483 20.9533 -12.4164 2.615e-15 2.019e-15 8.797e-16 -0.0 -126.73 0
LeftS003484 20.9584 -12.3892 1.31e-18 2.814e-18 9.669e-18 -0.0 -127.42 0
LeftS003486 20.9419 -12.4085 1.929e-20 2.207e-20 2.117e-20 0.001 -126.91 0
LeftS003494 20.9619 -12.3923 6.454000000000001e-20 7.026e-20 5.885e-20 0.0 -128.03 0
LeftS003501 20.9655 -12.4144 2.005e-18 1.769e-18 1.009e-18 -0.0 -127.31 0
LeftS003503 20.9563 -12.3999 3.058e-20 3.816e-20 4.401e-20 0.0 -127.58 0
LeftS003505 20.9471 -12.4233 8.769e-20 9.621000000000001e-20 8.685000000000002e-20 0.001 -126.51 0
LeftS003506 20.9513 -12.4077 1.8780000000000003e-20 2.326e-20 2.683e-20 -0.001 -127.5 0
