Name X Y BlueF GreenF RedF Parallax RadialVelocity Variable?
BackS029370 30.1596 25.6278 9.466e-19 8.665e-19 5.363e-19 -0.0 -112.49 0
BackS029374 30.1084 25.6544 2.4750000000000003e-20 3.099e-20 3.396e-20 -0.0 -112.37 0
BackS029375 30.1405 25.669 1.369e-18 1.332e-18 8.743e-19 0.0 -113.23 0
BackS029377 30.1057 25.6333 8.483e-18 6.814e-18 3.14e-18 -0.001 -112.95 0
BackS029381 30.1489 25.6633 4.121e-20 4.7710000000000006e-20 4.615e-20 -0.001 -112.47 0
BackS029382 30.1065 25.6316 1.625e-18 2.637e-18 5.018e-18 -0.0 -112.63 0
BackS029383 30.1192 25.6284 1.238e-17 9.572e-18 3.963e-18 -0.0 -113.57 0
BackS029384 30.1327 25.6184 9.28e-18 7.517e-18 3.531e-18 0.0 -113.18 0
BackS029385 30.1186 25.6426 3.665e-18 3.154e-18 1.703e-18 0.001 -112.44 0
BackS029386 30.1555 25.6774 8.684e-19 7.913e-19 4.594e-19 -0.001 -113.4 0
BackS029393 30.1131 25.6523 2.058e-18 1.791e-18 1.005e-18 -0.0 -111.74 0
BackS029394 30.1262 25.623 1.273e-18 1.112e-18 6.172e-19 -0.0 -113.18 0
BackS029396 30.1311 25.671 6.896e-19 1.27e-18 3.321e-18 -0.0 -112.41 0
BackS029398 30.1164 25.6472 9.41e-14 7.215e-14 3.069e-14 0.0 -112.82 1
BackS029401 30.1372 25.6289 1.237e-18 2.487e-18 7.631e-18 -0.001 -112.74 0
BackS029404 30.1434 25.6276 2.6340000000000003e-20 3.283e-20 3.886e-20 0.0 -111.81 0
BackS029407 30.1407 25.6504 1.286e-20 1.657e-20 1.92e-20 0.001 -112.02 0
BackS029409 30.1295 25.6183 2.967e-19 2.986e-19 2.183e-19 0.0 -112.71 0
BackS029410 30.1553 25.6503 1.526e-18 1.373e-18 7.883e-19 -0.0 -112.23 0
BackS029411 30.1003 25.6147 6.311e-19 6.049e-19 4.024e-19 0.001 -112.36 0
BackS029414 30.1292 25.6221 9.376e-20 1.084e-19 1.046e-19 -0.001 -113.33 0
BackS029415 30.1525 25.6489 1.676e-18 2.611e-18 4.795e-18 0.001 -111.64 0
BackS029419 30.1165 25.6167 2.011e-18 4.658e-18 1.951e-17 -0.0 -111.87 0
BackS029421 30.1204 25.6253 1.104e-18 9.657e-19 5.507e-19 0.001 -111.44 0
BackS029424 30.1378 25.6209 1.986e-18 3.642e-18 8.954e-18 0.001 -113.15 0
BackS029425 30.1275 25.6256 1.6920000000000003e-20 2.157e-20 2.4990000000000003e-20 -0.0 -111.35 0
BackS029426 30.1391 25.6226 3.0400000000000004e-20 3.7710000000000005e-20 4.304e-20 0.001 -111.68 0
BackS029428 30.1273 25.6684 1.182e-18 1.08e-18 6.474e-19 -0.0 -112.01 0
BackS029429 30.1305 25.6482 1.643e-14 1.101e-14 3.614e-15 -0.0 -112.22 0
