Name X Y BlueF GreenF RedF Parallax RadialVelocity Variable?
RightS051081 -13.1294 19.2256 1.13e-18 1.128e-18 7.966e-19 -0.001 -75.67 0
RightS051082 -13.1574 19.191 7.995e-20 9.904000000000001e-20 1.107e-19 -0.001 -75.74 0
RightS051084 -13.0762 19.1185 5.462e-19 5.851e-19 4.895e-19 0.001 -75.91 0
RightS051090 -13.0684 19.0912 1.6030000000000002e-20 2.442e-20 4.19e-20 -0.0 -75.72 0
RightS051091 -13.2155 19.1833 6.858e-19 7.639e-19 6.711e-19 -0.0 -75.04 0
RightS051094 -13.1753 19.0903 1.053e-18 1.078e-18 8.245e-19 -0.001 -75.12 0
RightS051097 -13.2085 19.0856 3.316e-19 3.646e-19 3.186e-19 0.001 -74.62 0
RightS051098 -13.1752 19.1447 5.249e-20 6.979e-20 9.153000000000001e-20 -0.001 -75.83 0
RightS051102 -13.2878 19.0744 2.7990000000000004e-20 3.7980000000000005e-20 5.093e-20 0.001 -74.53 0
RightS051103 -13.1238 19.1322 1.437e-19 1.677e-19 1.708e-19 0.001 -76.03 0
RightS051108 -13.2014 19.1193 1.602e-18 1.533e-18 1.035e-18 0.001 -74.49 0
RightS051109 -13.226 19.032 1.8e-18 1.715e-18 1.117e-18 -0.001 -74.66 0
RightS051110 -13.288 19.0125 4.251e-19 4.605e-19 3.835e-19 -0.0 -74.75 0
RightS051111 -13.2292 19.1045 1.148e-19 1.298e-19 1.243e-19 0.001 -74.44 0
RightS051112 -13.2481 19.1098 5.084e-18 9.088e-18 2.146e-17 0.001 -74.32 0
RightS051114 -13.1742 19.1588 9.863e-18 1.744e-17 4.096e-17 0.001 -75.68 0
RightS051124 -13.1397 19.0995 1.9160000000000003e-20 2.583e-20 3.4550000000000003e-20 0.0 -75.63 0
RightS051125 -13.1469 19.2118 7.776e-19 8.13e-19 6.479e-19 0.0 -75.68 0
RightS051126 -13.1738 19.1354 6.924e-19 7.139e-19 5.447e-19 0.0 -75.93 0
RightS051127 -13.2191 19.0954 3.52e-19 3.859e-19 3.299e-19 0.0 -74.51 0
RightS051128 -13.1793 19.1208 5.36e-20 7.081000000000001e-20 8.808e-20 0.0 -75.51 0
RightS051129 -13.1861 19.123 1.327e-18 1.329e-18 9.636e-19 0.0 -74.68 0
RightS051137 -13.1777 19.1256 2.048e-19 2.188e-19 1.823e-19 -0.0 -75.59 0
RightS051138 -13.1759 19.1451 1.4e-18 1.342e-18 9.099e-19 -0.001 -75.91 0
RightS051144 -13.125 19.0829 2.555e-18 2.503e-18 1.691e-18 0.0 -75.67 0
RightS051145 -13.0275 19.1004 8.167000000000001e-20 1.036e-19 1.241e-19 0.0 -75.86 0
RightS051147 -13.2244 19.2103 1.359e-19 1.651e-19 1.794e-19 -0.0 -75.23 0
RightS051157 -13.3039 19.157 1.7240000000000002e-20 2.493e-20 3.8180000000000006e-20 0.0 -74.62 0
RightS051159 -13.1672 19.1394 1.229e-20 1.905e-20 3.334e-20 0.001 -76.19 0
RightS051165 -13.1433 19.0924 1.21e-20 1.798e-20 2.9570000000000004e-20 0.0 -75.6 0
RightS051167 -13.1927 19.1383 2.375e-19 2.568e-19 2.219e-19 0.0 -74.77 0
RightS051171 -13.1907 19.1241 1.349e-20 2.0130000000000003e-20 3.388e-20 -0.0 -74.45 0
RightS051172 -13.2355 19.1518 4.6750000000000005e-20 5.768e-20 6.317e-20 -0.0 -74.62 0
RightS051173 -13.0452 18.9572 3.705e-18 5.758e-18 1.008e-17 -0.001 -75.38 0
RightS051177 -13.2254 19.1496 9.083e-19 8.852e-19 6.153e-19 0.002 -74.74 0
RightS051178 -13.159 18.9384 9.624e-20 1.239e-19 1.528e-19 -0.0 -75.06 0
RightS051184 -13.1851 19.1107 1.885e-18 1.766e-18 1.115e-18 0.001 -74.78 0
RightS051187 -13.4319 19.035 2.095e-18 2.032e-18 1.335e-18 -0.0 -74.76 0
RightS051189 -13.2362 19.084 2.64e-13 1.95e-13 8.003e-14 -0.0 -74.61 0
RightS051191 -13.11 18.9868 2.973e-19 3.338e-19 3.117e-19 0.001 -75.41 0
RightS051193 -13.4566 18.5745 2.1540000000000003e-20 3.245e-20 5.259e-20 -0.001 -75.0 0
RightS051194 -12.8068 19.4615 3.411e-18 3.274e-18 2.16e-18 0.001 -75.59 0
RightS051198 -13.1578 19.1263 5.903e-20 7.642000000000001e-20 9.243e-20 -0.0 -75.99 0
RightS051199 -13.1719 19.1128 3.995e-20 5.342e-20 6.946000000000001e-20 0.0 -75.53 0
RightS051200 -13.1833 19.1307 2.3890000000000003e-20 3.175e-20 4.174e-20 0.0 -74.64 0
